"","X","product_id","avg_rating","evaluation_score","product_type","total_score"
"66",204,"B0054Y2Q4K",4.80952380952381,3.01645663664981,"hair_dryer",3.55437678851201
"67",214,"B00QNC39TI",4.27272727272727,2.99912346548952,"hair_dryer",3.38120460766084
"68",226,"B0009XH6W8",4,2.81226856583526,"hair_dryer",3.16858799608468
"69",232,"B001UE7D3C",4.08695652173913,2.79799180618422,"hair_dryer",3.18468122085069
"70",241,"B002BFX6EO",4.4406779661017,2.93487605939448,"hair_dryer",3.38661663140665
"71",244,"B002NGMEVW",4.27272727272727,3.03341086915437,"hair_dryer",3.40520579022624
"72",246,"B00MEBKQ8E",4.83333333333333,2.94155354516585,"hair_dryer",3.50908748161609
"73",252,"B0009XH6UU",4.36567164179105,3.00725720233937,"hair_dryer",3.41478153417487
"74",259,"B0009XH6VO",4.06666666666667,2.90884088044115,"hair_dryer",3.25618861630881
"75",260,"B000X300MC",4.05,2.86493534815624,"hair_dryer",3.22045474370937
"76",281,"B00TA1JX3A",4.40625,2.95257375613465,"hair_dryer",3.38867662929425
"77",286,"B000E8PG98",3.84313725490196,2.88340239560897,"hair_dryer",3.17132285339687
"78",287,"B002B8VE4U",3.9468085106383,2.91716609418178,"hair_dryer",3.22605881911874
"79",291,"B001MXWZFM",4.3921568627451,2.97264435378182,"hair_dryer",3.3984981064708
"80",294,"B003VZS9NG",3.90909090909091,2.8757146026879,"hair_dryer",3.1857274946088
"81",309,"B00BBCVPAU",4.16666666666667,2.68941894656665,"hair_dryer",3.13259326259666
"82",313,"B007O385QC",4.61538461538461,2.96904773303365,"hair_dryer",3.46294879773894
"83",315,"B000V3URNG",3.83333333333333,2.81664177705634,"hair_dryer",3.12164924393944
"84",344,"B000GWF57U",4.69565217391304,2.96783745835017,"hair_dryer",3.48618187301903
"85",352,"B00HZYSZHY",5,3.15776108046376,"hair_dryer",3.71043275632463
"86",369,"B000G666EW",4.52631578947368,2.97472711914013,"hair_dryer",3.44020372024019
"87",376,"B0099RKYEM",4.75,2.95744881884305,"hair_dryer",3.49521417319013
"88",386,"B00092M38G",3.35897435897436,2.63817568108878,"hair_dryer",2.85441528445445
"89",408,"B00092M2VO",4.10857142857143,2.89004423381136,"hair_dryer",3.25560239223938
"90",432,"B006BNFXHU",4.625,3.11361226612275,"hair_dryer",3.56702858628592
"91",446,"B0040VGR3Y",4.57142857142857,2.90748802940727,"hair_dryer",3.40667019201366
"92",450,"B000BLNUPU",3.5,2.75015164983041,"hair_dryer",2.97510615488129
"93",451,"B000YDMM2M",4.0625,2.97010948286832,"hair_dryer",3.29782663800782
"94",453,"B0008ENT8I",3.73913043478261,2.79494092132434,"hair_dryer",3.07819777536182
"95",463,"B0037MFCHE",4.09722222222222,3.05918128970763,"hair_dryer",3.37059356946201
"96",467,"B0037MKQE8",4.23529411764706,3.06314086184048,"hair_dryer",3.41478683858245
"97",470,"B000IF3D38",4.10204081632653,2.89559340394665,"hair_dryer",3.25752762766061
"98",478,"B002MHW4MG",4.02439024390244,2.92507900718523,"hair_dryer",3.25487237820039
"99",500,"B003VZNCQK",3.66666666666667,2.76890191949373,"hair_dryer",3.03823134364561
"100",531,"B000BFJJ7E",2.79591836734694,2.70616967212539,"hair_dryer",2.73309428069186
"101",549,"B005IH0KDC",3.96,2.95859467103891,"hair_dryer",3.25901626972724
"102",562,"B00RPL1W4U",4.05263157894737,2.97042089355229,"hair_dryer",3.29508409917081
"103",575,"B003TQPRGY",4.27777777777778,2.89793864647892,"hair_dryer",3.31189038586858
"104",585,"B0089TDTWK",3.95918367346939,2.79932737327358,"hair_dryer",3.14728426333232
"105",587,"B002NGMEPI",3.25,2.78992048709522,"hair_dryer",2.92794434096665
"106",596,"B0009XH6VY",3.94444444444444,2.94538404996459,"hair_dryer",3.24510216830855
"107",617,"B001UE7D3M",2.71428571428571,2.48978301724117,"hair_dryer",2.55713382635453
"108",676,"B0018BXH1Y",4,2.92373195073598,"hair_dryer",3.24661236551519
"109",721,"B001UE7D46",4,2.9308510754773,"hair_dryer",3.25159575283411
"110",759,"B00MFBGATM",4.66666666666667,2.84164895168137,"hair_dryer",3.38915426617696
"111",787,"B000R80ZTQ",4.18380062305296,2.99083782462913,"hair_dryer",3.34872666415628
"112",801,"B00FZQ0H0C",4.5,2.59785437427881,"hair_dryer",3.16849806199517
"113",807,"B001UHN0OA",4.2962962962963,2.98579695124775,"hair_dryer",3.37894675476231
"114",813,"B000IG83VE",4.77272727272727,2.9917583680066,"hair_dryer",3.5260490394228
"115",817,"B008OEZ0N6",3.72727272727273,2.95576840473841,"hair_dryer",3.18721970149871
"116",825,"B001UHMWBM",4.57894736842105,3.06402087831476,"hair_dryer",3.51849882534665
"117",850,"B001UE7D2S",4.86363636363636,3.09221724459511,"hair_dryer",3.62364298030749
"118",878,"B000R858R0",4.10344827586207,2.95340843951176,"hair_dryer",3.29842039041685
"119",893,"B0050PNHBY",4.57692307692308,3.05614459861881,"hair_dryer",3.51237814211009
"120",901,"B000LQB5YS",3.46875,2.8025377337411,"hair_dryer",3.00240141361877
"121",921,"B004ATPPRK",4.5,3.04696418906793,"hair_dryer",3.48287493234755
"122",935,"B000K7JLGM",3.46610169491525,2.78169391378064,"hair_dryer",2.98701624812102
"123",970,"B0019ZQJBY",4.66666666666667,2.78454532337276,"hair_dryer",3.34918172636093
"124",1014,"B000A3TBB6",3.97222222222222,2.89560250895015,"hair_dryer",3.21858842293177
"125",1026,"B00GU2PWHS",4.93333333333333,2.87025879715006,"hair_dryer",3.48918115800504
"126",1090,"B000X2UCJO",4.46153846153846,2.8671471960228,"hair_dryer",3.3454645756775
"127",1124,"B001B0TJCI",3.64285714285714,2.82696347407803,"hair_dryer",3.07173157471176
"128",1186,"B00BT7VOI0",4.82352941176471,2.97796760954633,"hair_dryer",3.53163615021184
"129",1209,"B001MP4882",4.75,3.11648009762602,"hair_dryer",3.60653606833821
"130",1216,"B003S56KWQ",4.61904761904762,2.92605809150472,"hair_dryer",3.43395494976759
"131",1297,"B00RPL1W9U",4.4,2.92550301246321,"hair_dryer",3.36785210872425
"132",1320,"B00BT7UNLY",4.84210526315789,2.80733682442716,"hair_dryer",3.41776735604638
"133",1335,"B0009XH6VE",3.6875,2.82593879710349,"hair_dryer",3.08440715797244
"134",1399,"B0050QLDGY",3.98360655737705,2.9845352930778,"hair_dryer",3.28425667236758
"135",1477,"B001CK23P2",4.46153846153846,3.03860979656848,"hair_dryer",3.46548839605947
"136",1545,"B0043W2C48",4,2.85352779444427,"hair_dryer",3.19746945611099
"137",1666,"B003837V8A",3.34848484848485,2.80386011897083,"hair_dryer",2.96724753782504
"138",1728,"B000G62HRM",4.41666666666667,3.11915765428376,"hair_dryer",3.50841035799863
"139",1777,"B00016KMIS",4.42592592592593,2.91111874684031,"hair_dryer",3.365560900566
"140",1856,"B000ALCJR6",3.29230769230769,2.72441416759768,"hair_dryer",2.89478222501068
"141",1904,"B003TJBI64",4.44,2.68301428628047,"hair_dryer",3.21011000039633
"142",2147,"B000M7YQOM",3.54347826086957,2.86883402720086,"hair_dryer",3.07122729730147
"143",2175,"B00E2TYR22",4.75,3.24366431083241,"hair_dryer",3.69556501758269
"144",2376,"B00KJRZT8W",5,2.36101225384204,"hair_dryer",3.15270857768943
"145",2767,"B00BT7V4DA",4.92307692307692,2.90145994301873,"hair_dryer",3.50794503703619
"146",2792,"B0018C3V5A",4.51190476190476,2.92941379908509,"hair_dryer",3.40416108793099
"147",2846,"B007T70X0Y",4.34375,2.97112187288564,"hair_dryer",3.38291031101995
"148",2848,"B00020QJEE",3.625,2.79707434139818,"hair_dryer",3.04545203897873
"149",2937,"B00B9QUDX8",3.66666666666667,2.92514147994088,"hair_dryer",3.14759903595862
"150",3131,"B000EPHRO8",4.22222222222222,2.95666833236812,"hair_dryer",3.33633449932435
"151",3134,"B0009XH6WS",3.56,2.80044969918446,"hair_dryer",3.02831478942912
"152",3214,"B0009XH6XC",3.73913043478261,2.96055889550905,"hair_dryer",3.19413035729112
"153",3345,"B000X1MCW0",4.23684210526316,3.01554070063466,"hair_dryer",3.38193112202321
"154",3520,"B006FLC09W",4.4,3.1061415973494,"hair_dryer",3.49429911814458
"155",3809,"B000N8F9M8",5,2.6373223075253,"hair_dryer",3.34612561526771
"156",3914,"B000E2ZONM",3.07692307692308,2.76491757674358,"hair_dryer",2.85851922679743
"157",4112,"B001UE7D32",4.57142857142857,2.96600990361794,"hair_dryer",3.44763550396113
"158",4973,"B000BBS636",4.0253164556962,2.94153795559572,"hair_dryer",3.26667150562586
"159",5038,"B000BBS63G",4.24324324324324,3.00864820141879,"hair_dryer",3.37902671396612
"160",5276,"B000J062N0",3,2.83745433934573,"hair_dryer",2.88621803754201
"161",5481,"B004MDREWI",4.5,3.42463292465906,"hair_dryer",3.74724304726134
"162",5547,"B009ISDBHO",2,2.63364045702529,"hair_dryer",2.4435483199177
"163",5875,"B000HK1NK4",4.6,2.85355034221702,"hair_dryer",3.37748523955191
"164",6068,"B00A6OBZH2",5,2.62383238773341,"hair_dryer",3.33668267141339
"165",7515,"B004NPQQLU",4,3.08858877920361,"hair_dryer",3.36201214544253
"166",8257,"B000V87HI4",4.83333333333333,3.14006043537561,"hair_dryer",3.64804230476293
"167",8439,"B004CEG0T0",5,4.48565691264074,"hair_dryer",4.63995983884852
"168",8535,"B007F2Q0UK",4,3.62297448518026,"hair_dryer",3.73608213962618
"169",8686,"B001RV2VQW",3.95652173913043,2.94425305635471,"hair_dryer",3.24793366118743
"170",8980,"B000PHZBES",2.33333333333333,3.06993494773473,"hair_dryer",2.84895446341431
"171",9173,"B000V1YZMC",3,2.93260677930752,"hair_dryer",2.95282474551526
"172",9309,"B002D4B7PS",1,1.70876596658451,"hair_dryer",1.49613617660916
"173",9358,"B0018CQKXK",4.5,3.0019866639532,"hair_dryer",3.45139066476724
"174",9359,"B0017TZD7S",1,2.54048555773842,"hair_dryer",2.07833989041689
"175",9361,"B003BQ6QXK",5,3.16667464593925,"hair_dryer",3.71667225215747
"176",9362,"B000GG1944",5,2.20722994637156,"hair_dryer",3.04506096246009
"177",9363,"B004TX0MLQ",5,3.62164979707995,"hair_dryer",4.03515485795596
"178",9364,"B004QWVY8A",4,3.06087853610682,"hair_dryer",3.34261497527477
"179",9365,"B002R290Z0",5,2.9057437025003,"hair_dryer",3.53402059175021
"180",9366,"B004AQEOTI",1,2.24498065259465,"hair_dryer",1.87148645681625
"181",9367,"B000VWSE0A",5,2.83180781097757,"hair_dryer",3.4822654676843
"182",9368,"B003VAD40E",1,2.98833876934882,"hair_dryer",2.39183713854417
"183",9369,"B0009EXM52",5,3.30865905388568,"hair_dryer",3.81606133771998
"184",9370,"B005GD1EP6",3,2.99139081870002,"hair_dryer",2.99397357309001
"185",9371,"B002LQBMIA",5,3.21730628593642,"hair_dryer",3.75211440015549
"186",9372,"B003S961HG",1,2.5368770470298,"hair_dryer",2.07581393292086
"187",9374,"B002C7DK7Y",5,3.32993054489036,"hair_dryer",3.83095138142325
"188",9375,"B001I6WQY8",5,4.76856112343319,"hair_dryer",4.83799278640323
"189",9377,"B002QZHV9A",5,2.74881481208906,"hair_dryer",3.42417036846234
"190",9379,"B000BW5W50",5,3.17579468780684,"hair_dryer",3.72305628146479
"191",9381,"B000GG2HOU",4,3.84949075235961,"hair_dryer",3.89464352665173
"192",9382,"B002QFMY42",5,2.5368770470298,"hair_dryer",3.27581393292086
"193",9383,"B0019QHUTI",4,2.86843577872687,"hair_dryer",3.20790504510881
"194",9384,"B0034EMMNM",5,2.87641383784578,"hair_dryer",3.51348968649205
"195",9385,"B005R9AHO8",5,4.47250205301219,"hair_dryer",4.63075143710853
"196",9386,"B004GHG8EK",1,2.41517230667791,"hair_dryer",1.99062061467454
"197",9387,"B000M8YIHG",5,2.95886125231119,"hair_dryer",3.57120287661783
"198",9389,"B000P9BR8U",3,2.7457103085354,"hair_dryer",2.82199721597478
"199",9390,"B000R8Z5FK",5,2.24405806500628,"hair_dryer",3.0708406455044
"200",9391,"B003UFPN6S",5,2.84026258070266,"hair_dryer",3.48818380649186
"201",9392,"B0006GDATQ",5,3.45836601566248,"hair_dryer",3.92085621096374
"202",9693,"B001PNDMHE",3,2.81801687675767,"hair_dryer",2.87261181373037
"203",9694,"B004YBC5K4",5,3.75163559288127,"hair_dryer",4.12614491501689
"204",9695,"B000C212QM",5,2.74096493973223,"hair_dryer",3.41867545781256
"205",9696,"B0009XH6SC",5,2.76496494351825,"hair_dryer",3.43547546046277
"206",9697,"B002954N5M",5,4.1789786365412,"hair_dryer",4.42528504557884
"207",9698,"B004V6WWL4",3,2.48828085723,"hair_dryer",2.641796600061
"208",9699,"B001E5ED2G",4,2.76140670259112,"hair_dryer",3.13298469181378
"209",9700,"B002LIXTFC",4.66666666666667,3.04714797513553,"hair_dryer",3.53300358259487
"210",9701,"B0002Z1JK8",4,2.83666447347862,"hair_dryer",3.18566513143503
"211",9702,"B002D4D4FO",1.75,2.4659836013255,"hair_dryer",2.25118852092785
"212",9703,"B002HWS7UY",5,2.87308780041117,"hair_dryer",3.51116146028782
"213",9704,"B000K9Y7L4",3,3.12514322491647,"hair_dryer",3.08760025744153
"214",9705,"B004JDYG7W",5,2.5368770470298,"hair_dryer",3.27581393292086
"215",9706,"B0013LYNTO",5,2.83594925334712,"hair_dryer",3.48516447734298
"216",9707,"B002BAW730",4,2.94937252680985,"hair_dryer",3.26456076876689
"217",9708,"B0047LPZSU",5,3.88701612963719,"hair_dryer",4.22091129074603
"218",9709,"B004O76DEC",5,2.75487385309805,"hair_dryer",3.42841169716863
"219",9710,"B003YCN6XO",3,2.13776425653783,"hair_dryer",2.39643497957648
"220",9711,"B0019LUK9U",5,3.34964191376349,"hair_dryer",3.84474933963444
"221",9712,"B000ZFCDAA",5,2.59484325017288,"hair_dryer",3.31639027512102
"222",9713,"B000VVT94G",5,3.41350582457002,"hair_dryer",3.88945407719901
"223",9714,"B00247PLOC",5,3.35683707868291,"hair_dryer",3.84978595507804
"224",9715,"B002SKZS4S",4,2.5368770470298,"hair_dryer",2.97581393292086
"225",9716,"B0016P6RHS",5,3.06874054994988,"hair_dryer",3.64811838496492
"226",9717,"B0002ZS442",5,2.94922024292079,"hair_dryer",3.56445417004455
"227",9718,"B00336EUU4",3.5,2.4837239343988,"hair_dryer",2.78860675407916
"228",9720,"B001CT06TI",5,2.73784997540593,"hair_dryer",3.41649498278415
"229",9721,"B002I70P12",4,4.97425763039518,"hair_dryer",4.68198034127663
"230",9722,"B000W405SG",5,4.59316599288261,"hair_dryer",4.71521619501783
"231",9723,"B003ODETES",5,3.40037249522922,"hair_dryer",3.88026074666045
"232",9724,"B001OI8L6C",5,2.94539452765167,"hair_dryer",3.56177616935617
"233",9725,"B001I2J86Q",2,2.07371959562261,"hair_dryer",2.05160371693583
"234",9726,"B0012S03EW",5,2.76667438584009,"hair_dryer",3.43667207008806
"235",9727,"B000EG8HLE",3,2.61782871984445,"hair_dryer",2.73248010389112
"236",9728,"B000ZBXYJ8",5,3.46809736843022,"hair_dryer",3.92766815790115
"237",9729,"B002HZY6BK",1,1.52429672000938,"hair_dryer",1.36700770400657
"238",9730,"B00376IQT6",5,4.0549589096371,"hair_dryer",4.33847123674597
"239",9731,"B000GW4B2K",4,2.64285517983351,"hair_dryer",3.04999862588346
"240",9732,"B002CS4MGG",4,2.6989404519548,"hair_dryer",3.08925831636836
"241",9733,"B0029ULZOY",2,3.7126826204137,"hair_dryer",3.19887783428959
"242",9734,"B003YEGI0A",5,4.20761889696466,"hair_dryer",4.44533322787526
"243",9735,"B003Q8WAHO",5,4.12135918171432,"hair_dryer",4.38495142720002
"244",9736,"B001BNLDQA",4,3.99980784469286,"hair_dryer",3.999865491285
"245",9737,"B000WUHM5E",5,2.82384706605908,"hair_dryer",3.47669294624136
"246",9738,"B002MVF22Q",2,2.50798584070536,"hair_dryer",2.35559008849375
"247",9739,"B002ZNJJ8E",5,3.38671161233144,"hair_dryer",3.87069812863201
"248",9740,"B004A3940K",3,2.88705816888531,"hair_dryer",2.92094071821972
"249",9741,"B000050FDE",3,2.95955536339669,"hair_dryer",2.97168875437768
"250",9742,"B0006B0W1A",5,2.19797859051197,"hair_dryer",3.03858501335838
"251",9743,"B002H6P0ZK",5,4.18359446202636,"hair_dryer",4.42851612341845
"252",9744,"B000V3RZ8G",5,2.95356773218636,"hair_dryer",3.56749741253045
"253",9745,"B003M57E9A",4,3.33096216323899,"hair_dryer",3.53167351426729
"254",9746,"B001MBR4U0",5,3.31267782509095,"hair_dryer",3.81887447756366
"255",9747,"B004UE9RPQ",2,2.64242781334459,"hair_dryer",2.44969946934121
"256",9789,"B00424WK4O",4.5,3.04453335757258,"hair_dryer",3.48117335030081
"257",9925,"B00006IV46",1,2.59047309213253,"hair_dryer",2.11333116449277
"258",9926,"B003URDOVC",5,2.59387220752055,"hair_dryer",3.31571054526438
"259",9927,"B0013718S2",3,2.56156317500575,"hair_dryer",2.69309422250402
"260",9928,"B003LZ6L4U",2,2.52154837502948,"hair_dryer",2.36508386252064
"261",9929,"B000O3BDHW",3,3.4935533567042,"hair_dryer",3.34548734969294
"262",9930,"B000PEJJ4Y",5,3.04697784462493,"hair_dryer",3.63288449123745
"263",9931,"B002UUT43C",3,3.40593254720905,"hair_dryer",3.28415278304633
"264",9932,"B0009OAHQY",5,2.57874592407571,"hair_dryer",3.305122146853
"265",9933,"B001RVGSLQ",5,3.34967785687029,"hair_dryer",3.8447744998092
"266",9934,"B000H65W1E",4,3.62005563956005,"hair_dryer",3.73403894769204
"267",9935,"B001CJJ5QS",5,3.35776312555551,"hair_dryer",3.85043418788886
"268",9936,"B003DHXODW",5,2.70963057670283,"hair_dryer",3.39674140369198
"269",9937,"B000VEJV9Q",5,4.21788708625014,"hair_dryer",4.4525209603751
"270",9938,"B000GFCRGO",2,2.53290759578535,"hair_dryer",2.37303531704974
"271",9939,"B003C1V814",4,3.34269922952886,"hair_dryer",3.5398894606702
"272",9940,"B0012BNVE8",5,3.12710143525188,"hair_dryer",3.68897100467632
"273",9943,"B00134P73C",5,4.38363868970465,"hair_dryer",4.56854708279326
"274",9944,"B001F51TGI",5,2.86350676295093,"hair_dryer",3.50445473406565
"275",9945,"B002PSB6TO",5,3.03783395761361,"hair_dryer",3.62648377032953
"276",9946,"B003GDK6F2",4,2.48785161334798,"hair_dryer",2.94149612934359
"277",9947,"B0000AFUT3",4.5,3.82811432457716,"hair_dryer",4.02968002720401
"278",9948,"B004CASKMO",5,2.237270126295,"hair_dryer",3.0660890884065
"279",9949,"B004H5D40W",2,1.91668246532895,"hair_dryer",1.94167772573027
"280",9950,"B0017QHDUG",4,3.6659500567822,"hair_dryer",3.76616503974754
"281",9951,"B000ONHUQK",5,3.87907172458505,"hair_dryer",4.21535020720953
"282",9952,"B001E96L86",5,3.00130129247974,"hair_dryer",3.60091090473582
"283",9953,"B000WEG4BI",1,2.59484181463744,"hair_dryer",2.11638927024621
"284",9954,"B002AMUIAI",4,2.97152585284729,"hair_dryer",3.2800680969931
"285",9955,"B000GCKDS6",5,3.11341144378289,"hair_dryer",3.67938801064802
"286",9956,"B0009R5BXU",5,2.56987141018601,"hair_dryer",3.29890998713021
"287",9957,"B000K9D0CQ",5,2.95737826481739,"hair_dryer",3.57016478537217
"288",9958,"B002HMCIOK",1,2.34972083551808,"hair_dryer",1.94480458486266
"289",9959,"B003SYYF6A",5,4.1412446498595,"hair_dryer",4.39887125490165
"290",9961,"B002CGSDCW",1,1.96978117404553,"hair_dryer",1.67884682183187
"291",9962,"B002WTC38O",4,2.74053987251263,"hair_dryer",3.11837791075884
"292",9963,"B003AKHQG8",3,3.01463626642812,"hair_dryer",3.01024538649968
"293",9964,"B001T54QVY",3,2.55545421041454,"hair_dryer",2.68881794729018
"294",9965,"B002N5MKLW",5,3.65109608714321,"hair_dryer",4.05576726100025
"295",9966,"B002C741MM",5,3.54170015349862,"hair_dryer",3.97919010744903
"296",9967,"B000ZLVUYO",5,2.66508726674592,"hair_dryer",3.36556108672214
"297",9968,"B003UAABUG",5,3.19492252619952,"hair_dryer",3.73644576833966
"298",9969,"B000E127KQ",5,3.55363985078019,"hair_dryer",3.98754789554613
"299",9970,"B0001209OO",3,3.08638634260802,"hair_dryer",3.06047043982561
"300",9971,"B00189XUBI",1,2.25071268979051,"hair_dryer",1.87549888285336
"301",9976,"B001JE2CJS",1,1.42266590961676,"hair_dryer",1.29586613673173
"302",10006,"B001LF4G7G",4.44827586206896,3.22571517318384,"hair_dryer",3.59248337984938
"303",10078,"B0009LDIEU",3.375,2.96091735071161,"hair_dryer",3.08514214549813
"304",10104,"B001AZJVGS",4,4.24147322626476,"hair_dryer",4.16903125838533
"305",10106,"B000C1VZQU",4,2.75833307374045,"hair_dryer",3.13083315161832
"306",10107,"B0046NNV1M",5,2.61997671519346,"hair_dryer",3.33398370063542
"307",10108,"B003ATZ8SC",4,3.16750815558201,"hair_dryer",3.41725570890741
"308",10109,"B000C1Z1JM",5,2.70805186654527,"hair_dryer",3.39563630658169
"309",10110,"B000WHXL98",5,4.16760154897374,"hair_dryer",4.41732108428162
"310",10111,"B000FLJU1O",5,2.77426223560288,"hair_dryer",3.44198356492202
"311",10114,"B001F0NFVU",1,1.91613172313808,"hair_dryer",1.64129220619666
"312",10115,"B0020Z31S6",4,3.56284297461721,"hair_dryer",3.69399008223205
"313",10116,"B000PLUZL8",4,4.10196340884519,"hair_dryer",4.07137438619163
"314",10117,"B00404WI70",5,2.73975401218941,"hair_dryer",3.41782780853259
"315",10118,"B0009Q2OOK",5,4.39743694265666,"hair_dryer",4.57820585985966
"316",10120,"B000AAAVS6",5,3.25211176686038,"hair_dryer",3.77647823680227
