"","X","product_id","avg_rating","evaluation_score","product_type","total_score"
"111",787,"B000R80ZTQ",4.18380062305296,2.99083782462913,"hair_dryer",3.94520806336819
"112",801,"B00FZQ0H0C",4.5,2.59785437427881,"hair_dryer",4.11957087485576
"113",807,"B001UHN0OA",4.2962962962963,2.98579695124775,"hair_dryer",4.03419642728659
"114",813,"B000IG83VE",4.77272727272727,2.9917583680066,"hair_dryer",4.41653349178314
"115",817,"B008OEZ0N6",3.72727272727273,2.95576840473841,"hair_dryer",3.57297186276587
"116",825,"B001UHMWBM",4.57894736842105,3.06402087831476,"hair_dryer",4.27596207039979
"117",850,"B001UE7D2S",4.86363636363636,3.09221724459511,"hair_dryer",4.50935253982811
"118",878,"B000R858R0",4.10344827586207,2.95340843951176,"hair_dryer",3.87344030859201
"119",893,"B0050PNHBY",4.57692307692308,3.05614459861881,"hair_dryer",4.27276738126223
"120",901,"B000LQB5YS",3.46875,2.8025377337411,"hair_dryer",3.33550754674822
"121",921,"B004ATPPRK",4.5,3.04696418906793,"hair_dryer",4.20939283781359
"122",935,"B000K7JLGM",3.46610169491525,2.78169391378064,"hair_dryer",3.32922013868833
"123",970,"B0019ZQJBY",4.66666666666667,2.78454532337276,"hair_dryer",4.29024239800789
"124",1014,"B000A3TBB6",3.97222222222222,2.89560250895015,"hair_dryer",3.75689827956781
"125",1026,"B00GU2PWHS",4.93333333333333,2.87025879715006,"hair_dryer",4.52071842609668
"126",1090,"B000X2UCJO",4.46153846153846,2.8671471960228,"hair_dryer",4.14266020843533
"127",1124,"B001B0TJCI",3.64285714285714,2.82696347407803,"hair_dryer",3.47967840910132
"128",1186,"B00BT7VOI0",4.82352941176471,2.97796760954633,"hair_dryer",4.45441705132103
"129",1209,"B001MP4882",4.75,3.11648009762602,"hair_dryer",4.4232960195252
"130",1216,"B003S56KWQ",4.61904761904762,2.92605809150472,"hair_dryer",4.28044971353904
"131",1297,"B00RPL1W9U",4.4,2.92550301246321,"hair_dryer",4.10510060249264
"132",1320,"B00BT7UNLY",4.84210526315789,2.80733682442716,"hair_dryer",4.43515157541174
"133",1335,"B0009XH6VE",3.6875,2.82593879710349,"hair_dryer",3.5151877594207
"134",1399,"B0050QLDGY",3.98360655737705,2.9845352930778,"hair_dryer",3.7837923045172
"135",1477,"B001CK23P2",4.46153846153846,3.03860979656848,"hair_dryer",4.17695272854446
"136",1545,"B0043W2C48",4,2.85352779444427,"hair_dryer",3.77070555888885
"137",1666,"B003837V8A",3.34848484848485,2.80386011897083,"hair_dryer",3.23955990258205
"138",1728,"B000G62HRM",4.41666666666667,3.11915765428376,"hair_dryer",4.15716486419009
"139",1777,"B00016KMIS",4.42592592592593,2.91111874684031,"hair_dryer",4.12296449010881
"140",1856,"B000ALCJR6",3.29230769230769,2.72441416759768,"hair_dryer",3.17872898736569
"141",1904,"B003TJBI64",4.44,2.68301428628047,"hair_dryer",4.08860285725609
"142",2147,"B000M7YQOM",3.54347826086957,2.86883402720086,"hair_dryer",3.40854941413583
"143",2175,"B00E2TYR22",4.75,3.24366431083241,"hair_dryer",4.44873286216648
"144",2376,"B00KJRZT8W",5,2.36101225384204,"hair_dryer",4.47220245076841
"145",2767,"B00BT7V4DA",4.92307692307692,2.90145994301873,"hair_dryer",4.51875352706528
"146",2792,"B0018C3V5A",4.51190476190476,2.92941379908509,"hair_dryer",4.19540656934083
"147",2846,"B007T70X0Y",4.34375,2.97112187288564,"hair_dryer",4.06922437457713
"148",2848,"B00020QJEE",3.625,2.79707434139818,"hair_dryer",3.45941486827964
"149",2937,"B00B9QUDX8",3.66666666666667,2.92514147994088,"hair_dryer",3.51836162932151
"150",3131,"B000EPHRO8",4.22222222222222,2.95666833236812,"hair_dryer",3.9691114442514
"151",3134,"B0009XH6WS",3.56,2.80044969918446,"hair_dryer",3.40808993983689
"152",3214,"B0009XH6XC",3.73913043478261,2.96055889550905,"hair_dryer",3.5834161269279
"153",3345,"B000X1MCW0",4.23684210526316,3.01554070063466,"hair_dryer",3.99258182433746
"154",3520,"B006FLC09W",4.4,3.1061415973494,"hair_dryer",4.14122831946988
"155",3809,"B000N8F9M8",5,2.6373223075253,"hair_dryer",4.52746446150506
"156",3914,"B000E2ZONM",3.07692307692308,2.76491757674358,"hair_dryer",3.01452197688718
"157",4112,"B001UE7D32",4.57142857142857,2.96600990361794,"hair_dryer",4.25034483786644
"158",4973,"B000BBS636",4.0253164556962,2.94153795559572,"hair_dryer",3.8085607556761
"159",5038,"B000BBS63G",4.24324324324324,3.00864820141879,"hair_dryer",3.99632423487835
"160",5276,"B000J062N0",3,2.83745433934573,"hair_dryer",2.96749086786915
"161",5481,"B004MDREWI",4.5,3.42463292465906,"hair_dryer",4.28492658493181
"162",5547,"B009ISDBHO",2,2.63364045702529,"hair_dryer",2.12672809140506
"163",5875,"B000HK1NK4",4.6,2.85355034221702,"hair_dryer",4.2507100684434
"164",6068,"B00A6OBZH2",5,2.62383238773341,"hair_dryer",4.52476647754668
"165",7515,"B004NPQQLU",4,3.08858877920361,"hair_dryer",3.81771775584072
"166",8257,"B000V87HI4",4.83333333333333,3.14006043537561,"hair_dryer",4.49467875374179
"167",8439,"B004CEG0T0",5,4.48565691264074,"hair_dryer",4.89713138252815
"168",8535,"B007F2Q0UK",4,3.62297448518026,"hair_dryer",3.92459489703605
"169",8686,"B001RV2VQW",3.95652173913043,2.94425305635471,"hair_dryer",3.75406800257529
"170",8980,"B000PHZBES",2.33333333333333,3.06993494773473,"hair_dryer",2.48065365621361
"171",9173,"B000V1YZMC",3,2.93260677930752,"hair_dryer",2.9865213558615
"172",9309,"B002D4B7PS",1,1.70876596658451,"hair_dryer",1.1417531933169
"173",9358,"B0018CQKXK",4.5,3.0019866639532,"hair_dryer",4.20039733279064
"174",9359,"B0017TZD7S",1,2.54048555773842,"hair_dryer",1.30809711154768
"175",9361,"B003BQ6QXK",5,3.16667464593925,"hair_dryer",4.63333492918785
"176",9362,"B000GG1944",5,2.20722994637156,"hair_dryer",4.44144598927431
"177",9363,"B004TX0MLQ",5,3.62164979707995,"hair_dryer",4.72432995941599
"178",9364,"B004QWVY8A",4,3.06087853610682,"hair_dryer",3.81217570722136
"179",9365,"B002R290Z0",5,2.9057437025003,"hair_dryer",4.58114874050006
"180",9366,"B004AQEOTI",1,2.24498065259465,"hair_dryer",1.24899613051893
"181",9367,"B000VWSE0A",5,2.83180781097757,"hair_dryer",4.56636156219551
"182",9368,"B003VAD40E",1,2.98833876934882,"hair_dryer",1.39766775386976
"183",9369,"B0009EXM52",5,3.30865905388568,"hair_dryer",4.66173181077714
"184",9370,"B005GD1EP6",3,2.99139081870002,"hair_dryer",2.99827816374
"185",9371,"B002LQBMIA",5,3.21730628593642,"hair_dryer",4.64346125718728
"186",9372,"B003S961HG",1,2.5368770470298,"hair_dryer",1.30737540940596
"187",9374,"B002C7DK7Y",5,3.32993054489036,"hair_dryer",4.66598610897807
"188",9375,"B001I6WQY8",5,4.76856112343319,"hair_dryer",4.95371222468664
"189",9377,"B002QZHV9A",5,2.74881481208906,"hair_dryer",4.54976296241781
"190",9379,"B000BW5W50",5,3.17579468780684,"hair_dryer",4.63515893756137
"191",9381,"B000GG2HOU",4,3.84949075235961,"hair_dryer",3.96989815047192
"192",9382,"B002QFMY42",5,2.5368770470298,"hair_dryer",4.50737540940596
"193",9383,"B0019QHUTI",4,2.86843577872687,"hair_dryer",3.77368715574537
"194",9384,"B0034EMMNM",5,2.87641383784578,"hair_dryer",4.57528276756916
"195",9385,"B005R9AHO8",5,4.47250205301219,"hair_dryer",4.89450041060244
"196",9386,"B004GHG8EK",1,2.41517230667791,"hair_dryer",1.28303446133558
"197",9387,"B000M8YIHG",5,2.95886125231119,"hair_dryer",4.59177225046224
"198",9389,"B000P9BR8U",3,2.7457103085354,"hair_dryer",2.94914206170708
"199",9390,"B000R8Z5FK",5,2.24405806500628,"hair_dryer",4.44881161300126
"200",9391,"B003UFPN6S",5,2.84026258070266,"hair_dryer",4.56805251614053
"201",9392,"B0006GDATQ",5,3.45836601566248,"hair_dryer",4.6916732031325
"202",9693,"B001PNDMHE",3,2.81801687675767,"hair_dryer",2.96360337535153
"203",9694,"B004YBC5K4",5,3.75163559288127,"hair_dryer",4.75032711857625
"204",9695,"B000C212QM",5,2.74096493973223,"hair_dryer",4.54819298794645
"205",9696,"B0009XH6SC",5,2.76496494351825,"hair_dryer",4.55299298870365
"206",9697,"B002954N5M",5,4.1789786365412,"hair_dryer",4.83579572730824
"207",9698,"B004V6WWL4",3,2.48828085723,"hair_dryer",2.897656171446
"208",9699,"B001E5ED2G",4,2.76140670259112,"hair_dryer",3.75228134051822
"209",9700,"B002LIXTFC",4.66666666666667,3.04714797513553,"hair_dryer",4.34276292836044
"210",9701,"B0002Z1JK8",4,2.83666447347862,"hair_dryer",3.76733289469572
"211",9702,"B002D4D4FO",1.75,2.4659836013255,"hair_dryer",1.8931967202651
"212",9703,"B002HWS7UY",5,2.87308780041117,"hair_dryer",4.57461756008223
"213",9704,"B000K9Y7L4",3,3.12514322491647,"hair_dryer",3.02502864498329
"214",9705,"B004JDYG7W",5,2.5368770470298,"hair_dryer",4.50737540940596
"215",9706,"B0013LYNTO",5,2.83594925334712,"hair_dryer",4.56718985066942
"216",9707,"B002BAW730",4,2.94937252680985,"hair_dryer",3.78987450536197
"217",9708,"B0047LPZSU",5,3.88701612963719,"hair_dryer",4.77740322592744
"218",9709,"B004O76DEC",5,2.75487385309805,"hair_dryer",4.55097477061961
"219",9710,"B003YCN6XO",3,2.13776425653783,"hair_dryer",2.82755285130757
"220",9711,"B0019LUK9U",5,3.34964191376349,"hair_dryer",4.6699283827527
"221",9712,"B000ZFCDAA",5,2.59484325017288,"hair_dryer",4.51896865003458
"222",9713,"B000VVT94G",5,3.41350582457002,"hair_dryer",4.682701164914
"223",9714,"B00247PLOC",5,3.35683707868291,"hair_dryer",4.67136741573658
"224",9715,"B002SKZS4S",4,2.5368770470298,"hair_dryer",3.70737540940596
"225",9716,"B0016P6RHS",5,3.06874054994988,"hair_dryer",4.61374810998998
"226",9717,"B0002ZS442",5,2.94922024292079,"hair_dryer",4.58984404858416
"227",9718,"B00336EUU4",3.5,2.4837239343988,"hair_dryer",3.29674478687976
"228",9720,"B001CT06TI",5,2.73784997540593,"hair_dryer",4.54756999508119
"229",9721,"B002I70P12",4,4.97425763039518,"hair_dryer",4.19485152607904
"230",9722,"B000W405SG",5,4.59316599288261,"hair_dryer",4.91863319857652
"231",9723,"B003ODETES",5,3.40037249522922,"hair_dryer",4.68007449904584
"232",9724,"B001OI8L6C",5,2.94539452765167,"hair_dryer",4.58907890553033
"233",9725,"B001I2J86Q",2,2.07371959562261,"hair_dryer",2.01474391912452
"234",9726,"B0012S03EW",5,2.76667438584009,"hair_dryer",4.55333487716802
"235",9727,"B000EG8HLE",3,2.61782871984445,"hair_dryer",2.92356574396889
"236",9728,"B000ZBXYJ8",5,3.46809736843022,"hair_dryer",4.69361947368604
"237",9729,"B002HZY6BK",1,1.52429672000938,"hair_dryer",1.10485934400188
"238",9730,"B00376IQT6",5,4.0549589096371,"hair_dryer",4.81099178192742
"239",9731,"B000GW4B2K",4,2.64285517983351,"hair_dryer",3.7285710359667
"240",9732,"B002CS4MGG",4,2.6989404519548,"hair_dryer",3.73978809039096
"241",9733,"B0029ULZOY",2,3.7126826204137,"hair_dryer",2.34253652408274
"242",9734,"B003YEGI0A",5,4.20761889696466,"hair_dryer",4.84152377939293
"243",9735,"B003Q8WAHO",5,4.12135918171432,"hair_dryer",4.82427183634286
"244",9736,"B001BNLDQA",4,3.99980784469286,"hair_dryer",3.99996156893857
"245",9737,"B000WUHM5E",5,2.82384706605908,"hair_dryer",4.56476941321182
"246",9738,"B002MVF22Q",2,2.50798584070536,"hair_dryer",2.10159716814107
"247",9739,"B002ZNJJ8E",5,3.38671161233144,"hair_dryer",4.67734232246629
"248",9740,"B004A3940K",3,2.88705816888531,"hair_dryer",2.97741163377706
"249",9741,"B000050FDE",3,2.95955536339669,"hair_dryer",2.99191107267934
"250",9742,"B0006B0W1A",5,2.19797859051197,"hair_dryer",4.43959571810239
"251",9743,"B002H6P0ZK",5,4.18359446202636,"hair_dryer",4.83671889240527
"252",9744,"B000V3RZ8G",5,2.95356773218636,"hair_dryer",4.59071354643727
"253",9745,"B003M57E9A",4,3.33096216323899,"hair_dryer",3.8661924326478
"254",9746,"B001MBR4U0",5,3.31267782509095,"hair_dryer",4.66253556501819
"255",9747,"B004UE9RPQ",2,2.64242781334459,"hair_dryer",2.12848556266892
"256",9789,"B00424WK4O",4.5,3.04453335757258,"hair_dryer",4.20890667151452
"257",9925,"B00006IV46",1,2.59047309213253,"hair_dryer",1.31809461842651
"258",9926,"B003URDOVC",5,2.59387220752055,"hair_dryer",4.51877444150411
"259",9927,"B0013718S2",3,2.56156317500575,"hair_dryer",2.91231263500115
"260",9928,"B003LZ6L4U",2,2.52154837502948,"hair_dryer",2.1043096750059
"261",9929,"B000O3BDHW",3,3.4935533567042,"hair_dryer",3.09871067134084
"262",9930,"B000PEJJ4Y",5,3.04697784462493,"hair_dryer",4.60939556892499
"263",9931,"B002UUT43C",3,3.40593254720905,"hair_dryer",3.08118650944181
"264",9932,"B0009OAHQY",5,2.57874592407571,"hair_dryer",4.51574918481514
"265",9933,"B001RVGSLQ",5,3.34967785687029,"hair_dryer",4.66993557137406
"266",9934,"B000H65W1E",4,3.62005563956005,"hair_dryer",3.92401112791201
"267",9935,"B001CJJ5QS",5,3.35776312555551,"hair_dryer",4.6715526251111
"268",9936,"B003DHXODW",5,2.70963057670283,"hair_dryer",4.54192611534057
"269",9937,"B000VEJV9Q",5,4.21788708625014,"hair_dryer",4.84357741725003
"270",9938,"B000GFCRGO",2,2.53290759578535,"hair_dryer",2.10658151915707
"271",9939,"B003C1V814",4,3.34269922952886,"hair_dryer",3.86853984590577
"272",9940,"B0012BNVE8",5,3.12710143525188,"hair_dryer",4.62542028705038
"273",9943,"B00134P73C",5,4.38363868970465,"hair_dryer",4.87672773794093
"274",9944,"B001F51TGI",5,2.86350676295093,"hair_dryer",4.57270135259019
"275",9945,"B002PSB6TO",5,3.03783395761361,"hair_dryer",4.60756679152272
"276",9946,"B003GDK6F2",4,2.48785161334798,"hair_dryer",3.6975703226696
"277",9947,"B0000AFUT3",4.5,3.82811432457716,"hair_dryer",4.36562286491543
"278",9948,"B004CASKMO",5,2.237270126295,"hair_dryer",4.447454025259
"279",9949,"B004H5D40W",2,1.91668246532895,"hair_dryer",1.98333649306579
"280",9950,"B0017QHDUG",4,3.6659500567822,"hair_dryer",3.93319001135644
"281",9951,"B000ONHUQK",5,3.87907172458505,"hair_dryer",4.77581434491701
"282",9952,"B001E96L86",5,3.00130129247974,"hair_dryer",4.60026025849595
"283",9953,"B000WEG4BI",1,2.59484181463744,"hair_dryer",1.31896836292749
"284",9954,"B002AMUIAI",4,2.97152585284729,"hair_dryer",3.79430517056946
"285",9955,"B000GCKDS6",5,3.11341144378289,"hair_dryer",4.62268228875658
"286",9956,"B0009R5BXU",5,2.56987141018601,"hair_dryer",4.5139742820372
"287",9957,"B000K9D0CQ",5,2.95737826481739,"hair_dryer",4.59147565296348
"288",9958,"B002HMCIOK",1,2.34972083551808,"hair_dryer",1.26994416710362
"289",9959,"B003SYYF6A",5,4.1412446498595,"hair_dryer",4.8282489299719
"290",9961,"B002CGSDCW",1,1.96978117404553,"hair_dryer",1.19395623480911
"291",9962,"B002WTC38O",4,2.74053987251263,"hair_dryer",3.74810797450253
"292",9963,"B003AKHQG8",3,3.01463626642812,"hair_dryer",3.00292725328562
"293",9964,"B001T54QVY",3,2.55545421041454,"hair_dryer",2.91109084208291
"294",9965,"B002N5MKLW",5,3.65109608714321,"hair_dryer",4.73021921742864
"295",9966,"B002C741MM",5,3.54170015349862,"hair_dryer",4.70834003069972
"296",9967,"B000ZLVUYO",5,2.66508726674592,"hair_dryer",4.53301745334918
"297",9968,"B003UAABUG",5,3.19492252619952,"hair_dryer",4.6389845052399
"298",9969,"B000E127KQ",5,3.55363985078019,"hair_dryer",4.71072797015604
"299",9970,"B0001209OO",3,3.08638634260802,"hair_dryer",3.0172772685216
"300",9971,"B00189XUBI",1,2.25071268979051,"hair_dryer",1.2501425379581
"301",9976,"B001JE2CJS",1,1.42266590961676,"hair_dryer",1.08453318192335
"302",10006,"B001LF4G7G",4.44827586206896,3.22571517318384,"hair_dryer",4.20376372429194
"303",10078,"B0009LDIEU",3.375,2.96091735071161,"hair_dryer",3.29218347014232
"304",10104,"B001AZJVGS",4,4.24147322626476,"hair_dryer",4.04829464525295
"305",10106,"B000C1VZQU",4,2.75833307374045,"hair_dryer",3.75166661474809
"306",10107,"B0046NNV1M",5,2.61997671519346,"hair_dryer",4.52399534303869
"307",10108,"B003ATZ8SC",4,3.16750815558201,"hair_dryer",3.8335016311164
"308",10109,"B000C1Z1JM",5,2.70805186654527,"hair_dryer",4.54161037330905
"309",10110,"B000WHXL98",5,4.16760154897374,"hair_dryer",4.83352030979475
"310",10111,"B000FLJU1O",5,2.77426223560288,"hair_dryer",4.55485244712058
"311",10114,"B001F0NFVU",1,1.91613172313808,"hair_dryer",1.18322634462762
"312",10115,"B0020Z31S6",4,3.56284297461721,"hair_dryer",3.91256859492344
"313",10116,"B000PLUZL8",4,4.10196340884519,"hair_dryer",4.02039268176904
"314",10117,"B00404WI70",5,2.73975401218941,"hair_dryer",4.54795080243788
"315",10118,"B0009Q2OOK",5,4.39743694265666,"hair_dryer",4.87948738853133
"316",10120,"B000AAAVS6",5,3.25211176686038,"hair_dryer",4.65042235337208
