"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"11","US",21540799,"R2O0D2J9AO4TXM","B0057HQ6C2",582752797,"pibbs ttec8012 twin turbo 3800 professional ionic and ceramic hair dryer, black, 2100 watt","Beauty",5,0,0,"N","Y","a happy purchaser","A great product but too much for a 66 yr old guy with thinning hair, therefore wife has happily confiscated for her full head of hair!",2013-10-29
"12","US",51140270,"R2GKF2MI2UTHGQ","B000R80ZTQ",486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black","Beauty",4,0,0,"N","Y","Great hairdryer","Thought all hairdryers were the same. This one is lioke going to a salon. Liked it so much , bought one for my daughter.",2013-10-29
"13","US",37895298,"R2AA5D9ZWQ96HO","B0009XH6VE",223051644,"andis hangup 1600w wall mount hair dryer","Beauty",2,0,0,"N","Y","Hardly any power","I have fine straight hair that takes hardly anything to dry, but this dryer isn't even up to the task.  It blows air on your hair and I'm sure speed along the drying process, but I wasn't able to use it for styling as it had neither enough heat nor enough power.  The one time I tried I got my hair tangled in the fan despite the screen guard and burned out the motor.",2013-10-29
"14","US",6780626,"R2929MWGAWD6YU","B000A3I2X4",235105995,"revlon essentials 1875w fast dry hair dryer, rv408","Beauty",5,0,0,"N","Y","Love","Works perfectly!!! I really love this blow dryer and the price is just incredible! I would recommend the blow dryer!",2013-10-28
"15","US",52844096,"R30EEMY2RY58SR","B00BB8ZIW0",253917972,"remington silk ceramic professional hair dryer","Beauty",5,1,2,"Y","N","Works Great","I have been very happy with this hair dryer. My daughters and I have all tested it, and we've had consistently good results. We have long, medium, and short hairstyles between us. We all have straight, fine hair and a lot of it. Our hair tends to get flat, not frizzy.<br /><br />The dryer does work faster than other dryers we've had, and it is quieter. Blowouts result in shinier, smoother hair than before. I like the multiple settings, although there is a learning curve, and I found myself pushing the wrong switches at first. The cold shot of air is a real help in styling, especially for short hair styles. We've used the concentrator, and it fits securely and stays on.<br /><br />I thought the dryer was a bit heavy, but my kids (12 and 14) never mentioned the weight. It's been hard to get them to blow dry their hair, but they wanted to use this dryer -- a big plus to me, I admit. (I'd be a stylist if I wanted to give someone a blowout, but I'm not and I don't.) It's a full-sized blow dryer and comes with loop so you can hang it if you wish. I wasn't sure where I wanted to store the dryer, so I temporarily rested in inside the strong box it comes in and tucked the box in my linen closet between a stack of towels and the wall. It's worked so well that I'm still using it, but it's a nice looking dryer, and I would display it if my bathroom were larger and had more wall space.",2013-10-28
"16","US",2844564,"R2RSPQULU65SVL","B00005O0MZ",694290590,"conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer","Beauty",5,0,0,"N","Y","wow","it is very powerful‼ i like it very much!!!!!  it save me a lot of time to dry hair! ho ho",2013-10-28
"17","US",50342110,"RYCP1QI05XAGJ","B001QTW2FK",328811288,"conair minipro tourmaline ceramic styler / hair dryer; pink","Beauty",5,0,0,"N","Y","Perfect for travel....","This mini dryer is perfect for travel.  I have used it several times and am impressed.  It also came with a zipper bag for travel, which was an unexpected surprise.  It has a lot of force and does a great job.",2013-10-28
"18","US",39359811,"R3UBXUALZPC79L","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",5,1,1,"N","Y","Love Andis","We were staying in a hotel in DC. The hotel furnished an Andis dryer with retractable cord. I enjoyed using it so much so I ordered one as soon as we returned home. It came just a few days later. Im very happy with it.",2013-10-28
"19","US",34633160,"R2D46DFOGPLTM3","B00005O0MZ",694290590,"conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer","Beauty",5,0,0,"N","N","The Perfect Blowdryer For My Baby Fine Hair!","For me, I have tried so many different blow dryers for me baby fine and hard to manage hair. And these previously tried blow dryers blew my hair dry fast of course (I have thin hair), however, they dulled my hair and also damaged my hair as the drying velocity was much too strong and the heating was just too hot!<br />So I tried the Conair 1875 blow dryer and was AMAZED and BLOWN AWAY (no pun intended)! This dryer I have found to dry my hair quickly and gently. Also, my hair is shinier and much more manageable.<br /><br />If you have baby fine hair like I do, this is the blow dryer for you!",2013-10-28
"20","US",40254851,"RUHSMG5NF76RI","B00009YJSJ",109106777,"conair wallmount 1600 watt hair dryer with led night light; white","Beauty",5,0,0,"N","Y","Love not having to store a hair dryer!","Love not having to store a hair dryer and so far the Conair is operating GREAT!  It's also a great weight and wattage for drying your hair.",2013-10-28
"21","US",43086917,"RAEF9MLYL0J5I","B00APV7OWG",443954263,"onei mk-ii air ionique hair dryer with ionic generator for professional blowouts","Beauty",5,0,0,"N","Y","Just what I was looking for","I researched and read reviews.  This was one of the better ones I found.  After I received it I opened and used it.  The hot is really hot - but good when your hair is really wet.  Then you can set it on warm and its good.",2013-10-27
"22","US",16007176,"R3VBPK44IRRUN2","B000BBS63G",761176783,"conair bb075w pro blackbird 2000-watt hair dryer","Beauty",4,0,0,"N","Y","My wife loves it !!","After about 20 years of daily use and many minor repairs, my wife's Conair finally bit the and we found this to be the closest replacement model. Other than being a little heavier than her original , it still has the features that she needs. Very happy with it - maybe it will last as long as the first one.",2013-10-27
"23","US",50852690,"R2GCKCGN7QDG19","B001BOFIRO",26711891,"andis tourmaline ionic/ceramic 1875 watt hair dryer","Beauty",4,0,0,"N","Y","Best hair dryer I've owned for the price","This hair dryer dries fast and it is easy to use because it is lightweight. I carry the dryer in my gym bag, and even though it doesn't fold down, the light weight makes it so i don't mind. There are several settings, which are convenient too. I still have frizz after my hair is dry, but I use a flat iron to fix that.",2013-10-27
"24","US",39784400,"R6042XOA5Y18R","B003V264WW",732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple","Beauty",3,1,1,"N","Y","REMINGTON TSTUDIO SALON HAIR DRYER","THIS HAIR DRYER IS EXTREMELY HEAVY. IT IT ALSO VERY HOT AND PLEASE BE CAREFUL IF YOU DRY YOUR HAIR ON HIGH.  I HAVE ACTUALLY SAW MY HAIR SPARK WHEN DRYING. SO PLEASE USE CAUTION.",2013-10-27
"25","US",21722576,"R3CFD321L68RGK","B000BBS63G",761176783,"conair bb075w pro blackbird 2000-watt hair dryer","Beauty",5,0,0,"N","Y","LOVE LOVE LOVE IT","This blow dryer is the greatest hair tool I've purchased in a long time. I can do my daughters hair now with ease and less pulling out of our thick curly hair!",2013-10-27
"26","US",52146588,"R1ELUUZIUX56NN","B000BBS636",560455235,"conair yb075w pro yellowbird 1875-watt professional hair dryer","Beauty",5,0,0,"N","Y","ah love the yellowbird","I've been wanting one of these since 1976 when my last one flew off the top of my car while driving down the street and broke into a thousand pieces (I forgot I left it on top of my car), but I thought they were no longer making them.  Lo and behold, I was at a hair salon in New Orleans, and the hairdresser whipped out one of these babies.  I exclaimed how much I missed mine from the 70's, and she informed me &#34;honey, they're still makin these puppies.&#34;  So I am now reunited w/ my beloved yellowbird.",2013-10-27
"27","US",14389567,"R1WAKNGJ21GXSM","B001UE7D2I",127343313,"andis 1875-watt tourmaline ceramic ionic styling hair dryer","Beauty",5,0,0,"N","Y","works great","my wife said that it works great out daughter loves it too. I also ordered some extra combs just in case.",2013-10-27
"28","US",43572562,"R35ZISG4QKYJ4Z","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",2,0,0,"N","Y","Doesn't last very long","I bought this blow dryer about 14 months ago and it worked great when I got it but now it's not blowing strong, it's feels like it's on a low setting instead of high. I'm looking for a new blow dryer because I know this one is about to die.",2013-10-27
"29","US",2643905,"RPUEAYGEBECVX","B0009XH6VO",223051644,"andis hangup 1600w wall mount hair dryer","Beauty",5,0,0,"N","Y","Andis wall mount hair dryer.","My husband and I have used Andis hair dryer for years.  When ours stopped working, I was worried that I couldn't find them again, so I went on line with Amazan and was pleased to find the same brand.  we love these dryer and glad to find them again.<br /><br />Thanks<br />Ruth O'Dell",2013-10-27
"30","US",46846105,"R31RAG9UZS5YU8","B000065DJY",919751065,"revlon 1875w volumizing hair dryer","Beauty",4,0,0,"N","N","Four years old and still going","I have to admit that this has been used as a spare dryer for the past year, but it is still used twice a month at least. It saw heavy use with waist length hair the three years prior. Even though it now costs almost half of what I paid for it, I still think it is a decent value. My Rusk 1900 watt ceramic dryer blows this dryer away, but it isn't fair to compare an $80 dryer to something that now costs $15. The amount of heat is pretty good and it gets my hair dry in an acceptable amount of time. The cold air button is really more of a less hot air than actual cold air, but I really don't have a use for cold air, anyway. After all these years, the cord is starting to bend oddly right at the plug, so I don't think it has a lot of life in it left unless I find a way to replace the cord. But I still think I got my money's worth.",2013-10-27
"31","US",34120445,"R32QZYU5MO2UDM","B008O1V33A",569841544,"professional lightweight hair dryer","Beauty",2,0,0,"N","Y","Blew up after 1 year!","I would not buy this hair dryer again.  I have had it for exactly 1 year and it performed ok until today. It is 5 days past the warranty period and it just broke. Sparks started coming out of the back of the unit and my entire bathroom smelled like it was on fire.<br />I do not wash my hair daily. This product was used 2-3 times a week. I also regularly cleaned the back filter of any dust or debris, so I am pretty disappointed I only got 12 months out of it!<br /><br />Even before it stopped working I was not all that impressed with it. It dried my shoulder length fine hair in marginally shorter time than a regular dryer and I did not really notice a difference in added shine.<br /><br />I will be placing an order for this cheap Revlon RV544PKF 1875W Tourmaline Ionic Ceramic Dryer, which I purchased to replace my MIL's ancient one last year. This Revlon hair dryer I AM really impressed with. Super light weight and dries hair in record time.",2013-10-26
"32","US",19401068,"R2MC51824MWN9G","B00065AFFE",121009604,"conair 1875 watt ergonomic handle hair dryer","Beauty",4,0,0,"N","Y","Much bigger than in the pic","Picture is very deceiving, the hair dryer is bigger than the pic. However, good quality for the price, and I get great use out of it.",2013-10-26
"33","US",11047701,"RAXTRRAZJVA5E","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",4,0,0,"N","Y","I like it as much as a guy can like a hairdryer","Let's face it, I really just bought this because it looked like the manliest looking hairdryer out there.<br />But I will say, my hair is nice and soft and much easier to hold its style. I've even used it for manly tasks such as drying primer, and glue.",2013-10-26
"34","US",13307004,"R13S2GA7JE9C1S","B0002G214U",685652978,"conair soft bonnet hair dryer 1 ea","Beauty",4,3,4,"N","Y","Figured out how to lock it","At first I was with everyone else on the thing not staying in place and repeatedly falling out. I figured out that it has to be locked. If you twist it hard enough, it locks in place. I can now move freely and don't have to keep still thinking the hose will fall out, cause it won't....So this is a great product. Used it to deep condition my hair and I have no complaints. The brush attachment serves no purpose though, but it did feel good on my scalp when used as a regular brush.",2013-10-26
"35","US",42115353,"RAJ4Y6D8G23KT","B0009XH6V4",670161917,"andis micro turbo hair dryer","Beauty",5,21,22,"N","Y","Excellent little dryer","I looked at this little dryer for one criterion that was my exclusive priority - I wanted a small handheld dryer that would not scare my pet cockatiel bird when I dry him after his shower in the winter! Needless to say, its color, size, sound and portability mattered. I chose this and couldn't be happier. He loves it too. The heat of both settings is ideal, it worked well for my hair too. The fact that it is dual voltage was not as important to me, although we travel to Europe a lot, but I can use the dryers in the hotel itself. It does sound a little louder than I had thought after reading reviews that it was quiet. The other issue is that the slider switch is a little difficult to operate and tends to slide all the way from end to end. It is difficult to move to the off position in the center.",2013-10-26
"36","US",31041202,"R3HPT5KYS35WUS","B000A3I2X4",235105995,"revlon essentials 1875w fast dry hair dryer, rv408","Beauty",4,0,0,"N","Y","Pretty good for a cheap blow dryer!","I have very long, thick hair, so I don't think I will ever be 100% happy with any blowdryer. This one does a very good at drying my hair in a reasonable amount of time. This is an awesome alternative to the $85.00 blowdryers at Sally's!",2013-10-25
"37","US",42176684,"REDC2RQU4N5K","B00006IV22",357308868,"conair 1875 watt dual voltage folding handle hair dryer","Beauty",5,0,0,"N","Y","Just right","Not too big, not too small.  My hair is short, and I use this for a few minutes and it's done.  Easy Peasy.",2013-10-25
"38","US",19030829,"R1FVGHVYDZ7BJ6","B00005O0MZ",694290590,"conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer","Beauty",4,1,1,"N","Y","Great hair dryer","This hair dryer really can't be beaten for the price. It gets the job done and also comes with a diffuser and a concentrator.<br /><br />The barrel is very wide, moves plenty of air, and is one of the quietest hair dryers I've used, but also definitely does not have that strong of a fan. I don't mind this usually, but sometimes if my bangs are acting up I'd really like a large amount of air/heat to put them in place. Usually the concentrator is fine for this but it'd be nice to have a bit more flow.<br /><br />The diffuser is also very nice. I've never really used a diffuser until getting this but it generally keeps my thick, curly hair frizz free as long as I don't dry it completely. If I dry it 100%, then I definitely get some frizz on the top layer of my hair.<br /><br />Overall, very happy with this product for the price.",2013-10-25
"39","US",44251421,"R2TIXIMXW6MTHW","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",3,1,1,"N","Y","Fair to Midway","A little noisy, not like my previous pro dryer, but it drys my hair. The little air diffuser doesn't stay on which really burns me as I have to keep picking up and putting on.....there's nothing to keep it connected. Dumb construction.",2013-10-25
"40","US",27485097,"R3W0IEVT1VHJJ","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",3,0,0,"N","Y","Too cold","The air coming out of dryer is room temperature at best and the cord rewind does not work. The cord only rewinds part of the way.<br />The only feature left to work is the folding handle.  That works fine.",2013-10-25
"41","US",37234944,"RLKW9OQ2JVU2K","B000R80ZTQ",486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black","Beauty",3,0,0,"N","Y","Okay","I like this blow dryer except for several issues.  I have short hair so use the low speed setting mostly. It is fairly quiet unless you turn it on high speed.  Then it's loud.  It is much heavier than my old Revlon blow dryer that I finally had to replace.  If you have long, thick hair this would be pretty heavy to use for any length of time.  The diffuser has very hard plastic fingers. Wish they'd make soft, pliable ones that would be more comfortable to lift and twist hair. The retractable cord is a great feature and works well if you follow the instructions.",2013-10-25
"42","US",8445428,"R1YQRT58J9G3X3","B00APV7OWG",443954263,"onei mk-ii air ionique hair dryer with ionic generator for professional blowouts","Beauty",5,0,0,"N","Y","Get the job done, super light!","Though has standard features, the best thing about this hair dryer is practically weightless, almost as light as a feather, love it!",2013-10-25
"43","US",41277750,"R201EASEHTMI0O","B001UE7D3C",494548935,"andis 1600-watt quiet wall mounted hangup hair dryer, white (30135)","Beauty",2,0,0,"N","Y","Warm Air","Not Enough Heat!  The dryer does not get hot enough! I don't know if it is defective or by design that the air flowing from the dryer is not Hot enough and in not what I am used to compared to other dryers.  The original box was taped up, it might have been a return item.  Too late to return!",2013-10-25
"44","US",36980720,"RE22TL1UK04M5","B00006IV22",357308868,"conair 1875 watt dual voltage folding handle hair dryer","Beauty",5,0,0,"N","Y","Great hair dryer","I got this compact hair dryer to replace the same model, which I'd had for a decade or two but the cord started to wear. I found my old one to be very reliable and with a surprisingly strong air flow for the compact size of the dryer. I'd taken it on several dozen trips and used it at home often as well. This new one seems to be of equally good quality and has all the features I'd liked on my old one. I was so glad Conair still makes it!",2013-10-25
"45","US",24431147,"R1ND16HPCZYRO1","B0008ENT8I",868768702,"proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish","Beauty",3,0,0,"N","Y","Pretty Good ... description is deceiving.","When the description said 2 speeds and 3 heat setting I was thinking that I could use them in any combination. NOPE .... there are 3 choices ... low, med, and high and the heat settings are preset.<br /><br />I also with that it had a cold blast button.<br /><br />However, I like the size and the fact that it stays out of the way so I kept it.",2013-10-24
"46","US",10141653,"R3U5YC9658U1NP","B006QREFI4",168649310,"panasonic kurukuru hair dryer eh-ka25-p pink | ac100v 50/60hz (japan model)","Beauty",4,0,1,"N","Y","Panasonic","Best Dryer I have ever used....Expect when it start over heating...Hope to see a fix soon....<br /><br />Highly recommended ... ...",2013-10-24
"47","US",4213101,"R359V0WGKCYEHJ","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",5,0,0,"N","Y","Awesome","Love this !!! Exactly what I was needing and wanting ! It's fast drying and the retractable cord is great and fold down handle is very nice for storage and travel",2013-10-24
"48","US",15359894,"R633NUGK25XGM","B00006IV22",357308868,"conair 1875 watt dual voltage folding handle hair dryer","Beauty",4,0,0,"N","Y","A Welcome Addition","Easy to use, instructions clear, has plenty of power, very light and small for travel. Have begun using it every day instead of my regular hair dryer.",2013-10-24
"49","US",40709737,"R3RW9AT7KFJT3E","B0037MFCHE",423960,"infiniti by conair i series folding handle hair dryer","Beauty",3,0,0,"N","Y","Huge","No complaints on functionality but it is WAY bigger and heavier then I expected based on my previous cord-keeper folding handle Conair.  I supose I should have paid more attention to the size specs before ordering but I guess I assumed a style that folds up would be space conscious all the way around.  If you own a seperate hair dryer for travel, this could be a good option.  I think it would be best for the teen age crowd, it is awfuly pink too.",2013-10-24
"50","US",27294667,"R1F90X88EPUOBU","B001UE7D2I",127343313,"andis 1875-watt tourmaline ceramic ionic styling hair dryer","Beauty",5,0,0,"N","Y","Hair Dryer With Comb","Couldn't find the hair dryer with comb in the stores so I was quite pleased to find it on Amazon.  The Andis Ceramic Ionic Styler Hair Dryer lives up to my expectations. It's everything I hoped to find.  I especially like the high heat setting for drying more quickly yet the fan speed doesn't increase so that it doesn't make styling harder.  I would buy this hair dryer again.  .",2013-10-24
"51","US",43079307,"RN3Y6PTYYGZ22","B00BB8ZIW0",253917972,"remington silk ceramic professional hair dryer","Beauty",4,0,1,"Y","N","Works well, wish the diffuser were larger","This dryer has mulitple settings.  One switch to control the blast (a little or a lot) and one switch to control the temperture (low med high).  I have very curly hair, which I wear naturally.  I need my dryer to blast a lot of air, but at a very low temperture, and I need to have a diffuser.<br /><br />This fits the bill.  The only gripe I have is that I wish the diffuser were bigger. It's fairly small - you really have to dry your hair in fairly small sections.<br /><br />Recommend.",2013-10-23
"52","US",23064497,"RD9EH7L23MI0L","B003V264WW",732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple","Beauty",5,0,0,"N","Y","Remington Ac2015 Love it !!!","My customers  and my family love it so I love,  I will continue to promote it the best way I can .",2013-10-23
"53","US",12141165,"R2LO2C3T02Y3UB","B00009YJSJ",109106777,"conair wallmount 1600 watt hair dryer with led night light; white","Beauty",5,0,0,"N","Y","My Conair hair dryer meets my guests needs.","I put the Conair 134R hair dryer on my guests bathroom wall and my visiting company love the idea because they do not have to lug a hair dryer along when they visit me.  I also has a night light on it.",2013-10-23
"54","US",47654014,"RDUIIIKQ1JEMT","B0002G214U",685652978,"conair soft bonnet hair dryer 1 ea","Beauty",1,0,0,"N","Y","Conair Soft Bonnet Hair Dryer","The dryer works great. The only problem is the hose won't stay on, it falls off when using it on my clients.",2013-10-23
"55","US",14450755,"R35OEQ4H6R60MF","B003V264WW",732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple","Beauty",5,0,0,"N","Y","Happy with this Dryer","I have thick and course hair.  I think this dryer does a great job, especially for the price.  It is heavy as the other reviews state.  I was using a travel hair dryer prior to this, so the weight definitely took some getting used to.  It drys my hair about as quickly as any dryer can.  I would recommend this product.",2013-10-23
"56","US",13614873,"R1HZ78ZR7YIJ0O","B00016KMIS",983445543,"sunbeam/oster 1500 watt wall mounted hair dryer.","Beauty",5,0,0,"N","Y","Wall Mounted Hair Dryer","I love this.  Very quick and easy to mount on the wall.  Very convenient and no mess on the counter!  Always available when you want it.",2013-10-23
"57","US",27285792,"R333D3P186N8AS","B003V264WW",732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple","Beauty",5,0,0,"N","Y","great product","Love this! It's stronger than most blow dryers I've used in the past 3 years. The look is very professional and the color is a deep purple with soft pink. I should have purchased the hair wand that went with it. Matchy Matchy!",2013-10-23
"58","US",52121714,"R38AEX5TBBXGKM","B0009XH6UU",486589264,"andis pro style soft grip 1600 watt hair dryer","Beauty",5,0,0,"N","Y","Amazingly Good Hair Dryer at an Amazingly Low Price","This hair dryer is about as good as it gets.<br /><br />Great product in a compact size and a low price that doesn't reflect the product - it works as good as any large expensive hair dryer.<br /><br />Great for home use and packs in a suitcase for travel nicely.",2013-10-22
"59","US",35661066,"R1M8DJ1KYGXGX","B000ALCJR6",218297570,"t3 tourmaline 83808 professional featherweight ceramic ionic hair dryer","Beauty",5,1,1,"N","Y","light weight and quick","Have had this dryer for about a year. When I first received it I was concerned that it did not seem to blow as hard as the dryer I had been using but it actually seems to dry my hair faster.",2013-10-22
"60","US",12356194,"R1H68FRB94AE9L","B000V3URNG",843035023,"elevate by andis 80405 professional lightweight tourmaline ceramic ionic 1875 watts hair dryer","Beauty",5,0,0,"N","Y","Super Blow Dryer","This is a great blow dryer! The air comes out nice and strong and it gets the job done fast.",2013-10-22
"61","US",11132754,"R1PP9L41K5208P","B003TQPRGY",814216548,"revlon 1875w compact travel hair dryer","Beauty",5,0,0,"N","Y","great for the price","This dryer is great I have had it for almost a year and haven't had any problems whatsoever.<br />Very impressive.",2013-10-22
"62","US",17912465,"R29Y01X87DZZZH","B000X300MC",122140779,"jerdon wall mount hair dryer with 2-speed and heat settings, 1600-watts","Beauty",5,0,0,"N","Y","Motelish at home","You see these at the better motels but dont find them at the big box stores , my wife wanted this in her bathroom at home. Ordered this one , got it fast , just what we wrer looking for great vender",2013-10-22
