product_id,product_type,2015_7_star_rating,2015_6_star_rating,2015_5_star_rating,2015_4_star_rating,2015_3_star_rating,2015_2_star_rating,2015_1_star_rating,2014_12_star_rating,2014_11_star_rating,2014_10_star_rating,2014_9_star_rating,2014_8_star_rating,2014_7_star_rating,2014_6_star_rating,2014_5_star_rating,2014_4_star_rating,2014_3_star_rating,2014_2_star_rating,2014_1_star_rating,2013_12_star_rating,2013_11_star_rating,2013_10_star_rating,2013_9_star_rating,2013_8_star_rating,2013_7_star_rating,2013_6_star_rating,2013_5_star_rating,2013_4_star_rating,2013_3_star_rating,2013_2_star_rating,2013_1_star_rating,2012_12_star_rating,2012_11_star_rating,2012_10_star_rating,2012_9_star_rating,2012_8_star_rating,2012_7_star_rating,2012_6_star_rating,2012_5_star_rating,2012_4_star_rating,2012_3_star_rating,2012_2_star_rating,2012_1_star_rating
B003KI1W3I,m,4.8125,4.866666667,4.866666667,4.866666667,4.928571429,4.928571429,4.928571429,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
B001QFYDSI,m,3.535714286,3.5555555560000003,3.528301887,3.528301887,3.528301887,3.576923077,3.5,3.642857143,3.675,3.605263158,3.638888889,3.638888889,3.757575758,3.757575758,3.806451613,3.806451613,3.806451613,3.884615385,3.791666667,4.15,4.0,3.9375,3.9375,3.916666667,3.9090909089999997,3.666666667,3.857142857,3.666666667,3.666666667,3.4,3.25,3.25,3.25,3.25,3.25,3.25,2.666666667,2.666666667,1.5,1.5,1.5,,
B008F07MPS,m,3.428571429,3.307692308,3.25,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.571428571,3.571428571,3.833333333,3.833333333,3.833333333,3.833333333,3.833333333,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.25,4.25,4.25,4.25,4.333333333,4.5,4.5,4.0,,,,,,,,,
B00NXRHIO8,m,4.333333333,4.2,4.2,4.2,4.1111111110000005,4.5,4.428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B004ZUWBVW,m,3.631578947,3.4,3.230769231,3.083333333,2.9090909089999997,2.857142857,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
B004ZU09QQ,m,4.04,4.0,3.8,3.736842105,3.882352941,4.066666667,4.066666667,4.083333333,4.083333333,3.888888889,3.5,3.2,3.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B005GSZB7I,m,4.108108108,4.136986301,4.101449275,4.090909091,4.1111111110000005,4.116666667,4.120689655,4.12962963,4.096153846,4.127659574,4.318181818,4.318181818,4.365853659,4.3421052630000005,4.333333333,4.333333333,4.272727273,4.3125,4.24137931,4.28,4.347826087,4.476190476,4.6,4.6111111110000005,4.5882352939999995,4.5882352939999995,4.5625,4.416666667,4.444444444,4.444444444,4.444444444,4.428571429,4.333333333,4.8,4.75,4.75,4.666666667,4.5,4.0,,,,
B004NXUJ60,m,4.5,4.492537313,4.484375,4.466666667,4.5,4.490566038,4.448979592,4.434782609,4.454545455,4.441860465,4.425,4.513513514,4.514285714,4.466666667,4.428571429,4.5,4.80952381,4.875,4.866666667,4.846153846,4.818181818,4.777777778,4.777777778,4.75,4.75,4.75,4.75,4.75,4.666666667,4.666666667,4.666666667,5.0,,,,,,,,,,,
B00NN136NQ,m,3.423076923,3.52,3.5652173910000005,3.45,3.722222222,4.1428571430000005,4.1428571430000005,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00012ORSS,m,4.3,4.3684210530000005,4.3684210530000005,4.3684210530000005,4.3684210530000005,4.444444444,4.444444444,4.444444444,4.4117647060000005,4.4117647060000005,4.4117647060000005,4.4117647060000005,4.375,4.466666667,4.466666667,4.692307692,4.692307692,4.692307692,4.692307692,4.6363636360000005,4.6,4.666666667,4.75,4.714285714,4.666666667,4.666666667,4.666666667,4.666666667,4.6,4.5,5.0,5.0,5.0,5.0,5.0,,,,,,,,
B0024SLF3M,m,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b00xyve4b8,m,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b00kj07sem,m,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b005dnsdey,m,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b001yqgdtq,m,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b00b2npkrm,m,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B007XZ8FNO,m,1.4615384619999998,1.545454545,1.545454545,1.545454545,1.545454545,1.6,1.4444444440000002,1.4444444440000002,1.4444444440000002,1.4444444440000002,1.375,1.5,1.5,1.6,1.6,1.6,1.6,1.75,1.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
B00012ORT2,m,4.222222222,4.125,4.125,4.125,4.285714286,4.285714286,4.285714286,4.285714286,4.166666667,4.2,4.2,4.2,4.2,4.2,4.2,4.2,3.666666667,3.666666667,3.666666667,3.666666667,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,
B0058CLNBU,m,1.75,1.75,1.759493671,1.759493671,1.769230769,1.779220779,1.779220779,1.779220779,1.789473684,1.789473684,1.7432432430000002,1.7083333330000001,1.7083333330000001,1.686567164,1.703125,1.714285714,1.694915254,1.732142857,1.745454545,1.769230769,1.8333333330000001,1.8139534880000001,1.8,1.7567567569999998,1.794117647,1.84375,1.9,1.821428571,1.884615385,1.884615385,1.8260869569999998,1.761904762,1.611111111,1.5,1.7,1.875,1.8,2.0,2.0,3.0,,,
B0011YHN7M,m,1.1,1.1,1.111111111,1.111111111,1.111111111,1.166666667,1.166666667,1.166666667,1.166666667,1.166666667,1.166666667,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.25,1.25,1.25,1.25,1.25,1.333333333,1.333333333,1.333333333,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
B008MD2RH6,m,3.933333333,3.933333333,3.9090909089999997,4.0,3.875,3.875,3.5,3.5,3.5,3.5,3.4,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
B000ZIPHM8,m,1.75,1.75,1.8181818180000002,1.8181818180000002,1.8181818180000002,1.8181818180000002,1.8181818180000002,1.8181818180000002,1.8181818180000002,1.8181818180000002,1.9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.285714286,2.285714286,2.5,2.5,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.5,2.5,2.5,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
B00G4CV606,m,4.6363636360000005,4.6363636360000005,4.428571429,4.333333333,4.2,4.2,4.2,4.2,4.2,4.25,4.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
B0043GDSR4,m,2.833333333,2.833333333,3.2,3.2,3.4444444439999997,3.4444444439999997,3.5,3.5,3.5,3.5,3.5,3.285714286,3.285714286,3.285714286,3.285714286,3.285714286,3.666666667,3.4,3.4,3.4,3.25,4.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,
B00413662I,m,4.5,4.5,4.454545455,4.4,4.444444444,4.375,4.375,4.285714286,4.166666667,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.666666667,4.5,4.0,4.0,
B00009V3WT,m,4.0,4.0,4.75,4.75,4.75,4.75,4.75,4.75,4.666666667,4.666666667,4.666666667,4.666666667,4.666666667,4.666666667,4.666666667,4.666666667,4.666666667,4.666666667,4.666666667,4.666666667,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
B0073YCGPI,m,4.058823529,4.058823529,4.0,4.0,4.0,3.933333333,3.923076923,3.923076923,3.833333333,3.6,3.888888889,3.571428571,3.571428571,3.5,3.5,3.4,3.4,4.0,4.0,3.666666667,3.666666667,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,,,,
B003K5FPRU,m,1.571428571,1.571428571,1.6666666669999999,1.6666666669999999,1.705882353,1.75,1.8,1.8,1.8,1.857142857,1.857142857,1.857142857,1.857142857,1.857142857,1.857142857,1.857142857,1.857142857,1.857142857,1.636363636,1.5555555559999998,1.625,1.6666666669999999,2.0,2.0,2.0,2.0,2.0,2.0,1.333333333,1.0,,,,,,,,,,,,,
B00009V3X6,m,4.181818182,4.181818182,4.181818182,4.2,4.2,4.1111111110000005,4.1111111110000005,4.125,4.1428571430000005,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.2,4.2,4.25,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,,,,,
B005OW6RFG,m,1.8666666669999998,1.8666666669999998,1.8666666669999998,1.928571429,1.928571429,1.928571429,1.928571429,1.928571429,1.928571429,2.0,2.0,2.0,2.0,1.75,1.8181818180000002,1.8181818180000002,1.8181818180000002,1.7,1.7,1.875,1.875,1.875,1.571428571,1.571428571,1.6666666669999999,1.8,1.8,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
B00EU7AMX4,m,3.615384615,3.615384615,3.615384615,3.454545455,3.454545455,3.3,3.5555555560000003,3.5555555560000003,3.5555555560000003,3.5555555560000003,3.571428571,4.2,4.2,4.0,4.5,4.5,4.5,4.5,4.5,4.0,,,,,,,,,,,,,,,,,,,,,,,
B002Z8041A,m,1.058823529,1.058823529,1.058823529,1.058823529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B005JA0AII,m,2.272727273,2.272727273,2.272727273,2.272727273,2.4,2.4,2.4,2.4,2.4,2.222222222,1.875,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,
B008MD2RUS,m,2.666666667,2.666666667,2.666666667,2.666666667,3.5,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B004YKDYVE,m,3.8181818180000002,3.8181818180000002,3.8181818180000002,3.8181818180000002,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.444444444,4.444444444,4.444444444,4.444444444,4.571428571,4.571428571,4.571428571,4.571428571,4.571428571,4.571428571,4.571428571,4.571428571,4.571428571,4.571428571,4.666666667,4.666666667,4.666666667,4.666666667,4.666666667,4.6,4.6,4.6,4.75,4.666666667,4.5,4.5,4.5
B000UW1WW8,m,2.133333333,2.133333333,2.133333333,2.133333333,2.133333333,2.076923077,2.076923077,2.076923077,2.166666667,2.166666667,2.166666667,2.166666667,2.0,2.0,2.0,1.9,1.9,1.9,2.0,2.0,2.0,2.0,2.166666667,2.166666667,2.166666667,2.166666667,2.4,2.4,2.4,2.4,2.75,2.75,2.75,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,
B0058CLNC4,m,2.714285714,2.714285714,2.714285714,2.714285714,2.714285714,2.538461538,2.583333333,2.583333333,2.727272727,2.727272727,2.727272727,2.727272727,2.666666667,2.375,2.5714285709999998,2.5714285709999998,2.5714285709999998,2.5714285709999998,2.5714285709999998,2.6,3.333333333,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,
B00009V3X7,m,2.5,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
B002KPM7L8,m,1.692307692,1.692307692,1.692307692,1.692307692,1.692307692,1.692307692,1.75,1.75,1.75,1.75,1.75,1.9,1.9,1.9,2.0,2.0,2.0,2.125,2.0,1.8,1.8,2.0,2.0,2.0,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
B0019C87BW,m,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
B0019CADPK,m,2.666666667,2.666666667,2.666666667,2.666666667,2.666666667,2.666666667,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,
B0073YCGK8,m,3.238095238,3.238095238,3.238095238,3.238095238,3.238095238,3.238095238,3.2,3.157894737,3.157894737,3.277777778,3.277777778,3.25,3.4,3.285714286,3.461538462,3.461538462,3.461538462,3.5,3.5,3.727272727,3.727272727,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.333333333,4.0,4.0,4.0,,,,,,,,,,
B000W3JHHM,m,2.564102564,2.564102564,2.564102564,2.564102564,2.564102564,2.564102564,2.564102564,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.459459459,2.459459459,2.459459459,2.388888889,2.264705882,2.21875,2.258064516,2.3103448280000003,2.37037037,2.416666667,2.363636364,2.25,2.105263158,2.105263158,2.235294118,2.214285714,2.1818181819999998,2.1818181819999998,2.2,2.0,2.6,2.6,2.6,2.75,3.333333333,3.5,5.0
B002X7669C,m,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.888888889,1.888888889,1.888888889,1.5,1.5,1.571428571,1.571428571,1.6666666669999999,1.6666666669999999,1.6666666669999999,1.6666666669999999,1.6666666669999999,1.6666666669999999,1.6666666669999999,1.6666666669999999,1.6666666669999999,1.6666666669999999,1.8,1.8,1.8,2.0,1.6666666669999999,1.6666666669999999,1.6666666669999999,1.6666666669999999,2.0,3.0,3.0,3.0,,,,,,,
B001C3789A,m,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B0049OXU1O,m,1.8260869569999998,1.8260869569999998,1.8260869569999998,1.8260869569999998,1.8260869569999998,1.8260869569999998,1.8260869569999998,1.863636364,1.714285714,1.714285714,1.714285714,1.75,1.75,1.75,1.75,1.789473684,1.789473684,1.7777777780000001,1.875,1.875,1.875,1.875,1.9333333330000002,2.090909091,2.090909091,2.090909091,2.2,2.333333333,2.375,2.0,2.0,2.0,2.0,1.5,1.5,1.6666666669999999,2.0,2.0,1.0,,,,
B001DEI9LY,m,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.181818182,4.3,4.375,4.375,4.375,4.333333333,4.333333333,4.333333333,4.333333333,4.333333333,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,
b002e1geks,m,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b00eovf0jm,m,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0011YFKMC,m,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.727272727,2.727272727,2.727272727,2.727272727,2.9,2.888888889,2.625,2.857142857,2.666666667,2.666666667,2.666666667,2.666666667,2.666666667,3.0,2.5,2.5,2.5,2.5,3.0,3.0,4.0,,,,,,,,,,,,
B000A7B4D0,m,3.642857143,3.642857143,3.642857143,3.642857143,3.642857143,3.642857143,3.642857143,3.642857143,3.642857143,3.642857143,3.642857143,3.769230769,3.769230769,3.769230769,3.666666667,3.666666667,3.666666667,3.666666667,3.545454545,3.545454545,3.5,3.5,3.5,3.5,3.5,3.777777778,3.777777778,3.625,3.625,3.625,3.4,3.4,3.4,3.75,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,5.0,,
B001QFYDQK,m,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6,2.6,2.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,4.5,4.5,4.5,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
B007PKGV88,m,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0019C87BC,m,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
B000W3PH1W,m,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.125,4.0,4.0,4.0,4.0,4.0,4.0,3.8,3.75,3.666666667,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,,,
B0018YR762,m,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,
B003XSST4A,m,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.666666667,4.666666667,5.0,5.0,5.0
B000PUKLRM,m,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
B000BQRHNQ,m,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
B004YKEV20,m,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
B005JAVD3Y,m,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,
B005GM942C,m,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,
B0002YTM0I,m,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,
