,product_id,star_rating,date,normalized_date
222,B001FGL9X0,4.686567164179103,2014_11_,34
223,B001FGL9X0,4.661290322580643,2014_10_,33
224,B001FGL9X0,4.666666666666667,2014_9_,32
225,B001FGL9X0,4.663636363636363,2014_8_,31
226,B001FGL9X0,4.637254901960786,2014_7_,30
227,B001FGL9X0,4.621052631578947,2014_6_,29
228,B001FGL9X0,4.608695652173913,2014_5_,28
229,B001FGL9X0,4.6,2014_4_,27
230,B001FGL9X0,4.595238095238095,2014_3_,26
231,B001FGL9X0,4.617283950617284,2014_2_,25
232,B001FGL9X0,4.620253164556962,2014_1_,24
233,B001FGL9X0,4.6,2013_12_,23
234,B001FGL9X0,4.632352941176472,2013_11_,22
235,B001FGL9X0,4.60655737704918,2013_10_,21
236,B001FGL9X0,4.547169811320755,2013_9_,20
237,B001FGL9X0,4.5625,2013_8_,19
238,B001FGL9X0,4.634146341463413,2013_7_,18
239,B001FGL9X0,4.777777777777779,2013_6_,17
240,B001FGL9X0,4.75,2013_5_,16
241,B001FGL9X0,4.703703703703703,2013_4_,15
242,B001FGL9X0,4.666666666666667,2013_3_,14
243,B001FGL9X0,4.5625,2013_2_,13
244,B001FGL9X0,4.538461538461538,2013_1_,12
245,B001FGL9X0,4.454545454545454,2012_12_,11
246,B001FGL9X0,4.4,2012_11_,10
247,B001FGL9X0,4.4,2012_10_,9
248,B001FGL9X0,4.333333333333333,2012_9_,8
249,B001FGL9X0,4.25,2012_8_,7
250,B001FGL9X0,4.0,2012_7_,6
251,B001FGL9X0,4.0,2012_6_,5
252,B001FGL9X0,4.0,2012_5_,4
253,B001FGL9X0,3.75,2012_4_,3
254,B001FGL9X0,3.75,2012_3_,2
255,B001FGL9X0,3.0,2012_2_,1
256,B001FGL9X0,3.0,2012_1_,0
257,B00BTWEUOK,4.5625,2015_7_,42
258,B00BTWEUOK,4.536585365853658,2015_6_,41
259,B00BTWEUOK,4.472222222222221,2015_5_,40
260,B00BTWEUOK,4.457142857142856,2015_4_,39
261,B00BTWEUOK,4.53125,2015_3_,38
262,B00BTWEUOK,4.607142857142857,2015_2_,37
263,B00BTWEUOK,4.708333333333333,2015_1_,36
264,B00BTWEUOK,4.681818181818182,2014_12_,35
265,B00BTWEUOK,4.684210526315789,2014_11_,34
266,B00BTWEUOK,4.785714285714286,2014_10_,33
267,B00BTWEUOK,4.75,2014_9_,32
268,B00BTWEUOK,4.8,2014_8_,31
269,B00BTWEUOK,4.75,2014_7_,30
270,B00BTWEUOK,4.833333333333333,2014_6_,29
271,B00BTWEUOK,4.75,2014_5_,28
272,B00BTWEUOK,4.75,2014_4_,27
273,B00BTWEUOK,4.666666666666667,2014_3_,26
274,B00BTWEUOK,5.0,2014_2_,25
275,B00BTWEUOK,5.0,2014_1_,24
276,B00BTWEUOK,5.0,2013_12_,23
277,B00BTWEUOK,5.0,2013_11_,22
278,B00BTWEUOK,5.0,2013_10_,21
279,B00BTWEUOK,5.0,2013_9_,20
280,B00BTWEUOK,5.0,2013_8_,19
281,B00BTWEUOK,5.0,2013_7_,18
282,B00PF841HA,4.571428571428571,2015_7_,42
283,B00PF841HA,4.5,2015_6_,41
284,B00PF841HA,4.833333333333333,2015_5_,40
285,B00PF841HA,4.8,2015_4_,39
286,B00PF841HA,4.75,2015_3_,38
287,B00PF841HA,5.0,2015_2_,37
288,B0028IDXDS,4.666666666666667,2015_7_,42
289,B0028IDXDS,4.663390663390663,2015_6_,41
290,B0028IDXDS,4.653944020356233,2015_5_,40
291,B0028IDXDS,4.653645833333333,2015_4_,39
292,B0028IDXDS,4.658536585365853,2015_3_,38
293,B0028IDXDS,4.660919540229885,2015_2_,37
294,B0028IDXDS,4.666666666666667,2015_1_,36
295,B0028IDXDS,4.677115987460815,2014_12_,35
296,B0028IDXDS,4.657718120805369,2014_11_,34
297,B0028IDXDS,4.643884892086331,2014_10_,33
298,B0028IDXDS,4.640740740740742,2014_9_,32
299,B0028IDXDS,4.635294117647058,2014_8_,31
300,B0028IDXDS,4.616666666666666,2014_7_,30
301,B0028IDXDS,4.641921397379913,2014_6_,29
302,B0028IDXDS,4.65296803652968,2014_5_,28
303,B0028IDXDS,4.6415094339622645,2014_4_,27
304,B0028IDXDS,4.627450980392157,2014_3_,26
305,B0028IDXDS,4.61139896373057,2014_2_,25
306,B0028IDXDS,4.594594594594595,2014_1_,24
307,B0028IDXDS,4.5852272727272725,2013_12_,23
308,B0028IDXDS,4.577639751552796,2013_11_,22
309,B0028IDXDS,4.552631578947368,2013_10_,21
310,B0028IDXDS,4.535211267605634,2013_9_,20
311,B0028IDXDS,4.514705882352942,2013_8_,19
312,B0028IDXDS,4.5,2013_7_,18
313,B0028IDXDS,4.516949152542373,2013_6_,17
314,B0028IDXDS,4.518867924528302,2013_5_,16
315,B0028IDXDS,4.511111111111111,2013_4_,15
316,B0028IDXDS,4.488095238095238,2013_3_,14
317,B0028IDXDS,4.414285714285715,2013_2_,13
318,B0028IDXDS,4.3389830508474585,2013_1_,12
319,B0028IDXDS,4.391304347826087,2012_12_,11
320,B0028IDXDS,4.428571428571429,2012_11_,10
321,B0028IDXDS,4.323529411764706,2012_10_,9
322,B0028IDXDS,4.344827586206897,2012_9_,8
323,B0028IDXDS,4.269230769230768,2012_8_,7
324,B0028IDXDS,4.25,2012_7_,6
325,B0028IDXDS,4.2777777777777795,2012_6_,5
326,B0028IDXDS,4.333333333333333,2012_5_,4
327,B0028IDXDS,4.538461538461538,2012_4_,3
328,B0028IDXDS,4.454545454545454,2012_3_,2
329,B0028IDXDS,4.4444444444444455,2012_2_,1
330,B0028IDXDS,4.166666666666667,2012_1_,0
331,B001KK6I8M,4.789473684210527,2015_7_,42
332,B001KK6I8M,4.764705882352942,2015_6_,41
333,B001KK6I8M,4.757575757575758,2015_5_,40
334,B001KK6I8M,4.774193548387096,2015_4_,39
335,B001KK6I8M,4.833333333333333,2015_3_,38
336,B001KK6I8M,4.821428571428571,2015_2_,37
337,B001KK6I8M,4.814814814814816,2015_1_,36
338,B001KK6I8M,4.807692307692308,2014_12_,35
339,B001KK6I8M,4.807692307692308,2014_11_,34
340,B001KK6I8M,4.8,2014_10_,33
341,B001KK6I8M,4.782608695652174,2014_9_,32
342,B001KK6I8M,4.7727272727272725,2014_8_,31
343,B001KK6I8M,4.75,2014_7_,30
344,B001KK6I8M,4.941176470588236,2014_6_,29
345,B001KK6I8M,4.941176470588236,2014_5_,28
346,B001KK6I8M,4.941176470588236,2014_4_,27
347,B001KK6I8M,5.0,2014_3_,26
348,B001KK6I8M,5.0,2014_2_,25
349,B001KK6I8M,5.0,2014_1_,24
350,B001KK6I8M,5.0,2013_12_,23
351,B001KK6I8M,5.0,2013_11_,22
352,B001KK6I8M,5.0,2013_10_,21
353,B001KK6I8M,5.0,2013_9_,20
354,B001KK6I8M,5.0,2013_8_,19
355,B001KK6I8M,5.0,2013_7_,18
356,B001KK6I8M,5.0,2013_6_,17
357,B001KK6I8M,5.0,2013_5_,16
358,B001KK6I8M,5.0,2013_4_,15
359,B001KK6I8M,5.0,2013_3_,14
360,B001KK6I8M,5.0,2013_2_,13
361,B001KK6I8M,5.0,2013_1_,12
362,B001KK6I8M,5.0,2012_12_,11
363,B00KB2LSGW,5.0,2015_7_,42
364,B0081ZOV06,4.096774193548387,2015_7_,42
365,B0081ZOV06,4.047169811320755,2015_6_,41
366,B0081ZOV06,4.030927835051546,2015_5_,40
367,B0081ZOV06,3.989247311827957,2015_4_,39
368,B0081ZOV06,3.911392405063291,2015_3_,38
369,B0081ZOV06,3.845070422535212,2015_2_,37
370,B0081ZOV06,3.8358208955223883,2015_1_,36
371,B0081ZOV06,3.918032786885246,2014_12_,35
372,B0081ZOV06,3.9122807017543866,2014_11_,34
373,B0081ZOV06,3.851851851851852,2014_10_,33
374,B0081ZOV06,3.877551020408163,2014_9_,32
375,B0081ZOV06,3.761904761904762,2014_8_,31
376,B0081ZOV06,3.8,2014_7_,30
377,B0081ZOV06,3.6857142857142855,2014_6_,29
378,B0081ZOV06,3.625,2014_5_,28
379,B0081ZOV06,3.678571428571429,2014_4_,27
380,B0081ZOV06,3.6666666666666665,2014_3_,26
381,B0081ZOV06,3.8571428571428568,2014_2_,25
382,B0081ZOV06,3.842105263157895,2014_1_,24
383,B0081ZOV06,3.7142857142857135,2013_12_,23
384,B0081ZOV06,3.5,2013_11_,22
385,B0081ZOV06,3.111111111111111,2013_10_,21
386,B0081ZOV06,3.125,2013_9_,20
387,B0081ZOV06,3.4285714285714284,2013_8_,19
388,B0081ZOV06,3.333333333333333,2013_7_,18
389,B0081ZOV06,3.8,2013_6_,17
390,B0081ZOV06,3.8,2013_5_,16
391,B0081ZOV06,3.8,2013_4_,15
392,B0081ZOV06,3.333333333333333,2013_3_,14
393,B0081ZOV06,4.5,2013_2_,13
394,B0081ZOV06,5.0,2013_1_,12
395,B004JU0H6O,4.379310344827586,2015_7_,42
396,B004JU0H6O,4.392857142857143,2015_6_,41
397,B004JU0H6O,4.392857142857143,2015_5_,40
398,B004JU0H6O,4.346153846153847,2015_4_,39
399,B004JU0H6O,4.346153846153847,2015_3_,38
400,B004JU0H6O,4.346153846153847,2015_2_,37
401,B004JU0H6O,4.346153846153847,2015_1_,36
402,B004JU0H6O,4.44,2014_12_,35
403,B004JU0H6O,4.409090909090909,2014_11_,34
404,B004JU0H6O,4.428571428571429,2014_10_,33
405,B004JU0H6O,4.5,2014_9_,32
406,B004JU0H6O,4.647058823529412,2014_8_,31
407,B004JU0H6O,4.647058823529412,2014_7_,30
408,B004JU0H6O,4.647058823529412,2014_6_,29
409,B004JU0H6O,4.647058823529412,2014_5_,28
410,B004JU0H6O,4.647058823529412,2014_4_,27
411,B004JU0H6O,4.625,2014_3_,26
412,B004JU0H6O,4.571428571428571,2014_2_,25
413,B004JU0H6O,4.75,2014_1_,24
414,B004JU0H6O,4.727272727272728,2013_12_,23
415,B004JU0H6O,4.75,2013_11_,22
416,B004JU0H6O,4.75,2013_10_,21
417,B004JU0H6O,4.714285714285714,2013_9_,20
418,B004JU0H6O,4.714285714285714,2013_8_,19
419,B004JU0H6O,4.714285714285714,2013_7_,18
420,B004JU0H6O,4.666666666666667,2013_6_,17
421,B004JU0H6O,4.666666666666667,2013_5_,16
422,B004JU0H6O,4.6,2013_4_,15
423,B004JU0H6O,4.5,2013_3_,14
424,B004JU0H6O,4.5,2013_2_,13
425,B004JU0H6O,4.5,2013_1_,12
426,B004JU0H6O,4.5,2012_12_,11
427,B004JU0H6O,4.5,2012_11_,10
428,B004JU0H6O,4.5,2012_10_,9
429,B004JU0H6O,4.5,2012_9_,8
430,B004JU0H6O,4.5,2012_8_,7
431,B004JU0H6O,4.0,2012_7_,6
432,B004JU0H6O,4.0,2012_6_,5
433,B004JU0H6O,4.0,2012_5_,4
434,B004JU0H6O,4.0,2012_4_,3
435,B004JU0H6O,4.0,2012_3_,2
436,B004JU0H6O,4.0,2012_2_,1
437,B004JU0H6O,4.0,2012_1_,0
438,b00r026sp2,5.0,2015_7_,42
439,b00vrjpb4i,4.0,2015_7_,42
440,b0054hsvge,3.0,2015_7_,42
441,b00a9oj3z0,1.0,2015_7_,42
442,b00otxqo4k,5.0,2015_7_,42
443,b001rqqoag,3.5,2015_7_,42
444,b001rqqoag,5.0,2015_6_,41
445,b001rqqoag,5.0,2015_5_,40
446,b001rqqoag,5.0,2015_4_,39
447,b001rqqoag,5.0,2015_3_,38
448,b001rqqoag,5.0,2015_2_,37
449,b001rqqoag,5.0,2015_1_,36
450,b001rqqoag,5.0,2014_12_,35
451,b001rqqoag,5.0,2014_11_,34
452,b001rqqoag,5.0,2014_10_,33
453,b001rqqoag,5.0,2014_9_,32
454,b001rqqoag,5.0,2014_8_,31
455,b001rqqoag,5.0,2014_7_,30
456,b001rqqoag,5.0,2014_6_,29
457,b001rqqoag,5.0,2014_5_,28
458,b001rqqoag,5.0,2014_4_,27
459,b001rqqoag,5.0,2014_3_,26
460,b001rqqoag,5.0,2014_2_,25
461,b00bevssdu,5.0,2015_7_,42
462,b001bpzhq0,3.5,2015_7_,42
463,b001bpzhq0,2.0,2015_6_,41
464,b001bpzhq0,2.0,2015_5_,40
465,b001bpzhq0,2.0,2015_4_,39
466,b001bpzhq0,2.0,2015_3_,38
467,b001bpzhq0,2.0,2015_2_,37
468,b001bpzhq0,2.0,2015_1_,36
469,b001bpzhq0,2.0,2014_12_,35
470,b00e1ci5x2,2.0,2015_7_,42
471,b005i4dzo6,5.0,2015_7_,42
472,b0042d69v0,4.8,2015_7_,42
473,b0042d69v0,4.75,2015_6_,41
474,b0042d69v0,4.75,2015_5_,40
475,b0042d69v0,4.75,2015_4_,39
476,b0042d69v0,4.75,2015_3_,38
477,b0042d69v0,4.75,2015_2_,37
478,b0042d69v0,4.666666666666667,2015_1_,36
479,b0042d69v0,5.0,2014_12_,35
480,b0042d69v0,5.0,2014_11_,34
481,b0042d69v0,5.0,2014_10_,33
482,b0042d69v0,5.0,2014_9_,32
483,b00pf83riy,5.0,2015_7_,42
484,b0097d4zmu,4.857142857142857,2015_7_,42
485,b0097d4zmu,4.833333333333333,2015_6_,41
486,b0097d4zmu,4.833333333333333,2015_5_,40
487,b0097d4zmu,4.833333333333333,2015_4_,39
488,b0097d4zmu,4.833333333333333,2015_3_,38
489,b0097d4zmu,4.833333333333333,2015_2_,37
490,b0097d4zmu,4.833333333333333,2015_1_,36
491,b0097d4zmu,4.833333333333333,2014_12_,35
492,b0097d4zmu,4.833333333333333,2014_11_,34
493,b0097d4zmu,4.833333333333333,2014_10_,33
494,b0097d4zmu,4.833333333333333,2014_9_,32
495,b0097d4zmu,4.833333333333333,2014_8_,31
496,b0097d4zmu,4.833333333333333,2014_7_,30
497,b0097d4zmu,4.833333333333333,2014_6_,29
498,b0097d4zmu,4.833333333333333,2014_5_,28
499,b0097d4zmu,4.833333333333333,2014_4_,27
500,b0097d4zmu,4.833333333333333,2014_3_,26
501,b0097d4zmu,4.833333333333333,2014_2_,25
502,b0097d4zmu,4.8,2014_1_,24
503,b0097d4zmu,4.75,2013_12_,23
504,b0097d4zmu,4.75,2013_11_,22
505,b0097d4zmu,4.666666666666667,2013_10_,21
506,b0097d4zmu,4.666666666666667,2013_9_,20
507,b0097d4zmu,4.666666666666667,2013_8_,19
508,b0097d4zmu,5.0,2013_7_,18
509,b0097d4zmu,5.0,2013_6_,17
510,b0097d4zmu,5.0,2013_5_,16
511,b0097d4zmu,5.0,2013_4_,15
512,b0097d4zmu,5.0,2013_3_,14
513,b0097d4zmu,5.0,2013_2_,13
514,b0097d4zmu,5.0,2013_1_,12
515,b00mjjj6ka,5.0,2015_7_,42
516,b007bddv1o,5.0,2015_7_,42
517,B00EM5CPCA,4.75,2015_7_,42
518,B00EM5CPCA,4.7368421052631575,2015_6_,41
519,B00EM5CPCA,4.7368421052631575,2015_5_,40
520,B00EM5CPCA,4.6875,2015_4_,39
521,B00EM5CPCA,4.666666666666667,2015_3_,38
522,B00EM5CPCA,4.615384615384615,2015_2_,37
523,B00EM5CPCA,4.615384615384615,2015_1_,36
524,B00EM5CPCA,4.7,2014_12_,35
525,B00EM5CPCA,4.571428571428571,2014_11_,34
526,B00EM5CPCA,4.25,2014_10_,33
527,B00EM5CPCA,4.0,2014_9_,32
528,B00EM5CPCA,4.0,2014_8_,31
529,B00EM5CPCA,2.0,2014_7_,30
530,B00BI2V7JW,4.545454545454546,2015_7_,42
531,B00BI2V7JW,4.6,2015_6_,41
532,B00BI2V7JW,4.6,2015_5_,40
533,B00BI2V7JW,4.6,2015_4_,39
534,B00BI2V7JW,4.5555555555555545,2015_3_,38
535,B00BI2V7JW,4.5,2015_2_,37
536,B00BI2V7JW,4.5,2015_1_,36
537,B00BI2V7JW,4.428571428571429,2014_12_,35
538,B00BI2V7JW,4.428571428571429,2014_11_,34
539,B00BI2V7JW,4.6,2014_10_,33
540,B00BI2V7JW,4.6,2014_9_,32
541,B00BI2V7JW,5.0,2014_8_,31
542,B00BI2V7JW,5.0,2014_7_,30
543,B00BI2V7JW,5.0,2014_6_,29
544,B00BI2V7JW,5.0,2014_5_,28
545,B00BI2V7JW,5.0,2014_4_,27
546,B00BI2V7JW,5.0,2014_3_,26
