,product_id,product_type,2015_7_star_rating,2015_7_eval_score,2015_6_star_rating,2015_6_eval_score,2015_5_star_rating,2015_5_eval_score,2015_4_star_rating,2015_4_eval_score,2015_3_star_rating,2015_3_eval_score,2015_2_star_rating,2015_2_eval_score,2015_1_star_rating,2015_1_eval_score,2014_12_star_rating,2014_12_eval_score,2014_11_star_rating,2014_11_eval_score,2014_10_star_rating,2014_10_eval_score,2014_9_star_rating,2014_9_eval_score,2014_8_star_rating,2014_8_eval_score,2014_7_star_rating,2014_7_eval_score,2014_6_star_rating,2014_6_eval_score,2014_5_star_rating,2014_5_eval_score,2014_4_star_rating,2014_4_eval_score,2014_3_star_rating,2014_3_eval_score,2014_2_star_rating,2014_2_eval_score,2014_1_star_rating,2014_1_eval_score,2013_12_star_rating,2013_12_eval_score,2013_11_star_rating,2013_11_eval_score,2013_10_star_rating,2013_10_eval_score,2013_9_star_rating,2013_9_eval_score,2013_8_star_rating,2013_8_eval_score,2013_7_star_rating,2013_7_eval_score,2013_6_star_rating,2013_6_eval_score,2013_5_star_rating,2013_5_eval_score,2013_4_star_rating,2013_4_eval_score,2013_3_star_rating,2013_3_eval_score,2013_2_star_rating,2013_2_eval_score,2013_1_star_rating,2013_1_eval_score,2012_12_star_rating,2012_12_eval_score,2012_11_star_rating,2012_11_eval_score,2012_10_star_rating,2012_10_eval_score,2012_9_star_rating,2012_9_eval_score,2012_8_star_rating,2012_8_eval_score,2012_7_star_rating,2012_7_eval_score,2012_6_star_rating,2012_6_eval_score,2012_5_star_rating,2012_5_eval_score,2012_4_star_rating,2012_4_eval_score,2012_3_star_rating,2012_3_eval_score,2012_2_star_rating,2012_2_eval_score,2012_1_star_rating,2012_1_eval_score
11,B0028IDXDS,p,4.666666666666667,3.034351230258821,4.663390663390663,3.0397574573177804,4.653944020356234,3.0457727657159555,4.653645833333333,3.052882389459941,4.658536585365853,3.0623351936820127,4.660919540229885,3.0724476020450897,4.666666666666667,3.0569946770731518,4.677115987460815,3.061942474777292,4.657718120805369,3.0703503660146563,4.643884892086331,3.0851493029297834,4.640740740740741,3.089635145185215,4.635294117647059,3.105590561367287,4.616666666666666,3.1273559303095437,4.641921397379913,3.1411654297569256,4.65296803652968,3.1392677127878197,4.6415094339622645,3.1357989667041246,4.627450980392157,3.1426156082207544,4.61139896373057,3.1355432419458955,4.594594594594595,3.132075508575676,4.5852272727272725,3.1367087237570654,4.577639751552795,3.146232881978031,4.552631578947368,3.1422672853460214,4.535211267605634,3.136942617198346,4.514705882352941,3.1341657458952685,4.5,3.194658298175135,4.516949152542373,3.2010832435578918,4.518867924528302,3.1902383787856348,4.511111111111111,3.182557077770618,4.488095238095238,3.1679437242094233,4.414285714285715,3.1617575013994155,4.338983050847458,3.1607398783750043,4.391304347826087,3.199166595901258,4.428571428571429,3.2060659283980835,4.323529411764706,3.2378562786177874,4.344827586206897,3.2775346616758743,4.269230769230769,3.2956788051997035,4.25,3.2811495618838813,4.277777777777778,3.0976539847330193,4.333333333333333,3.025016322987378,4.538461538461538,3.147152233525698,4.454545454545454,3.162615900248661,4.444444444444445,3.091011101544055,4.166666666666667,3.067896269530756
13,B001KK6I8M,p,4.7894736842105265,3.0327299528150298,4.764705882352941,3.043733664721083,4.757575757575758,3.043443544578385,4.774193548387097,3.055655353407633,4.833333333333333,3.059610900346773,4.821428571428571,3.0916210964319077,4.814814814814815,3.0844616650290733,4.8076923076923075,3.1013455273271195,4.8076923076923075,3.1013455273271195,4.8,3.1042302330563434,4.782608695652174,3.1345560271733417,4.7727272727272725,3.1157143550664173,4.75,3.1501738479040053,4.9411764705882355,3.210208339555611,4.9411764705882355,3.210208339555611,4.9411764705882355,3.210208339555611,5.0,3.2155241384968165,5.0,3.2155241384968165,5.0,3.202337282295136,5.0,3.2108006888499565,5.0,3.1771763295031494,5.0,3.149631811637469,5.0,3.149631811637469,5.0,3.149631811637469,5.0,3.2198725708815483,5.0,3.222124263011403,5.0,3.260612004832908,5.0,3.2186906669553297,5.0,3.242813781785693,5.0,3.2960015432985266,5.0,3.267964085246096,5.0,3.45850888089315,,,,,,,,,,,,,,,,,,,,,,
14,B00KB2LSGW,p,5.0,2.9733628065620237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B0081ZOV06,p,4.096774193548387,2.763135674447268,4.047169811320755,2.762491981794433,4.030927835051546,2.7673545128367527,3.989247311827957,2.7646856809716285,3.911392405063291,2.7931645671205168,3.8450704225352115,2.798199418816399,3.8358208955223883,2.788118878417502,3.918032786885246,2.820594974333633,3.912280701754386,2.8335176009455836,3.8518518518518516,2.849160490963576,3.877551020408163,2.8605316320791543,3.761904761904762,2.861131183654911,3.8,2.8706324190639485,3.6857142857142855,2.890939161805241,3.625,2.8638788336453134,3.6785714285714284,2.9104212641587863,3.6666666666666665,2.9253140883632094,3.857142857142857,2.949535138234292,3.8421052631578947,2.9431854878968444,3.7142857142857144,2.901950062881992,3.5,2.8727390808229574,3.111111111111111,2.822944658047028,3.125,2.881468626795874,3.4285714285714284,2.9569735776507278,3.3333333333333335,3.0429071561848944,3.8,3.1954339738880435,3.8,3.1954339738880435,3.8,3.1954339738880435,3.3333333333333335,3.122595897922962,4.5,3.356120790285698,5.0,3.4617037277313303,,,,,,,,,,,,,,,,,,,,,,,,
16,B004JU0H6O,p,4.379310344827586,3.0242472192772896,4.392857142857143,3.034286868982136,4.392857142857143,3.034286868982136,4.346153846153846,3.0451281057491584,4.346153846153846,3.0451281057491584,4.346153846153846,3.0451281057491584,4.346153846153846,3.0226691982300165,4.44,3.064924003810147,4.409090909090909,3.1016354062880964,4.428571428571429,3.1184669355421137,4.5,3.1592902511910106,4.647058823529412,3.191158937189789,4.647058823529412,3.191158937189789,4.647058823529412,3.191158937189789,4.647058823529412,3.191158937189789,4.647058823529412,3.191158937189789,4.625,3.199133548014287,4.571428571428571,3.1864929153434542,4.75,3.2022427808468517,4.7272727272727275,3.191254834998946,4.75,3.181019722046996,4.75,3.181019722046996,4.714285714285714,3.199732844065646,4.714285714285714,3.199732844065646,4.714285714285714,3.271610690432094,4.666666666666667,3.2490488642657507,4.666666666666667,3.2490488642657507,4.6,3.345147022783316,4.5,3.4176064754452034,4.5,3.4749394014741677,4.5,3.4749394014741677,4.5,3.498616170245344,4.5,3.498616170245344,4.5,3.5720278056854906,4.5,3.5720278056854906,4.5,3.5720278056854906,4.0,3.0366731255109647,4.0,2.8217101055489597,4.0,2.8217101055489597,4.0,2.8217101055489597,4.0,2.8217101055489597,4.0,2.8217101055489597,4.0,2.8217101055489597
17,b00r026sp2,p,5.0,2.635350542427969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,b00vrjpb4i,p,4.0,3.447634871761824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,b0054hsvge,p,3.0,2.7977061035165467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,b00a9oj3z0,p,1.0,2.569943786013349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,b00otxqo4k,p,5.0,3.1578668000706736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,b001rqqoag,p,3.5,3.4086086529828177,5.0,3.107538506985714,5.0,3.107538506985714,5.0,3.107538506985714,5.0,3.107538506985714,5.0,3.107538506985714,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,5.0,3.0843942294764655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,b00bevssdu,p,5.0,2.655151903502804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,b001bpzhq0,p,3.5,3.019126605742559,2.0,2.694339785723601,2.0,2.694339785723601,2.0,2.694339785723601,2.0,2.694339785723601,2.0,2.694339785723601,2.0,2.675733117297014,2.0,2.675733117297014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,b00e1ci5x2,p,2.0,2.5269272829320433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,b005i4dzo6,p,5.0,3.481009469963709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,b0042d69v0,p,4.8,2.71863358404961,4.75,2.7320876667235137,4.75,2.7320876667235137,4.75,2.7320876667235137,4.75,2.7320876667235137,4.75,2.7320876667235137,4.666666666666667,2.641160088257065,5.0,2.619542159286561,5.0,2.68722357745122,5.0,2.68722357745122,5.0,2.68722357745122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,b00pf83riy,p,5.0,3.9241625881772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,b0097d4zmu,p,4.857142857142857,3.2920033149458825,4.833333333333333,3.3206158117468467,4.833333333333333,3.3206158117468467,4.833333333333333,3.3206158117468467,4.833333333333333,3.3206158117468467,4.833333333333333,3.3206158117468467,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.833333333333333,3.29513159109731,4.8,3.241464498624356,4.75,3.2179990626123187,4.75,3.2179990626123187,4.666666666666667,3.409588544757325,4.666666666666667,3.409588544757325,4.666666666666667,3.409588544757325,5.0,3.5653876229534953,5.0,3.590958442882751,5.0,3.590958442882751,5.0,3.590958442882751,5.0,3.7781171352840492,5.0,3.843999480419524,5.0,3.843999480419524,,,,,,,,,,,,,,,,,,,,,,,,
30,b00mjjj6ka,p,5.0,2.3688737808167506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,b007bddv1o,p,5.0,3.1483374116105507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,B00EM5CPCA,p,4.75,2.940802190573091,4.7368421052631575,2.93960197749624,4.7368421052631575,2.93960197749624,4.6875,2.9737552046645455,4.666666666666667,2.9474199213609777,4.615384615384615,2.9763751681734165,4.615384615384615,2.9546712822406205,4.7,2.9667278930236143,4.571428571428571,2.917329591801143,4.25,2.9230575259422893,4.0,3.0218384143370627,4.0,3.0218384143370627,2.0,3.262772947041353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,B00BI2V7JW,p,4.545454545454546,3.236022557433669,4.6,3.1982218657566226,4.6,3.1982218657566226,4.6,3.1982218657566226,4.555555555555555,3.2144406472914704,4.5,3.2872732873450605,4.5,3.2621552230599535,4.428571428571429,3.0233649430767544,4.428571428571429,3.0233649430767544,4.6,3.2020427675911707,4.6,3.2020427675911707,5.0,3.306655279569964,5.0,3.306655279569964,5.0,3.306655279569964,5.0,3.247266492813178,5.0,3.247266492813178,5.0,3.247266492813178,5.0,3.247266492813178,5.0,3.247266492813178,5.0,3.247266492813178,5.0,3.2067807845255234,5.0,3.2067807845255234,5.0,3.2067807845255234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,B0082I1IA8,p,4.743589743589744,2.9794722224407755,4.75,2.959972075734197,4.739130434782608,2.9449295853873805,4.7272727272727275,2.957158200833356,4.758064516129032,2.9688544542497355,4.769230769230769,3.0056702988501245,4.75,2.9896595298349977,4.714285714285714,3.0138764111908363,4.71875,3.022465077510882,4.64,2.950265010802939,4.625,2.9629662307467304,4.65,2.991313279688514,4.9375,3.037722245482821,4.928571428571429,3.063661825625082,4.928571428571429,3.063661825625082,4.909090909090909,3.00311315630638,4.9,3.007087732054141,4.75,3.230663221876626,4.5,3.478250554655824,4.5,3.478250554655824,4.0,3.639290928824938,4.0,3.639290928824938,4.0,3.639290928824938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,B004PSAX28,p,3.423076923076923,2.78700457154907,3.4782608695652173,2.8110390564174796,3.4782608695652173,2.8110390564174796,3.4782608695652173,2.8110390564174796,3.409090909090909,2.8219704754929413,3.526315789473684,2.8167885220642233,3.6666666666666665,2.814830017533029,3.6666666666666665,2.8289582406546345,3.6153846153846154,2.7784376241070645,3.727272727272727,2.8302683673904188,3.6,2.850175092350101,3.6,2.850175092350101,3.6666666666666665,2.867157242681105,3.6666666666666665,2.867157242681105,3.625,2.818762869792279,4.0,2.8661116432939275,3.8,2.917719579708939,3.8,2.917719579708939,3.5,2.8614344942697114,3.5,2.8614344942697114,3.5,2.8614344942697114,3.5,2.8614344942697114,3.5,2.8614344942697114,5.0,3.307076816083948,5.0,3.3824622036274583,5.0,3.4062096917076716,5.0,3.4062096917076716,5.0,3.4062096917076716,5.0,3.4062096917076716,5.0,3.4632723458931296,5.0,3.4632723458931296,,,,,,,,,,,,,,,,,,,,,,,,
36,B00K7J0VLM,p,3.625,2.776313447189953,4.0,2.851956551445328,4.0,2.851956551445328,4.0,2.851956551445328,3.923076923076923,2.8713993975654653,4.0,2.8965916823320432,4.6,2.863825514136722,4.6,2.863825514136722,4.6,2.863825514136722,4.888888888888889,2.900946313160503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,B00H4SSMWY,p,5.0,2.938904373509596,5.0,3.0025946922870292,5.0,3.0025946922870292,5.0,3.0025946922870292,5.0,3.0025946922870292,5.0,3.0025946922870292,5.0,2.9674536671953504,5.0,2.9409366847363465,5.0,2.9409366847363465,5.0,3.315215814616616,5.0,3.315215814616616,5.0,3.315215814616616,5.0,3.315215814616616,5.0,3.315215814616616,5.0,3.315215814616616,5.0,3.315215814616616,5.0,3.315215814616616,5.0,3.315215814616616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,B00PF841EI,p,4.833333333333333,3.127115484349172,5.0,2.961248906770118,5.0,2.8142207446452483,5.0,2.8142207446452483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,B006G9F8U6,p,3.9,2.955778825240464,3.625,2.955854402771001,3.625,2.955854402771001,4.0,3.0020409656785167,3.5,3.0488149594521206,3.5,3.0488149594521206,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,4.0,3.1979724110568992,3.5,3.128584059822855,3.5,3.128584059822855,3.5,3.198137068699715,3.5,3.2200472730916854,3.5,3.2200472730916854,3.5,3.2200472730916854,5.0,2.5474871881076786,5.0,2.5841854553350654,5.0,2.5841854553350654,,,,,,,,,,,,,,,,,,,,,,,,
