,product_id,product_type,2014_1_star_rating,2014_1_eval_score,2013_12_star_rating,2013_12_eval_score,2013_11_star_rating,2013_11_eval_score,2013_10_star_rating,2013_10_eval_score,2013_9_star_rating,2013_9_eval_score,2013_8_star_rating,2013_8_eval_score,2013_7_star_rating,2013_7_eval_score,2013_6_star_rating,2013_6_eval_score,2013_5_star_rating,2013_5_eval_score,2013_4_star_rating,2013_4_eval_score,2013_3_star_rating,2013_3_eval_score,2013_2_star_rating,2013_2_eval_score,2013_1_star_rating,2013_1_eval_score,2012_12_star_rating,2012_12_eval_score,2012_11_star_rating,2012_11_eval_score,2012_10_star_rating,2012_10_eval_score,2012_9_star_rating,2012_9_eval_score,2012_8_star_rating,2012_8_eval_score,2012_7_star_rating,2012_7_eval_score,2012_6_star_rating,2012_6_eval_score,2012_5_star_rating,2012_5_eval_score,2012_4_star_rating,2012_4_eval_score,2012_3_star_rating,2012_3_eval_score,2012_2_star_rating,2012_2_eval_score,2012_1_star_rating,2012_1_eval_score
10,B002B8VE4U,h,4.117647058823529,2.664959676468623,3.962962962962963,2.6724874364245155,3.92,2.641551081188997,3.9166666666666665,2.6229800490614315,3.8095238095238093,2.6231973832978195,3.8333333333333335,2.649786790516239,4.0,2.6323409439049255,4.0,2.6323409439049255,3.8333333333333335,2.531317449981291,3.727272727272727,2.4404095553147744,3.888888888888889,2.5158214046931917,4.0,2.5699777535250505,3.8333333333333335,2.529541388766482,3.8,2.618935543712114,4.25,2.753026776130563,4.0,2.479046274045041,3.5,2.7639326287891195,3.5,2.7639326287891195,5.0,3.234151855957367,,,,,,,,,,,,
11,B0002G214U,h,3.2203389830508473,2.410799913572521,3.1320754716981134,2.3808934399756083,3.061224489795918,2.3502823817328213,3.0869565217391304,2.3531586832063742,3.073170731707317,2.3644151205432067,3.051282051282051,2.3661926678978342,2.888888888888889,2.342101556980457,2.942857142857143,2.362123657082777,2.96875,2.379443891999374,2.8214285714285716,2.4010405086794706,2.888888888888889,2.4150605438852195,3.05,2.4716900723028057,2.9473684210526314,2.4766217297692186,2.272727272727273,2.2801014246964844,2.0,2.195740478635143,1.375,1.9939487872931152,1.4285714285714286,1.973428049572476,1.6,2.0003645050511625,1.6,2.0003645050511625,1.75,2.0867292010472998,2.0,2.0881153967169594,2.0,2.0881153967169594,2.0,2.1101725901709756,3.0,2.3224469929503946,,
12,B0002G214U,h,3.2203389830508473,2.410799913572521,3.1320754716981134,2.3808934399756083,3.061224489795918,2.3502823817328213,3.0869565217391304,2.3531586832063742,3.073170731707317,2.3644151205432067,3.051282051282051,2.3661926678978342,2.888888888888889,2.342101556980457,2.942857142857143,2.362123657082777,2.96875,2.379443891999374,2.8214285714285716,2.4010405086794706,2.888888888888889,2.4150605438852195,3.05,2.4716900723028057,2.9473684210526314,2.4766217297692186,2.272727272727273,2.2801014246964844,2.0,2.195740478635143,1.375,1.9939487872931152,1.4285714285714286,1.973428049572476,1.6,2.0003645050511625,1.6,2.0003645050511625,1.75,2.0867292010472998,2.0,2.0881153967169594,2.0,2.0881153967169594,2.0,2.1101725901709756,3.0,2.3224469929503946,,
13,B0037MKQE8,h,4.411764705882353,2.8213463987762086,4.285714285714286,2.78731872044943,4.4,2.892446590244952,4.375,2.932519937341247,4.375,2.932519937341247,4.285714285714286,3.0107829413211835,4.166666666666667,2.9169115712175384,4.166666666666667,2.9169115712175384,4.166666666666667,2.9169115712175384,4.166666666666667,2.9169115712175384,4.166666666666667,2.9169115712175384,4.666666666666667,3.007391324485233,4.666666666666667,3.007391324485233,4.5,3.0717761816203577,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.7827418959677903
14,B00CC7Y0G4,h,4.0,2.865421658653487,3.25,2.445069271952367,4.0,2.805929193049856,4.0,2.805929193049856,4.0,2.805929193049856,4.0,2.805929193049856,4.0,2.805929193049856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B0002G214U,h,3.2203389830508473,2.410799913572521,3.1320754716981134,2.3808934399756083,3.061224489795918,2.3502823817328213,3.0869565217391304,2.3531586832063742,3.073170731707317,2.3644151205432067,3.051282051282051,2.3661926678978342,2.888888888888889,2.342101556980457,2.942857142857143,2.362123657082777,2.96875,2.379443891999374,2.8214285714285716,2.4010405086794706,2.888888888888889,2.4150605438852195,3.05,2.4716900723028057,2.9473684210526314,2.4766217297692186,2.272727272727273,2.2801014246964844,2.0,2.195740478635143,1.375,1.9939487872931152,1.4285714285714286,1.973428049572476,1.6,2.0003645050511625,1.6,2.0003645050511625,1.75,2.0867292010472998,2.0,2.0881153967169594,2.0,2.0881153967169594,2.0,2.1101725901709756,3.0,2.3224469929503946,,
16,B00CC7Y0G4,h,4.0,2.865421658653487,3.25,2.445069271952367,4.0,2.805929193049856,4.0,2.805929193049856,4.0,2.805929193049856,4.0,2.805929193049856,4.0,2.805929193049856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,B003TQPRGY,h,4.396825396825397,2.6970192246716906,4.383333333333334,2.692850922065917,4.423728813559322,2.7101264028841774,4.421052631578948,2.7212089008002893,4.410714285714286,2.7136584163161066,4.407407407407407,2.7073791745090694,4.39622641509434,2.702982573739118,4.38,2.665830853841924,4.395833333333333,2.6711157944292383,4.425531914893617,2.6774100041498086,4.413043478260869,2.67143819219979,4.515151515151516,2.7475407103623377,4.5,2.922489704953801,4.333333333333333,2.802811435305137,3.0,2.6010560867563406,1.0,2.0108197758274,1.0,2.0108197758274,1.0,2.0108197758274,1.0,2.0108197758274,1.0,2.0108197758274,1.0,2.0108197758274,1.0,2.0108197758274,1.0,2.0108197758274,,,,
18,B003V264WW,h,4.23,2.7865091126441888,4.197860962566845,2.7674922303420653,4.186440677966102,2.76134979559445,4.149700598802395,2.7557965591894984,4.196078431372549,2.7635115009741167,4.255172413793104,2.78921357103743,4.279411764705882,2.807819555846331,4.312,2.81079281616448,4.304347826086956,2.821429844779015,4.270833333333333,2.8039106005979066,4.2823529411764705,2.823737216990545,4.213333333333333,2.7808844904548518,4.149253731343284,2.75774741274791,4.0,2.7628409222522405,3.8461538461538463,2.7180980438761075,3.8125,2.6415474624410953,3.7037037037037037,2.6171252875945834,3.4782608695652173,2.5421972112996603,3.4285714285714284,2.5210092752239692,3.5294117647058822,2.5186121393744636,3.5294117647058822,2.5186121393744636,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
19,B003837V8A,h,3.5454545454545454,2.5537567346307624,3.604651162790698,2.552923927692788,3.5952380952380953,2.5264064880299566,3.658536585365854,2.5450043909419207,3.7,2.567003940430582,3.6666666666666665,2.568771903832058,3.6315789473684212,2.5783310651696807,3.6486486486486487,2.552684158628068,3.6486486486486487,2.552684158628068,3.6857142857142855,2.5568936619049523,3.8275862068965516,2.57834632786441,3.7777777777777777,2.5773586141493903,3.8461538461538463,2.611281322937507,3.95,2.6577264451553457,4.1875,2.7104700991004362,4.3,2.6153293199232652,4.222222222222222,2.5653180398873157,4.714285714285714,2.7367362666228816,4.6,2.489074868314064,4.5,2.53109183054518,4.333333333333333,2.6331336411879374,4.333333333333333,2.6331336411879374,5.0,3.0192500764631327,5.0,3.713080436032365,5.0,3.699718228291209
20,B0089TDTWK,h,4.166666666666667,2.6154879409328005,4.25,2.588393905137163,4.2,2.575512894164369,4.2,2.575512894164369,4.142857142857143,2.582796624975912,4.153846153846154,2.5942544728082115,4.153846153846154,2.5942544728082115,4.153846153846154,2.5942544728082115,4.083333333333333,2.5695370548369647,4.111111111111111,2.5633569316657603,4.5,2.6295972653364013,4.571428571428571,2.696797228447691,4.571428571428571,2.696797228447691,5.0,3.26774072520179,,,,,,,,,,,,,,,,,,,,,,
21,B004YZMKKU,h,4.2,2.8503717562025033,4.166666666666667,2.8328073588335876,4.170731707317073,2.8457121818096316,4.170731707317073,2.8457121818096316,4.153846153846154,2.844836118575495,4.131578947368421,2.8381964237933803,4.1891891891891895,2.8569161865941,4.166666666666667,2.868984496483119,4.323529411764706,2.9349845655947737,4.354838709677419,2.907919330838944,4.333333333333333,2.90518055794789,4.296296296296297,2.926883025520443,4.24,2.9185314845818313,4.24,2.9185314845818313,4.24,2.9185314845818313,4.217391304347826,2.9143838868729164,4.217391304347826,2.9143838868729164,4.25,2.950326132421048,4.2631578947368425,2.929459964058209,4.222222222222222,2.9269426438480313,4.25,2.9885089597791774,4.428571428571429,3.061298065929791,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
22,B00009YJSJ,h,4.5,2.70456633803681,4.5,2.73092386500897,4.5,2.702677245217311,4.538461538461538,2.70469385342257,4.529411764705882,2.7186340216644,4.515151515151516,2.729138033313669,4.551724137931035,2.749070049526832,4.478260869565218,2.8642833521632536,4.55,2.8756387721027528,4.533333333333333,2.929274203533465,4.5,2.909684063532186,4.461538461538462,2.8901780960247905,4.4,2.913951482427106,4.333333333333333,2.77428977095767,4.333333333333333,2.77428977095767,4.4,2.686796506196674,4.4,2.686796506196674,4.4,2.686796506196674,4.25,2.46383765630863,4.0,2.4920582483318254,3.5,2.1569344930816134,3.5,2.1569344930816134,3.5,2.1569344930816134,3.0,2.1645168840904123,3.0,2.135075794295715
23,B001UE7D2I,h,3.8840579710144927,2.631718126389784,3.9193548387096775,2.6205536697279745,3.9298245614035086,2.6470177080899635,3.9,2.6319528104455023,3.7906976744186047,2.6521469496977375,3.725,2.619145747870384,3.6216216216216215,2.617404517602128,3.586206896551724,2.562125268155767,3.740740740740741,2.604004398727452,3.857142857142857,2.6508926410252567,4.0,2.702448731246564,3.823529411764706,2.5556431819058982,3.9375,2.59152203781836,4.142857142857143,2.730679388964343,4.0,2.6154843256350215,4.0,2.581596445663682,4.0,2.581596445663682,3.888888888888889,2.594735360334451,4.166666666666667,2.677428870018538,4.2,2.716361994929219,3.6666666666666665,2.398471794954511,5.0,2.800718463398714,5.0,3.199967254068219,5.0,3.199967254068219,5.0,3.1812773435520803
24,B003V264WW,h,4.23,2.7865091126441888,4.197860962566845,2.7674922303420653,4.186440677966102,2.76134979559445,4.149700598802395,2.7557965591894984,4.196078431372549,2.7635115009741167,4.255172413793104,2.78921357103743,4.279411764705882,2.807819555846331,4.312,2.81079281616448,4.304347826086956,2.821429844779015,4.270833333333333,2.8039106005979066,4.2823529411764705,2.823737216990545,4.213333333333333,2.7808844904548518,4.149253731343284,2.75774741274791,4.0,2.7628409222522405,3.8461538461538463,2.7180980438761075,3.8125,2.6415474624410953,3.7037037037037037,2.6171252875945834,3.4782608695652173,2.5421972112996603,3.4285714285714284,2.5210092752239692,3.5294117647058822,2.5186121393744636,3.5294117647058822,2.5186121393744636,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
25,B002BFX6EO,h,4.827586206896552,2.7508656350214507,4.791666666666667,2.6799749815037064,4.904761904761905,2.7433936075207503,4.9,2.7240027724103175,4.894736842105263,2.699060382359675,4.857142857142857,2.669143442228372,4.857142857142857,2.669143442228372,4.846153846153846,2.714264429012222,4.916666666666667,2.7571491123395155,4.9,2.712735178152611,4.9,2.712735178152611,4.9,2.712735178152611,4.875,2.617481276594876,4.875,2.617481276594876,5.0,2.4883532047290964,5.0,2.4883532047290964,5.0,2.407796207714305,5.0,2.407796207714305,5.0,2.657054585093632,5.0,2.657054585093632,5.0,2.1634385239686527,5.0,2.1634385239686527,5.0,1.9824285735684573,5.0,1.9824285735684573,5.0,1.9510968435965843
26,B0009XH6TG,h,4.1530054644808745,2.7435244608759497,4.155688622754491,2.752324551278593,4.132911392405063,2.7399025608557657,4.121621621621622,2.742553018762862,4.139705882352941,2.729688182080195,4.131782945736434,2.733220825427998,4.145299145299146,2.7256620296342153,4.191304347826087,2.7447709926688493,4.201834862385321,2.7505894330549463,4.212121212121212,2.7374651394779486,4.191489361702128,2.7319584012580793,4.218390804597701,2.736598192376088,4.148648648648648,2.7412051487274285,4.175438596491228,2.7824926735185285,4.2272727272727275,2.826875701575244,4.297297297297297,2.851471851594585,4.193548387096774,2.7886617573152113,4.296296296296297,2.812555201522786,4.260869565217392,2.771954534570129,4.368421052631579,2.896567094542769,4.2,2.8679960629578587,3.888888888888889,2.837082318277754,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
27,B00092M2X2,h,3.4375,2.498594306523758,3.3333333333333335,2.5095257666153437,3.3076923076923075,2.376483634097265,3.1666666666666665,2.3752377970892447,3.1666666666666665,2.3752377970892447,3.1666666666666665,2.3752377970892447,3.1666666666666665,2.3752377970892447,3.1818181818181817,2.3769552011533044,3.3,2.4107232558351526,3.3,2.4107232558351526,3.4444444444444446,2.527193129519186,3.4444444444444446,2.527193129519186,3.25,2.43599593118363,2.6,2.5225297544863996,3.6666666666666665,2.9835811213512202,3.6666666666666665,2.9835811213512202,3.6666666666666665,2.9835811213512202,3.0,2.898788537639967,5.0,2.962676514554666,5.0,2.962676514554666,5.0,2.962676514554666,5.0,2.962676514554666,5.0,2.962676514554666,5.0,2.962676514554666,5.0,2.9415227918118663
28,B00132ZG3U,h,4.263736263736264,2.743342628861174,4.293413173652695,2.7353207925837557,4.294871794871795,2.732663350670977,4.304054054054054,2.7350133352392483,4.350364963503649,2.7481277901480015,4.346153846153846,2.7420836995039144,4.330645161290323,2.747187379066752,4.361344537815126,2.761894717843549,4.372727272727273,2.7680582036815773,4.349514563106796,2.761216134910536,4.358695652173913,2.7616457748870378,4.337662337662338,2.7521310196549464,4.2615384615384615,2.7712623949979167,4.26530612244898,2.7382527056783372,4.324324324324325,2.780603375038569,4.379310344827586,2.8126217955907866,4.181818181818182,2.724560056940909,4.222222222222222,2.7436148106768563,4.125,2.7511065187396553,4.125,2.7511065187396553,4.076923076923077,2.702940858271814,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
29,B00APV7OWG,h,4.575757575757576,2.919886702064656,4.592592592592593,2.915819949743077,4.622222222222222,2.979043161964512,4.7368421052631575,2.9868847144365036,4.655172413793103,2.978246782032519,4.904761904761905,3.0102628467744674,4.894736842105263,3.0465141957095434,4.882352941176471,3.0204346865320346,4.75,2.972783275794142,5.0,3.0085835875444715,5.0,3.127780218741038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,B00132ZG3U,h,4.263736263736264,2.743342628861174,4.293413173652695,2.7353207925837557,4.294871794871795,2.732663350670977,4.304054054054054,2.7350133352392483,4.350364963503649,2.7481277901480015,4.346153846153846,2.7420836995039144,4.330645161290323,2.747187379066752,4.361344537815126,2.761894717843549,4.372727272727273,2.7680582036815773,4.349514563106796,2.761216134910536,4.358695652173913,2.7616457748870378,4.337662337662338,2.7521310196549464,4.2615384615384615,2.7712623949979167,4.26530612244898,2.7382527056783372,4.324324324324325,2.780603375038569,4.379310344827586,2.8126217955907866,4.181818181818182,2.724560056940909,4.222222222222222,2.7436148106768563,4.125,2.7511065187396553,4.125,2.7511065187396553,4.076923076923077,2.702940858271814,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
31,B00005O0MZ,h,4.103703703703704,2.6532003908503015,4.094827586206897,2.631591004800308,4.142857142857143,2.6312086753268416,4.147368421052631,2.6139888839312087,4.155555555555556,2.589168159226224,4.136363636363637,2.5900327691075677,4.090909090909091,2.5806683161619173,4.0675675675675675,2.5840570468665964,4.043478260869565,2.5825660537283106,3.935483870967742,2.548913755296496,3.909090909090909,2.5644989073193294,3.877551020408163,2.5483242481370394,3.909090909090909,2.569432383986722,3.65625,2.511285029873312,3.56,2.4522497261103853,3.4285714285714284,2.4560841125036026,3.4285714285714284,2.4560841125036026,3.3529411764705883,2.4613083895388845,3.357142857142857,2.447095389428969,3.6363636363636362,2.531352534823352,3.875,2.666934650148573,4.142857142857143,2.828817747328924,4.4,2.878964560814209,4.25,2.807682545478131,4.0,2.5901338384530206
32,B0009XH6UU,h,4.4186046511627906,2.8326055838928914,4.390243902439025,2.83660475466825,4.461538461538462,2.8687147258081116,4.4324324324324325,2.8519455427785045,4.382352941176471,2.8480846933358155,4.363636363636363,2.837141774204689,4.363636363636363,2.837141774204689,4.310344827586207,2.821442600172973,4.2592592592592595,2.8220862388088657,4.142857142857143,2.9100393230197223,4.1,2.8797706515446073,4.0588235294117645,2.8208468026547444,4.0,2.8410897529172114,4.0,2.8410897529172114,3.75,2.710609904525797,3.8,2.7822040343079975,3.8,2.7822040343079975,3.8333333333333335,2.728286745121655,4.25,2.8089461332271264,4.25,2.8089461332271264,4.25,2.8089461332271264,4.25,2.8089461332271264,4.0,2.627580976608315,4.0,2.627580976608315,4.0,2.5065122064038685
33,B0043W2C48,h,4.153846153846154,2.6383318129306295,4.25,2.6669071149627905,4.25,2.6669071149627905,4.25,2.6669071149627905,4.2727272727272725,2.645883294464258,4.2,2.597569108528633,4.111111111111111,2.489908093613538,4.111111111111111,2.489908093613538,4.111111111111111,2.489908093613538,3.857142857142857,2.439873644467154,4.333333333333333,2.6382504911558957,4.4,2.54858175068914,4.4,2.54858175068914,4.0,2.3108930319461436,,,,,,,,,,,,,,,,,,,,,,
34,B0009XH6TG,h,4.1530054644808745,2.7435244608759497,4.155688622754491,2.752324551278593,4.132911392405063,2.7399025608557657,4.121621621621622,2.742553018762862,4.139705882352941,2.729688182080195,4.131782945736434,2.733220825427998,4.145299145299146,2.7256620296342153,4.191304347826087,2.7447709926688493,4.201834862385321,2.7505894330549463,4.212121212121212,2.7374651394779486,4.191489361702128,2.7319584012580793,4.218390804597701,2.736598192376088,4.148648648648648,2.7412051487274285,4.175438596491228,2.7824926735185285,4.2272727272727275,2.826875701575244,4.297297297297297,2.851471851594585,4.193548387096774,2.7886617573152113,4.296296296296297,2.812555201522786,4.260869565217392,2.771954534570129,4.368421052631579,2.896567094542769,4.2,2.8679960629578587,3.888888888888889,2.837082318277754,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
35,B008O1V33A,h,4.111111111111111,2.8196930559417703,4.113636363636363,2.820535408004808,4.2439024390243905,2.8763813409544823,4.3076923076923075,2.8610267706113364,4.4324324324324325,2.868883690800808,4.4324324324324325,2.868883690800808,4.416666666666667,2.8777899256382837,4.382352941176471,2.857601244274429,4.517241379310345,2.9079455952283615,4.517241379310345,2.9079455952283615,4.56,2.961623120447097,4.545454545454546,2.979404111629715,4.631578947368421,2.9737544964774427,4.588235294117647,2.950245803717938,4.666666666666667,2.9541708589766635,4.666666666666667,2.9737067163742115,4.0,2.966158457800041,,,,,,,,,,,,,,,,
36,B0009XH6V4,h,4.366666666666666,2.709916896400511,4.3584905660377355,2.697963467098005,4.446808510638298,2.737030832158955,4.456521739130435,2.7460898550171766,4.431818181818182,2.713918119570973,4.45,2.722677220087339,4.435897435897436,2.732657945836298,4.371428571428571,2.738473452575758,4.424242424242424,2.766735321100403,4.4,2.7637624908603167,4.481481481481482,2.786324209074655,4.391304347826087,2.7587657093925237,4.421052631578948,2.7323550397619996,4.375,2.6547764840319337,4.2727272727272725,2.6707110491762744,4.111111111111111,2.557464620223369,4.111111111111111,2.557464620223369,4.0,2.4152315665754216,3.857142857142857,2.4242451775369847,3.857142857142857,2.4242451775369847,4.166666666666667,2.482681802167228,4.6,2.62704161919921,4.75,2.472120915233297,4.666666666666667,2.537549523340202,5.0,3.076773567240941
