,product_id,product_type,2014_6_star_rating,2014_6_eval_score,2014_5_star_rating,2014_5_eval_score,2014_4_star_rating,2014_4_eval_score,2014_3_star_rating,2014_3_eval_score,2014_2_star_rating,2014_2_eval_score,2014_1_star_rating,2014_1_eval_score,2013_12_star_rating,2013_12_eval_score,2013_11_star_rating,2013_11_eval_score,2013_10_star_rating,2013_10_eval_score,2013_9_star_rating,2013_9_eval_score,2013_8_star_rating,2013_8_eval_score,2013_7_star_rating,2013_7_eval_score,2013_6_star_rating,2013_6_eval_score,2013_5_star_rating,2013_5_eval_score,2013_4_star_rating,2013_4_eval_score,2013_3_star_rating,2013_3_eval_score,2013_2_star_rating,2013_2_eval_score,2013_1_star_rating,2013_1_eval_score,2012_12_star_rating,2012_12_eval_score,2012_11_star_rating,2012_11_eval_score,2012_10_star_rating,2012_10_eval_score,2012_9_star_rating,2012_9_eval_score,2012_8_star_rating,2012_8_eval_score,2012_7_star_rating,2012_7_eval_score,2012_6_star_rating,2012_6_eval_score,2012_5_star_rating,2012_5_eval_score,2012_4_star_rating,2012_4_eval_score,2012_3_star_rating,2012_3_eval_score,2012_2_star_rating,2012_2_eval_score,2012_1_star_rating,2012_1_eval_score
10,B00132ZG3U,h,4.269230769230769,2.7230777229731036,4.278026905829597,2.7228942086221943,4.273584905660377,2.719702894238955,4.292079207920792,2.736501052355944,4.278947368421052,2.7423073874911252,4.263736263736264,2.743342628861174,4.293413173652695,2.7353207925837557,4.294871794871795,2.732663350670977,4.304054054054054,2.7350133352392483,4.350364963503649,2.7481277901480015,4.346153846153846,2.7420836995039144,4.330645161290323,2.747187379066752,4.361344537815126,2.761894717843549,4.372727272727273,2.7680582036815773,4.349514563106796,2.761216134910536,4.358695652173913,2.7616457748870378,4.337662337662338,2.7521310196549464,4.2615384615384615,2.7712623949979167,4.26530612244898,2.7382527056783372,4.324324324324325,2.780603375038569,4.379310344827586,2.8126217955907866,4.181818181818182,2.724560056940909,4.222222222222222,2.7436148106768563,4.125,2.7511065187396553,4.125,2.7511065187396553,4.076923076923077,2.702940858271814,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
11,B0012DL8B4,h,4.275862068965517,2.5431289871635734,4.296296296296297,2.532024272744282,4.346153846153846,2.5434951726870154,4.32,2.514710708320175,4.571428571428571,2.551972989100685,4.578947368421052,2.56258399850201,4.529411764705882,2.4934517494052195,4.5,2.5005642321736627,4.5,2.5005642321736627,4.416666666666667,2.5456413081850027,4.545454545454546,2.610125728717287,4.545454545454546,2.610125728717287,4.6,2.5742155679976717,4.666666666666667,2.535832545305909,4.625,2.5389328008031393,4.625,2.5389328008031393,4.571428571428571,2.5630835303718067,4.5,2.5029011121632543,4.4,2.336797198059511,5.0,2.5903790527500443,5.0,2.5903790527500443,5.0,2.5903790527500443,5.0,2.5903790527500443,5.0,2.5903790527500443,5.0,2.5903790527500443,5.0,2.5903790527500443,5.0,2.9357781699461647,5.0,2.9357781699461647,5.0,2.9357781699461647,,
12,B00006IV22,h,4.333333333333333,2.7362268584595055,4.288888888888889,2.7464386004509374,4.3023255813953485,2.718593830154263,4.333333333333333,2.723347906366184,4.282051282051282,2.6955390282191125,4.27027027027027,2.6579994039405808,4.21875,2.6390705526922167,4.178571428571429,2.63937259765623,4.148148148148148,2.6025091548521058,4.043478260869565,2.5356670609822576,4.0,2.5637746209607806,3.9473684210526314,2.5099282110030288,3.9411764705882355,2.493025478005741,3.9411764705882355,2.493025478005741,3.9411764705882355,2.493025478005741,3.933333333333333,2.5045315298015716,3.9,2.547288700120731,3.888888888888889,2.5901845027112587,4.285714285714286,2.506500706657742,4.0,2.6154739787337205,3.3333333333333335,2.5866424647053816,3.3333333333333335,2.5866424647053816,2.5,2.2223446914691527,2.5,2.2223446914691527,2.5,2.2223446914691527,2.5,2.2223446914691527,2.5,2.2223446914691527,4.0,2.362118768899986,4.0,2.362118768899986,4.0,2.3347293981938764
13,B00070E8IS,h,4.488372093023256,2.942517478568549,4.45,2.9457860746579994,4.461538461538462,2.94712826844124,4.444444444444445,2.9376170916738804,4.470588235294118,2.9333528479778304,4.484848484848484,2.9321203138684266,4.46875,2.9346653366823654,4.551724137931035,2.9854961208600947,4.551724137931035,2.9854961208600947,4.518518518518518,2.9761192818189413,4.458333333333333,2.940815286981846,4.454545454545454,2.9532058398823473,4.454545454545454,2.9532058398823473,4.368421052631579,2.9480028124879887,4.411764705882353,2.959518514504203,4.411764705882353,2.959518514504203,4.411764705882353,2.959518514504203,4.4,3.0147834521635413,4.444444444444445,2.965788261677117,4.428571428571429,2.9182569760684522,4.25,2.7317732198699956,3.5,2.442200008498168,3.0,1.7631345220569212,3.0,1.7631345220569212,3.0,1.7631345220569212,3.0,1.7631345220569212,3.0,1.7631345220569212,3.0,1.7631345220569212,3.0,1.7631345220569212,3.0,1.7295258411747187
14,B0009XH6TG,h,4.2073170731707314,2.7631272326503153,4.190677966101695,2.7525801834638495,4.1731601731601735,2.7567147631106623,4.15,2.7401830408221985,4.175879396984925,2.7509597440653932,4.1530054644808745,2.7435244608759497,4.155688622754491,2.752324551278593,4.132911392405063,2.7399025608557657,4.121621621621622,2.742553018762862,4.139705882352941,2.729688182080195,4.131782945736434,2.733220825427998,4.145299145299146,2.7256620296342153,4.191304347826087,2.7447709926688493,4.201834862385321,2.7505894330549463,4.212121212121212,2.7374651394779486,4.191489361702128,2.7319584012580793,4.218390804597701,2.736598192376088,4.148648648648648,2.7412051487274285,4.175438596491228,2.7824926735185285,4.2272727272727275,2.826875701575244,4.297297297297297,2.851471851594585,4.193548387096774,2.7886617573152113,4.296296296296297,2.812555201522786,4.260869565217392,2.771954534570129,4.368421052631579,2.896567094542769,4.2,2.8679960629578587,3.888888888888889,2.837082318277754,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
15,B00005O0MZ,h,4.1415094339622645,2.664739030121993,4.105527638190955,2.6461719444292044,4.110497237569061,2.644483956680207,4.064705882352941,2.6288974316648077,4.097402597402597,2.6587496819444434,4.103703703703704,2.6532003908503015,4.094827586206897,2.631591004800308,4.142857142857143,2.6312086753268416,4.147368421052631,2.6139888839312087,4.155555555555556,2.589168159226224,4.136363636363637,2.5900327691075677,4.090909090909091,2.5806683161619173,4.0675675675675675,2.5840570468665964,4.043478260869565,2.5825660537283106,3.935483870967742,2.548913755296496,3.909090909090909,2.5644989073193294,3.877551020408163,2.5483242481370394,3.909090909090909,2.569432383986722,3.65625,2.511285029873312,3.56,2.4522497261103853,3.4285714285714284,2.4560841125036026,3.4285714285714284,2.4560841125036026,3.3529411764705883,2.4613083895388845,3.357142857142857,2.447095389428969,3.6363636363636362,2.531352534823352,3.875,2.666934650148573,4.142857142857143,2.828817747328924,4.4,2.878964560814209,4.25,2.807682545478131,4.0,2.5901338384530206
16,B0009XH6TG,h,4.2073170731707314,2.7631272326503153,4.190677966101695,2.7525801834638495,4.1731601731601735,2.7567147631106623,4.15,2.7401830408221985,4.175879396984925,2.7509597440653932,4.1530054644808745,2.7435244608759497,4.155688622754491,2.752324551278593,4.132911392405063,2.7399025608557657,4.121621621621622,2.742553018762862,4.139705882352941,2.729688182080195,4.131782945736434,2.733220825427998,4.145299145299146,2.7256620296342153,4.191304347826087,2.7447709926688493,4.201834862385321,2.7505894330549463,4.212121212121212,2.7374651394779486,4.191489361702128,2.7319584012580793,4.218390804597701,2.736598192376088,4.148648648648648,2.7412051487274285,4.175438596491228,2.7824926735185285,4.2272727272727275,2.826875701575244,4.297297297297297,2.851471851594585,4.193548387096774,2.7886617573152113,4.296296296296297,2.812555201522786,4.260869565217392,2.771954534570129,4.368421052631579,2.896567094542769,4.2,2.8679960629578587,3.888888888888889,2.837082318277754,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
17,B003V264WW,h,4.204819277108434,2.797562817879996,4.233333333333333,2.8079261024792315,4.223684210526316,2.7924961890929594,4.2304147465437785,2.8048705426387976,4.240196078431373,2.792689063804615,4.23,2.7865091126441888,4.197860962566845,2.7674922303420653,4.186440677966102,2.76134979559445,4.149700598802395,2.7557965591894984,4.196078431372549,2.7635115009741167,4.255172413793104,2.78921357103743,4.279411764705882,2.807819555846331,4.312,2.81079281616448,4.304347826086956,2.821429844779015,4.270833333333333,2.8039106005979066,4.2823529411764705,2.823737216990545,4.213333333333333,2.7808844904548518,4.149253731343284,2.75774741274791,4.0,2.7628409222522405,3.8461538461538463,2.7180980438761075,3.8125,2.6415474624410953,3.7037037037037037,2.6171252875945834,3.4782608695652173,2.5421972112996603,3.4285714285714284,2.5210092752239692,3.5294117647058822,2.5186121393744636,3.5294117647058822,2.5186121393744636,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
18,B0009XH6WI,h,3.8241758241758244,2.571164057531091,3.842696629213483,2.5724314517617275,3.823529411764706,2.5719005579774503,3.8072289156626504,2.5672234923139508,3.7848101265822787,2.5889495790877866,3.763157894736842,2.577929807962278,3.76,2.572756822493908,3.75,2.568134701900939,3.71875,2.568451637403644,3.7049180327868854,2.566536041819735,3.706896551724138,2.552343880845938,3.8545454545454545,2.5725257217293134,3.875,2.5503091565190434,3.909090909090909,2.542051979618725,3.9743589743589745,2.5657576502507053,3.942857142857143,2.535341520517644,3.923076923076923,2.445878550661357,3.9583333333333335,2.4981325458673265,3.909090909090909,2.48901592163887,3.7058823529411766,2.3683619400870164,3.7058823529411766,2.3683619400870164,3.7058823529411766,2.3683619400870164,3.6666666666666665,2.353213179794351,3.7857142857142856,2.400213572237269,3.6923076923076925,2.35801281171491,4.0,2.4315259067561596,4.0,2.2001931262455106,4.5,2.4176943336487,4.5,2.4176943336487,5.0,2.5618677089010737
19,B009ZPMPGI,h,3.125,2.1825369447005016,3.0,2.1530949449976102,2.5,2.057518047358127,3.0,2.108904416673045,3.0,2.228222447739163,1.0,1.5700669093230222,1.0,1.5700669093230222,1.0,1.5700669093230222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,B000K7JLGM,h,3.0,2.1791821476546342,2.7142857142857144,2.1184983701642723,2.7142857142857144,2.1184983701642723,2.7142857142857144,2.1184983701642723,2.769230769230769,2.0929278450392887,2.769230769230769,2.0929278450392887,2.769230769230769,2.0929278450392887,2.5833333333333335,2.0033693502593355,2.5833333333333335,2.0033693502593355,2.5833333333333335,2.0033693502593355,2.5833333333333335,2.0033693502593355,2.5833333333333335,2.0033693502593355,2.6363636363636362,1.986314757756535,2.6363636363636362,1.986314757756535,2.6363636363636362,1.986314757756535,2.8,2.0605102297679627,2.5555555555555554,2.045203249335123,2.5555555555555554,2.045203249335123,1.3333333333333333,1.783978427315784,1.4,1.9132128658111203,1.4,1.9132128658111203,1.4,1.9132128658111203,1.4,1.9132128658111203,1.25,1.8945092106424588,1.25,1.8945092106424588,1.25,1.8945092106424588,1.3333333333333333,2.0593826150093713,1.0,1.8942861438727439,1.0,1.8942861438727439,1.0,2.2983779529418253
21,B00132ZG3U,h,4.269230769230769,2.7230777229731036,4.278026905829597,2.7228942086221943,4.273584905660377,2.719702894238955,4.292079207920792,2.736501052355944,4.278947368421052,2.7423073874911252,4.263736263736264,2.743342628861174,4.293413173652695,2.7353207925837557,4.294871794871795,2.732663350670977,4.304054054054054,2.7350133352392483,4.350364963503649,2.7481277901480015,4.346153846153846,2.7420836995039144,4.330645161290323,2.747187379066752,4.361344537815126,2.761894717843549,4.372727272727273,2.7680582036815773,4.349514563106796,2.761216134910536,4.358695652173913,2.7616457748870378,4.337662337662338,2.7521310196549464,4.2615384615384615,2.7712623949979167,4.26530612244898,2.7382527056783372,4.324324324324325,2.780603375038569,4.379310344827586,2.8126217955907866,4.181818181818182,2.724560056940909,4.222222222222222,2.7436148106768563,4.125,2.7511065187396553,4.125,2.7511065187396553,4.076923076923077,2.702940858271814,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
22,B000BFJJ7E,h,3.36,2.4722343847481856,3.4583333333333335,2.4840632041797472,3.4583333333333335,2.4840632041797472,3.5652173913043477,2.5185858373585326,3.619047619047619,2.5585289186753606,3.75,2.5772690716509086,3.764705882352941,2.540359869750153,3.764705882352941,2.540359869750153,3.9375,2.55786821253259,3.7857142857142856,2.549929000810933,3.7857142857142856,2.549929000810933,3.9166666666666665,2.5823593208719897,3.8181818181818183,2.533883822715661,3.9,2.5345626657473934,3.9,2.5345626657473934,4.0,2.5461121727634404,4.0,2.5461121727634404,4.0,2.5461121727634404,3.8333333333333335,2.5068636397217636,3.25,2.5737627577703837,3.25,2.5737627577703837,3.5,2.5792843723270558,3.5,2.5792843723270558,3.5,2.5792843723270558,2.0,1.8986329295434383,2.0,1.8986329295434383,2.0,1.8986329295434383,2.0,1.8986329295434383,2.0,1.8986329295434383,2.0,1.8664311414617838
23,B00092M38G,h,3.2666666666666666,2.2256526582328444,3.4615384615384617,2.3206114913399207,3.4615384615384617,2.3206114913399207,3.4615384615384617,2.3206114913399207,3.1818181818181817,2.2920106179364943,3.1818181818181817,2.2920106179364943,3.1818181818181817,2.2920106179364943,3.1,2.250582421261613,3.1,2.250582421261613,2.888888888888889,2.1773452547469416,2.875,2.179637997597081,3.0,2.167753268501558,3.0,2.167753268501558,3.0,2.167753268501558,3.0,2.167753268501558,3.0,2.167753268501558,3.0,2.167753268501558,3.0,2.167753268501558,3.3333333333333335,2.3473232202939776,3.3333333333333335,2.3473232202939776,3.3333333333333335,2.3473232202939776,3.0,2.3583302565377138,3.0,2.3583302565377138,3.0,2.3583302565377138,3.0,2.3583302565377138,3.5,2.3979675559090596,4.5,2.54582859223353,4.5,2.54582859223353,,,,
24,B003V264WW,h,4.204819277108434,2.797562817879996,4.233333333333333,2.8079261024792315,4.223684210526316,2.7924961890929594,4.2304147465437785,2.8048705426387976,4.240196078431373,2.792689063804615,4.23,2.7865091126441888,4.197860962566845,2.7674922303420653,4.186440677966102,2.76134979559445,4.149700598802395,2.7557965591894984,4.196078431372549,2.7635115009741167,4.255172413793104,2.78921357103743,4.279411764705882,2.807819555846331,4.312,2.81079281616448,4.304347826086956,2.821429844779015,4.270833333333333,2.8039106005979066,4.2823529411764705,2.823737216990545,4.213333333333333,2.7808844904548518,4.149253731343284,2.75774741274791,4.0,2.7628409222522405,3.8461538461538463,2.7180980438761075,3.8125,2.6415474624410953,3.7037037037037037,2.6171252875945834,3.4782608695652173,2.5421972112996603,3.4285714285714284,2.5210092752239692,3.5294117647058822,2.5186121393744636,3.5294117647058822,2.5186121393744636,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
25,B0018C3V5A,h,4.583333333333333,2.815268036314548,4.571428571428571,2.8105747462633213,4.633333333333334,2.8492926502954328,4.607142857142857,2.821260749280432,4.592592592592593,2.8384224067351216,4.625,2.8748758218733608,4.625,2.8748758218733608,4.619047619047619,2.856580909617978,4.666666666666667,2.9220032569653585,4.647058823529412,2.925091330161269,4.647058823529412,2.925091330161269,4.75,2.9994001108204396,4.733333333333333,3.012460099246297,4.714285714285714,3.0008551239924572,4.916666666666667,3.080475954270094,4.9,3.08339797571625,5.0,3.0977765919688505,5.0,3.2338974188338065,5.0,3.2338974188338065,5.0,3.2338974188338065,5.0,3.2303514328651497,5.0,3.262146214420276,5.0,3.304493461854187,5.0,3.0211316677658067,,,,,,,,,,,,
26,B0009XH6TG,h,4.2073170731707314,2.7631272326503153,4.190677966101695,2.7525801834638495,4.1731601731601735,2.7567147631106623,4.15,2.7401830408221985,4.175879396984925,2.7509597440653932,4.1530054644808745,2.7435244608759497,4.155688622754491,2.752324551278593,4.132911392405063,2.7399025608557657,4.121621621621622,2.742553018762862,4.139705882352941,2.729688182080195,4.131782945736434,2.733220825427998,4.145299145299146,2.7256620296342153,4.191304347826087,2.7447709926688493,4.201834862385321,2.7505894330549463,4.212121212121212,2.7374651394779486,4.191489361702128,2.7319584012580793,4.218390804597701,2.736598192376088,4.148648648648648,2.7412051487274285,4.175438596491228,2.7824926735185285,4.2272727272727275,2.826875701575244,4.297297297297297,2.851471851594585,4.193548387096774,2.7886617573152113,4.296296296296297,2.812555201522786,4.260869565217392,2.771954534570129,4.368421052631579,2.896567094542769,4.2,2.8679960629578587,3.888888888888889,2.837082318277754,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
27,B001UE7D2I,h,3.9150943396226414,2.6392443266851444,3.9381443298969074,2.6514334427958737,3.9069767441860463,2.6173662068084713,3.902439024390244,2.6271173575873945,3.9452054794520546,2.652141220343098,3.8840579710144927,2.631718126389784,3.9193548387096775,2.6205536697279745,3.9298245614035086,2.6470177080899635,3.9,2.6319528104455023,3.7906976744186047,2.6521469496977375,3.725,2.619145747870384,3.6216216216216215,2.617404517602128,3.586206896551724,2.562125268155767,3.740740740740741,2.604004398727452,3.857142857142857,2.6508926410252567,4.0,2.702448731246564,3.823529411764706,2.5556431819058982,3.9375,2.59152203781836,4.142857142857143,2.730679388964343,4.0,2.6154843256350215,4.0,2.581596445663682,4.0,2.581596445663682,3.888888888888889,2.594735360334451,4.166666666666667,2.677428870018538,4.2,2.716361994929219,3.6666666666666665,2.398471794954511,5.0,2.800718463398714,5.0,3.199967254068219,5.0,3.199967254068219,5.0,3.1812773435520803
