,product_id,product_type,2013_8_star_rating,2013_8_eval_score,2013_7_star_rating,2013_7_eval_score,2013_6_star_rating,2013_6_eval_score,2013_5_star_rating,2013_5_eval_score,2013_4_star_rating,2013_4_eval_score,2013_3_star_rating,2013_3_eval_score,2013_2_star_rating,2013_2_eval_score,2013_1_star_rating,2013_1_eval_score,2012_12_star_rating,2012_12_eval_score,2012_11_star_rating,2012_11_eval_score,2012_10_star_rating,2012_10_eval_score,2012_9_star_rating,2012_9_eval_score,2012_8_star_rating,2012_8_eval_score,2012_7_star_rating,2012_7_eval_score,2012_6_star_rating,2012_6_eval_score,2012_5_star_rating,2012_5_eval_score,2012_4_star_rating,2012_4_eval_score,2012_3_star_rating,2012_3_eval_score,2012_2_star_rating,2012_2_eval_score,2012_1_star_rating,2012_1_eval_score
15,B005GSZB3M,m,4.0,3.0047369732504845,3.9444444444444446,3.0002180616709113,3.7333333333333334,2.9623079153848586,3.5384615384615383,2.892667891461941,3.4545454545454546,2.9196628912249087,3.3,2.893106090192574,3.4444444444444446,2.9160089384963745,3.7142857142857144,2.9464478618008925,4.0,3.0427245046431652,3.3333333333333335,2.857479434105022,4.5,3.1829885742521475,4.5,3.1829885742521475,4.5,3.1829885742521475,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,,,,,,
16,B000W3JHHM,m,2.310344827586207,2.3584589225437207,2.3703703703703702,2.3692431214616194,2.4166666666666665,2.3382945029803173,2.3636363636363638,2.3196889041402384,2.25,2.257998571575325,2.1052631578947367,2.2141152416412684,2.1052631578947367,2.2141152416412684,2.235294117647059,2.214299360426967,2.2142857142857144,2.110361746403359,2.1818181818181817,2.0699781126594905,2.1818181818181817,2.0699781126594905,2.2,2.0758818947862503,2.0,2.0216539002253584,2.6,2.1762112525095567,2.6,2.1762112525095567,2.6,2.1762112525095567,2.75,2.3797394979772886,3.3333333333333335,2.981110123382877,3.5,2.9624629601586174,5.0,3.236602132109809
17,B0058CLNBU,m,1.7567567567567568,2.3382847510718077,1.7941176470588236,2.354599644150512,1.84375,2.3493413578735223,1.9,2.3767942941282207,1.8214285714285714,2.3543994251139315,1.8846153846153846,2.3667655646114554,1.8846153846153846,2.3667655646114554,1.826086956521739,2.336653142253902,1.7619047619047619,2.317301409155138,1.6111111111111112,2.3298975537228976,1.5,2.389174150097602,1.7,2.426449215260849,1.875,2.397319875407304,1.8,2.427258161260985,2.0,2.437790669898419,2.0,2.437790669898419,3.0,2.970119191534139,,,,,,
18,B007V7G5TU,m,2.5,3.0905946100044406,2.5,3.0905946100044406,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,1.0,2.655439462559199,,,,,,,,,,
19,B005GSZB3M,m,4.0,3.0047369732504845,3.9444444444444446,3.0002180616709113,3.7333333333333334,2.9623079153848586,3.5384615384615383,2.892667891461941,3.4545454545454546,2.9196628912249087,3.3,2.893106090192574,3.4444444444444446,2.9160089384963745,3.7142857142857144,2.9464478618008925,4.0,3.0427245046431652,3.3333333333333335,2.857479434105022,4.5,3.1829885742521475,4.5,3.1829885742521475,4.5,3.1829885742521475,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,,,,,,
20,B0058CLNC4,m,4.0,2.369959244076022,4.0,2.369959244076022,5.0,2.8974102150154204,5.0,2.8974102150154204,5.0,2.8974102150154204,5.0,2.8974102150154204,5.0,2.8974102150154204,5.0,2.8974102150154204,5.0,2.8974102150154204,5.0,2.8974102150154204,5.0,2.8974102150154204,,,,,,,,,,,,,,,,,,
21,B0058CLNBU,m,1.7567567567567568,2.3382847510718077,1.7941176470588236,2.354599644150512,1.84375,2.3493413578735223,1.9,2.3767942941282207,1.8214285714285714,2.3543994251139315,1.8846153846153846,2.3667655646114554,1.8846153846153846,2.3667655646114554,1.826086956521739,2.336653142253902,1.7619047619047619,2.317301409155138,1.6111111111111112,2.3298975537228976,1.5,2.389174150097602,1.7,2.426449215260849,1.875,2.397319875407304,1.8,2.427258161260985,2.0,2.437790669898419,2.0,2.437790669898419,3.0,2.970119191534139,,,,,,
22,B005GSZB9Q,m,4.37037037037037,3.031568686149359,4.37037037037037,3.031568686149359,4.36,2.989767295900882,4.473684210526316,2.9798964885567694,4.411764705882353,3.0364018078468873,4.538461538461538,3.0581286391759126,4.538461538461538,3.0581286391759126,4.7272727272727275,3.0667556742384257,4.7,3.118139652223175,4.666666666666667,3.1051222862627146,4.666666666666667,3.1051222862627146,4.625,3.0056448967017273,4.8,3.2284466130798464,4.75,3.1896750291176197,4.666666666666667,3.332628682447731,4.5,3.673914908006467,4.0,3.781818921634944,4.0,4.485859815986922,4.0,4.485859815986922,,
23,B000W3JHHM,m,2.310344827586207,2.3584589225437207,2.3703703703703702,2.3692431214616194,2.4166666666666665,2.3382945029803173,2.3636363636363638,2.3196889041402384,2.25,2.257998571575325,2.1052631578947367,2.2141152416412684,2.1052631578947367,2.2141152416412684,2.235294117647059,2.214299360426967,2.2142857142857144,2.110361746403359,2.1818181818181817,2.0699781126594905,2.1818181818181817,2.0699781126594905,2.2,2.0758818947862503,2.0,2.0216539002253584,2.6,2.1762112525095567,2.6,2.1762112525095567,2.6,2.1762112525095567,2.75,2.3797394979772886,3.3333333333333335,2.981110123382877,3.5,2.9624629601586174,5.0,3.236602132109809
24,B005JA0AII,m,2.0,2.3579939978081295,2.0,2.3579939978081295,3.0,2.6005253296086828,3.0,2.6005253296086828,3.0,2.6005253296086828,3.0,3.039766199988488,3.0,3.039766199988488,3.0,3.039766199988488,3.0,3.039766199988488,3.0,3.039766199988488,3.0,3.039766199988488,,,,,,,,,,,,,,,,,,
25,B000A7B4D0,m,3.5,2.670195439230839,3.5,2.670195439230839,3.7777777777777777,2.7486008333907677,3.7777777777777777,2.7486008333907677,3.625,2.7131810018405953,3.625,2.7131810018405953,3.625,2.7131810018405953,3.4,2.7537456885132547,3.4,2.7537456885132547,3.4,2.7537456885132547,3.75,2.648115361051655,3.3333333333333335,2.446878449787909,3.3333333333333335,2.446878449787909,3.3333333333333335,2.446878449787909,3.3333333333333335,2.446878449787909,3.3333333333333335,2.446878449787909,3.3333333333333335,2.446878449787909,5.0,3.07632722233668,,,,
26,B005GSZB3M,m,4.0,3.0047369732504845,3.9444444444444446,3.0002180616709113,3.7333333333333334,2.9623079153848586,3.5384615384615383,2.892667891461941,3.4545454545454546,2.9196628912249087,3.3,2.893106090192574,3.4444444444444446,2.9160089384963745,3.7142857142857144,2.9464478618008925,4.0,3.0427245046431652,3.3333333333333335,2.857479434105022,4.5,3.1829885742521475,4.5,3.1829885742521475,4.5,3.1829885742521475,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,,,,,,
27,B0058CLNBU,m,1.7567567567567568,2.3382847510718077,1.7941176470588236,2.354599644150512,1.84375,2.3493413578735223,1.9,2.3767942941282207,1.8214285714285714,2.3543994251139315,1.8846153846153846,2.3667655646114554,1.8846153846153846,2.3667655646114554,1.826086956521739,2.336653142253902,1.7619047619047619,2.317301409155138,1.6111111111111112,2.3298975537228976,1.5,2.389174150097602,1.7,2.426449215260849,1.875,2.397319875407304,1.8,2.427258161260985,2.0,2.437790669898419,2.0,2.437790669898419,3.0,2.970119191534139,,,,,,
28,B001DEI9LY,m,3.6666666666666665,2.527427335352975,3.6666666666666665,2.527427335352975,3.0,2.4900163171531693,3.0,2.4900163171531693,3.0,2.4900163171531693,3.0,2.4900163171531693,3.0,2.4900163171531693,3.0,2.4900163171531693,3.0,2.4900163171531693,3.0,2.4900163171531693,,,,,,,,,,,,,,,,,,,,
29,B005GSZB3M,m,4.0,3.0047369732504845,3.9444444444444446,3.0002180616709113,3.7333333333333334,2.9623079153848586,3.5384615384615383,2.892667891461941,3.4545454545454546,2.9196628912249087,3.3,2.893106090192574,3.4444444444444446,2.9160089384963745,3.7142857142857144,2.9464478618008925,4.0,3.0427245046431652,3.3333333333333335,2.857479434105022,4.5,3.1829885742521475,4.5,3.1829885742521475,4.5,3.1829885742521475,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,,,,,,
30,B000W3JHHM,m,2.310344827586207,2.3584589225437207,2.3703703703703702,2.3692431214616194,2.4166666666666665,2.3382945029803173,2.3636363636363638,2.3196889041402384,2.25,2.257998571575325,2.1052631578947367,2.2141152416412684,2.1052631578947367,2.2141152416412684,2.235294117647059,2.214299360426967,2.2142857142857144,2.110361746403359,2.1818181818181817,2.0699781126594905,2.1818181818181817,2.0699781126594905,2.2,2.0758818947862503,2.0,2.0216539002253584,2.6,2.1762112525095567,2.6,2.1762112525095567,2.6,2.1762112525095567,2.75,2.3797394979772886,3.3333333333333335,2.981110123382877,3.5,2.9624629601586174,5.0,3.236602132109809
31,B001QFYDSI,m,3.9166666666666665,2.9837001260007603,3.909090909090909,2.9387537778349637,3.6666666666666665,2.7857260768639334,3.857142857142857,2.874316137946158,3.6666666666666665,2.84093597176084,3.6666666666666665,2.84093597176084,3.4,2.6522850079443607,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,2.6666666666666665,2.255046312309597,2.6666666666666665,2.255046312309597,1.5,2.0878001474543924,1.5,2.0878001474543924,1.5,2.3631077106943073,,,,
32,B005JA0AII,m,2.0,2.3579939978081295,2.0,2.3579939978081295,3.0,2.6005253296086828,3.0,2.6005253296086828,3.0,2.6005253296086828,3.0,3.039766199988488,3.0,3.039766199988488,3.0,3.039766199988488,3.0,3.039766199988488,3.0,3.039766199988488,3.0,3.039766199988488,,,,,,,,,,,,,,,,,,
33,B00009V3X6,m,4.2,2.9874969512207077,4.25,2.8552275777445146,4.0,2.96368685527752,4.0,2.96368685527752,4.0,2.96368685527752,4.0,2.96368685527752,4.5,3.256537485193689,4.5,3.256537485193689,4.5,3.256537485193689,4.5,3.256537485193689,4.5,3.256537485193689,4.5,3.256537485193689,4.5,3.256537485193689,4.0,2.5355992735826076,4.0,2.5355992735826076,,,,,,,,,,
34,B001QFYDSI,m,3.9166666666666665,2.9837001260007603,3.909090909090909,2.9387537778349637,3.6666666666666665,2.7857260768639334,3.857142857142857,2.874316137946158,3.6666666666666665,2.84093597176084,3.6666666666666665,2.84093597176084,3.4,2.6522850079443607,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,2.6666666666666665,2.255046312309597,2.6666666666666665,2.255046312309597,1.5,2.0878001474543924,1.5,2.0878001474543924,1.5,2.3631077106943073,,,,
35,B005GSZB9Q,m,4.37037037037037,3.031568686149359,4.37037037037037,3.031568686149359,4.36,2.989767295900882,4.473684210526316,2.9798964885567694,4.411764705882353,3.0364018078468873,4.538461538461538,3.0581286391759126,4.538461538461538,3.0581286391759126,4.7272727272727275,3.0667556742384257,4.7,3.118139652223175,4.666666666666667,3.1051222862627146,4.666666666666667,3.1051222862627146,4.625,3.0056448967017273,4.8,3.2284466130798464,4.75,3.1896750291176197,4.666666666666667,3.332628682447731,4.5,3.673914908006467,4.0,3.781818921634944,4.0,4.485859815986922,4.0,4.485859815986922,,
36,B005OW6RFG,m,1.5714285714285714,2.011078448605631,1.6666666666666667,2.084534168867952,1.8,2.0603991658486187,1.8,2.0603991658486187,1.8,2.0603991658486187,1.0,1.9563794278714008,1.0,1.9563794278714008,1.0,1.9563794278714008,1.0,1.9563794278714008,1.0,1.9563794278714008,1.0,1.9563794278714008,1.0,1.9563794278714008,1.0,1.9563794278714008,1.0,1.9828678586079915,1.0,1.7494248725229355,1.0,1.7494248725229355,1.0,1.7494248725229355,,,,,,
37,B000W3JHHM,m,2.310344827586207,2.3584589225437207,2.3703703703703702,2.3692431214616194,2.4166666666666665,2.3382945029803173,2.3636363636363638,2.3196889041402384,2.25,2.257998571575325,2.1052631578947367,2.2141152416412684,2.1052631578947367,2.2141152416412684,2.235294117647059,2.214299360426967,2.2142857142857144,2.110361746403359,2.1818181818181817,2.0699781126594905,2.1818181818181817,2.0699781126594905,2.2,2.0758818947862503,2.0,2.0216539002253584,2.6,2.1762112525095567,2.6,2.1762112525095567,2.6,2.1762112525095567,2.75,2.3797394979772886,3.3333333333333335,2.981110123382877,3.5,2.9624629601586174,5.0,3.236602132109809
38,B0073YCGK8,m,4.0,2.926320610436455,4.0,2.926320610436455,4.0,2.926320610436455,4.0,3.0070088960175334,4.0,3.046641740809989,4.5,3.1757113677148623,4.333333333333333,3.1202476681184095,4.0,2.9510504128481285,4.0,2.9510504128481285,4.0,2.9510504128481285,,,,,,,,,,,,,,,,,,,,
39,B000W3JHHM,m,2.310344827586207,2.3584589225437207,2.3703703703703702,2.3692431214616194,2.4166666666666665,2.3382945029803173,2.3636363636363638,2.3196889041402384,2.25,2.257998571575325,2.1052631578947367,2.2141152416412684,2.1052631578947367,2.2141152416412684,2.235294117647059,2.214299360426967,2.2142857142857144,2.110361746403359,2.1818181818181817,2.0699781126594905,2.1818181818181817,2.0699781126594905,2.2,2.0758818947862503,2.0,2.0216539002253584,2.6,2.1762112525095567,2.6,2.1762112525095567,2.6,2.1762112525095567,2.75,2.3797394979772886,3.3333333333333335,2.981110123382877,3.5,2.9624629601586174,5.0,3.236602132109809
40,B001QFYDSI,m,3.9166666666666665,2.9837001260007603,3.909090909090909,2.9387537778349637,3.6666666666666665,2.7857260768639334,3.857142857142857,2.874316137946158,3.6666666666666665,2.84093597176084,3.6666666666666665,2.84093597176084,3.4,2.6522850079443607,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,3.25,2.3559575900692376,2.6666666666666665,2.255046312309597,2.6666666666666665,2.255046312309597,1.5,2.0878001474543924,1.5,2.0878001474543924,1.5,2.3631077106943073,,,,
41,B0043GDSR4,m,5.0,2.441843521365903,5.0,2.441843521365903,5.0,2.441843521365903,5.0,2.427256089963268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,B005GSZB9Q,m,4.37037037037037,3.031568686149359,4.37037037037037,3.031568686149359,4.36,2.989767295900882,4.473684210526316,2.9798964885567694,4.411764705882353,3.0364018078468873,4.538461538461538,3.0581286391759126,4.538461538461538,3.0581286391759126,4.7272727272727275,3.0667556742384257,4.7,3.118139652223175,4.666666666666667,3.1051222862627146,4.666666666666667,3.1051222862627146,4.625,3.0056448967017273,4.8,3.2284466130798464,4.75,3.1896750291176197,4.666666666666667,3.332628682447731,4.5,3.673914908006467,4.0,3.781818921634944,4.0,4.485859815986922,4.0,4.485859815986922,,
43,B005GSZB3M,m,4.0,3.0047369732504845,3.9444444444444446,3.0002180616709113,3.7333333333333334,2.9623079153848586,3.5384615384615383,2.892667891461941,3.4545454545454546,2.9196628912249087,3.3,2.893106090192574,3.4444444444444446,2.9160089384963745,3.7142857142857144,2.9464478618008925,4.0,3.0427245046431652,3.3333333333333335,2.857479434105022,4.5,3.1829885742521475,4.5,3.1829885742521475,4.5,3.1829885742521475,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,,,,,,
44,B005GSZB9Q,m,4.37037037037037,3.031568686149359,4.37037037037037,3.031568686149359,4.36,2.989767295900882,4.473684210526316,2.9798964885567694,4.411764705882353,3.0364018078468873,4.538461538461538,3.0581286391759126,4.538461538461538,3.0581286391759126,4.7272727272727275,3.0667556742384257,4.7,3.118139652223175,4.666666666666667,3.1051222862627146,4.666666666666667,3.1051222862627146,4.625,3.0056448967017273,4.8,3.2284466130798464,4.75,3.1896750291176197,4.666666666666667,3.332628682447731,4.5,3.673914908006467,4.0,3.781818921634944,4.0,4.485859815986922,4.0,4.485859815986922,,
45,B000W3JHHM,m,2.310344827586207,2.3584589225437207,2.3703703703703702,2.3692431214616194,2.4166666666666665,2.3382945029803173,2.3636363636363638,2.3196889041402384,2.25,2.257998571575325,2.1052631578947367,2.2141152416412684,2.1052631578947367,2.2141152416412684,2.235294117647059,2.214299360426967,2.2142857142857144,2.110361746403359,2.1818181818181817,2.0699781126594905,2.1818181818181817,2.0699781126594905,2.2,2.0758818947862503,2.0,2.0216539002253584,2.6,2.1762112525095567,2.6,2.1762112525095567,2.6,2.1762112525095567,2.75,2.3797394979772886,3.3333333333333335,2.981110123382877,3.5,2.9624629601586174,5.0,3.236602132109809
46,B0049OXU1O,m,2.090909090909091,2.3804647597858004,2.090909090909091,2.3804647597858004,2.090909090909091,2.3804647597858004,2.2,2.401200817405849,2.3333333333333335,2.4185647990377674,2.375,2.498927558386274,2.0,2.3037433542003933,2.0,2.3037433542003933,2.0,2.3037433542003933,2.0,2.3037433542003933,1.5,2.332660606119886,1.5,2.332660606119886,1.6666666666666667,2.259148045273669,2.0,2.1350293368977553,2.0,2.1350293368977553,1.0,2.182251620860966,,,,,,,,
47,B000UW1WW8,m,2.1666666666666665,2.5303636668955507,2.1666666666666665,2.5303636668955507,2.1666666666666665,2.5303636668955507,2.4,2.582064486539778,2.4,2.582064486539778,2.4,2.582064486539778,2.4,2.582064486539778,2.75,2.487209653405544,2.75,2.487209653405544,2.75,2.487209653405544,2.0,2.4376428421021608,2.0,2.4376428421021608,2.0,2.4376428421021608,2.0,2.4376428421021608,2.0,2.4376428421021608,2.0,2.4376428421021608,2.0,2.4376428421021608,1.0,2.643800273652013,,,,
48,B0058CLNBU,m,1.7567567567567568,2.3382847510718077,1.7941176470588236,2.354599644150512,1.84375,2.3493413578735223,1.9,2.3767942941282207,1.8214285714285714,2.3543994251139315,1.8846153846153846,2.3667655646114554,1.8846153846153846,2.3667655646114554,1.826086956521739,2.336653142253902,1.7619047619047619,2.317301409155138,1.6111111111111112,2.3298975537228976,1.5,2.389174150097602,1.7,2.426449215260849,1.875,2.397319875407304,1.8,2.427258161260985,2.0,2.437790669898419,2.0,2.437790669898419,3.0,2.970119191534139,,,,,,
49,B005GSZB9Q,m,4.37037037037037,3.031568686149359,4.37037037037037,3.031568686149359,4.36,2.989767295900882,4.473684210526316,2.9798964885567694,4.411764705882353,3.0364018078468873,4.538461538461538,3.0581286391759126,4.538461538461538,3.0581286391759126,4.7272727272727275,3.0667556742384257,4.7,3.118139652223175,4.666666666666667,3.1051222862627146,4.666666666666667,3.1051222862627146,4.625,3.0056448967017273,4.8,3.2284466130798464,4.75,3.1896750291176197,4.666666666666667,3.332628682447731,4.5,3.673914908006467,4.0,3.781818921634944,4.0,4.485859815986922,4.0,4.485859815986922,,
50,B007XZ8FNO,m,1.0,2.0556302641134074,1.0,2.51364966063268,1.0,2.51364966063268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,B005GSZB3M,m,4.0,3.0047369732504845,3.9444444444444446,3.0002180616709113,3.7333333333333334,2.9623079153848586,3.5384615384615383,2.892667891461941,3.4545454545454546,2.9196628912249087,3.3,2.893106090192574,3.4444444444444446,2.9160089384963745,3.7142857142857144,2.9464478618008925,4.0,3.0427245046431652,3.3333333333333335,2.857479434105022,4.5,3.1829885742521475,4.5,3.1829885742521475,4.5,3.1829885742521475,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,4.0,2.569766111459667,,,,,,
52,B005GSZB7I,m,4.611111111111111,3.109986356357441,4.588235294117647,3.0931244999762644,4.588235294117647,3.0931244999762644,4.5625,3.047156498442358,4.416666666666667,3.0826929054341883,4.444444444444445,3.08223894116161,4.444444444444445,3.08223894116161,4.444444444444445,3.08223894116161,4.428571428571429,3.0002064301968017,4.333333333333333,2.965095298141648,4.8,3.0494924367910237,4.75,3.075414810698018,4.75,3.075414810698018,4.666666666666667,2.914175780643307,4.5,3.050507088983157,4.0,3.5261384031728937,,,,,,,,
