,product_id,product_type,2012_3_star_rating,2012_3_eval_score,2012_2_star_rating,2012_2_eval_score,2012_1_star_rating,2012_1_eval_score
92,B0050QLDGY,h,4.166666666666667,2.6676655343039206,4.166666666666667,2.6676655343039206,4.0,2.5920852764846365
93,B000065DJY,h,2.3333333333333335,2.5580589644601783,3.0,2.9097047466125976,,
94,B001RV2VQW,h,5.0,2.8481740570552496,5.0,2.8481740570552496,5.0,3.3526399842793717
95,B003V264WW,h,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
96,B001UE7D3W,h,3.5,2.278205194783583,2.0,1.3857736267899223,,
97,B000065DJY,h,2.3333333333333335,2.5580589644601783,3.0,2.9097047466125976,,
98,B0009XH6WI,h,4.5,2.4176943336487,4.5,2.4176943336487,5.0,2.5618677089010737
99,B002GQMTAK,h,2.0,1.9106774113896883,1.0,1.8900373402254584,,
100,B000IF3D38,h,5.0,2.7563713563690113,5.0,2.807193939476909,,
101,B000E8PG98,h,3.75,2.5067059283527793,3.75,2.5067059283527793,3.3333333333333335,2.5405860986256323
102,B000K7JLGM,h,1.0,1.8942861438727439,1.0,1.8942861438727439,1.0,2.2983779529418253
103,B000R80ZTQ,h,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
104,B000M7YQOM,h,3.0,2.9366387166662635,3.0,2.9366387166662635,,
105,B001BOFIRO,h,4.333333333333333,2.926710291896545,4.0,2.5857329078436555,5.0,3.069377310596171
106,B000R80ZTQ,h,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
107,B000V1YZMC,h,5.0,2.836544365808942,5.0,2.836544365808942,,
108,B000RZLL38,h,4.75,2.9139539951248894,4.666666666666667,2.8474172698356224,5.0,2.6331180687850395
109,B002D4B7PS,h,1.0,1.0,1.0,1.0,,
110,B000R80ZTQ,h,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
111,B0009XH6WI,h,4.5,2.4176943336487,4.5,2.4176943336487,5.0,2.5618677089010737
112,B0009XH6TG,h,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
113,B001UHMWBM,h,5.0,2.308930806682093,5.0,2.308930806682093,5.0,2.3608676143108376
114,B0009XH6TG,h,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
115,B000V3URNG,h,4.0,2.483178141644538,4.0,2.483178141644538,5.0,2.4728191002055064
116,B000A3I2X4,h,4.25,2.5556674682400047,4.25,2.5556674682400047,3.5,2.2260797525595457
117,B004INUY06,h,4.666666666666667,3.360460058177676,5.0,3.7280593564059954,5.0,3.714852676214015
118,B0009XH6WI,h,4.5,2.4176943336487,4.5,2.4176943336487,5.0,2.5618677089010737
119,B000H0XV3G,h,4.0,2.560247578455894,4.0,2.180859960219718,4.0,2.151588562132633
120,B000X1MCYI,h,5.0,2.698184674364823,5.0,2.698184674364823,5.0,2.67428470779031
121,B0037MFCHE,h,5.0,3.6604902881727828,5.0,3.6604902881727828,5.0,3.6465820319445936
122,B000E8PG98,h,3.75,2.5067059283527793,3.75,2.5067059283527793,3.3333333333333335,2.5405860986256323
123,B0037MKQE8,h,4.0,2.805527313749126,4.0,2.805527313749126,4.0,2.7827418959677903
124,B001MXWZFM,h,1.0,2.0937544903920706,1.0,2.0937544903920706,1.0,1.0
125,B00132ZG3U,h,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
126,B003V264WW,h,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
127,B00005O0MZ,h,4.4,2.878964560814209,4.25,2.807682545478131,4.0,2.5901338384530206
128,B0001B86HM,h,5.0,2.450190753226261,5.0,2.450190753226261,5.0,2.4237158422763736
129,B001B0TJCI,h,1.0,1.299945989035774,1.0,1.299945989035774,1.0,1.2615279777378707
130,B0050QLDGY,h,4.166666666666667,2.6676655343039206,4.166666666666667,2.6676655343039206,4.0,2.5920852764846365
131,B000A3TBB6,h,5.0,3.257212820495218,5.0,3.257212820495218,5.0,3.069397724205736
132,B00092M2X2,h,5.0,2.962676514554666,5.0,2.962676514554666,5.0,2.9415227918118663
133,B0009XH6VE,h,4.5,2.709538884669211,4.5,2.709538884669211,5.0,3.0941907759748686
134,B00132ZG3U,h,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
135,B004YZMKKU,h,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
136,B003V264WW,h,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
137,B000R858R0,h,4.0,3.034535803244975,3.0,2.3493770961043454,3.0,2.3218554274025935
138,B001AFFBCG,h,5.0,3.230118024585186,5.0,3.230118024585186,5.0,3.211741172375474
139,B0050QLDGY,h,4.166666666666667,2.6676655343039206,4.166666666666667,2.6676655343039206,4.0,2.5920852764846365
140,B000E8PG98,h,3.75,2.5067059283527793,3.75,2.5067059283527793,3.3333333333333335,2.5405860986256323
141,B001BOFIRO,h,4.333333333333333,2.926710291896545,4.0,2.5857329078436555,5.0,3.069377310596171
142,B0009XH6TG,h,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
143,B0009XH6UU,h,4.0,2.627580976608315,4.0,2.627580976608315,4.0,2.5065122064038685
144,B0009XH6TG,h,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
145,B000BBS636,h,5.0,2.575679189240609,5.0,2.3606045898906407,5.0,2.3331994973204404
146,B000A3I2X4,h,4.25,2.5556674682400047,4.25,2.5556674682400047,3.5,2.2260797525595457
147,B0009XH6TG,h,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
148,B000E8PG98,h,3.75,2.5067059283527793,3.75,2.5067059283527793,3.3333333333333335,2.5405860986256323
149,B000K7JLGM,h,1.0,1.8942861438727439,1.0,1.8942861438727439,1.0,2.2983779529418253
150,B0050QLDGY,h,4.166666666666667,2.6676655343039206,4.166666666666667,2.6676655343039206,4.0,2.5920852764846365
151,B004YZMKKU,h,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
152,B00006IV22,h,4.0,2.362118768899986,4.0,2.362118768899986,4.0,2.3347293981938764
153,B00132ZG3U,h,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
154,B00016KMIS,h,5.0,2.7239421748101407,5.0,2.7239421748101407,5.0,2.7003096508027307
155,B003837V8A,h,5.0,3.0192500764631327,5.0,3.713080436032365,5.0,3.699718228291209
156,B000X1MCYI,h,5.0,2.698184674364823,5.0,2.698184674364823,5.0,2.67428470779031
157,B00092M2VO,h,3.0,2.2871272241234433,2.3333333333333335,2.1251535263547945,2.3333333333333335,2.0953037230878806
158,B00070E8IS,h,3.0,1.7631345220569212,3.0,1.7631345220569212,3.0,1.7295258411747187
159,B00009YJSJ,h,3.5,2.1569344930816134,3.0,2.1645168840904123,3.0,2.135075794295715
160,B0009XH6WS,h,1.0,2.0825706140383193,1.0,2.0825706140383193,1.0,2.0522786683589906
161,B000R80ZTQ,h,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
162,B000R8Z5FK,h,5.0,1.6997750777186953,5.0,1.6997750777186953,5.0,1.6655085297239582
163,B000GG2HOU,h,4.0,3.7985203924302735,4.0,3.7985203924302735,4.0,3.7860453158500302
164,B000M8YIHG,h,5.0,2.634220882961551,5.0,2.634220882961551,5.0,2.6096567742816776
165,B004GHG8EK,h,1.0,1.9234687995531434,1.0,1.9234687995531434,1.0,1.8915248846624746
166,B002LQBMIA,h,5.0,2.9720801452677303,5.0,2.9720801452677303,5.0,2.9510240613134195
167,B0017TZD7S,h,1.0,2.087287937288595,1.0,2.087287937288595,1.0,2.057044972023441
168,B004AQEOTI,h,1.0,1.700981155303732,1.0,1.700981155303732,1.0,1.6667271301268107
169,B001I6WQY8,h,5.0,5.0,5.0,5.0,5.0,5.0
170,B005GD1EP6,h,3.0,2.6767460386943,3.0,2.6767460386943,3.0,2.652623472734761
171,B000GG1944,h,5.0,1.6516305232673472,5.0,1.6516305232673472,5.0,1.616864085803061
172,B003BQ6QXK,h,5.0,2.905890564068025,5.0,2.905890564068025,5.0,2.8841472274220514
173,B000VWSE0A,h,5.0,2.468126834411617,5.0,2.468126834411617,5.0,2.4418381554917428
174,B000P9BR8U,h,3.0,2.3555735450197215,3.0,2.3555735450197215,3.0,2.3281162146340413
175,B005R9AHO8,h,5.0,4.612968770463828,5.0,4.612968770463828,5.0,4.60895018854451
176,B002QZHV9A,h,5.0,2.3596319912810224,5.0,2.3596319912810224,5.0,2.332216800127325
177,B000BW5W50,h,5.0,2.917812985537554,5.0,2.917812985537554,5.0,2.8961934405230965
178,B0019QHUTI,h,4.0,2.5160097362030194,4.0,2.5160097362030194,4.0,2.49021822998834
179,B004TX0MLQ,h,5.0,3.5006691395191822,5.0,3.5006691395191822,5.0,3.4851014451648408
180,B0050QLDGY,h,4.166666666666667,2.6676655343039206,4.166666666666667,2.6676655343039206,4.0,2.5920852764846365
181,B002C7DK7Y,h,5.0,3.1193112547776,5.0,3.1193112547776,5.0,3.099783885380372
182,B0006GDATQ,h,5.0,3.2872119987011197,5.0,3.2872119987011197,5.0,3.2694279586331034
183,B003S961HG,h,1.0,2.0825706140383193,1.0,2.0825706140383193,1.0,2.0522786683589906
184,B0018CQKXK,h,4.0,2.918032116931085,4.0,2.918032116931085,4.0,2.8964148471786446
185,B002QFMY42,h,5.0,2.0825706140383193,5.0,2.0825706140383193,5.0,2.0522786683589906
186,B0034EMMNM,h,5.0,2.5264392698285656,5.0,2.5264392698285656,5.0,2.5007560544494982
187,B003VAD40E,h,1.0,2.672756164608294,1.0,2.672756164608294,1.0,2.648592171408163
188,B0009EXM52,h,5.0,3.091503522672309,5.0,3.091503522672309,5.0,3.071687422958435
189,B003UFPN6S,h,5.0,2.4791795608742566,5.0,2.4791795608742566,5.0,2.4530056434602567
190,B002R290Z0,h,5.0,2.5647815289028326,5.0,2.5647815289028326,5.0,2.539496424831854
191,B004QWVY8A,h,4.0,2.7675857372293784,4.0,2.7675857372293784,4.0,2.744406368464874
192,B001RV2VQW,h,5.0,2.8481740570552496,5.0,2.8481740570552496,5.0,3.3526399842793717
193,B001BOFIRO,h,4.333333333333333,2.926710291896545,4.0,2.5857329078436555,5.0,3.069377310596171
194,B004YZMKKU,h,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
195,B001UE7D2I,h,5.0,3.199967254068219,5.0,3.199967254068219,5.0,3.1812773435520803
196,B000BBS63G,h,5.0,2.3922134757602693,5.0,2.3922134757602693,5.0,2.3651365812463285
197,B003V264WW,h,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
198,B00016KMIS,h,5.0,2.7239421748101407,5.0,2.7239421748101407,5.0,2.7003096508027307
199,B000R80ZTQ,h,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
200,B000RZLL38,h,4.75,2.9139539951248894,4.666666666666667,2.8474172698356224,5.0,2.6331180687850395
201,B0009XH6V4,h,4.75,2.472120915233297,4.666666666666667,2.537549523340202,5.0,3.076773567240941
202,B0009XH6TG,h,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
203,B004YZMKKU,h,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
204,B001UHMWBM,h,5.0,2.308930806682093,5.0,2.308930806682093,5.0,2.3608676143108376
205,B004YZMKKU,h,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
206,B00132ZG3U,h,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
207,B004YZMKKU,h,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
208,B00005O0MZ,h,4.4,2.878964560814209,4.25,2.807682545478131,4.0,2.5901338384530206
209,B002BFX6EO,h,5.0,1.9824285735684573,5.0,1.9824285735684573,5.0,1.9510968435965843
210,B003V264WW,h,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
211,B00092M2VO,h,3.0,2.2871272241234433,2.3333333333333335,2.1251535263547945,2.3333333333333335,2.0953037230878806
212,B000BFJJ7E,h,2.0,1.8986329295434383,2.0,1.8986329295434383,2.0,1.8664311414617838
213,B001LQY1X4,h,4.5,3.084413242722452,4.0,2.5793352954105018,4.0,2.5542013044758347
214,B0001B86HM,h,5.0,2.450190753226261,5.0,2.450190753226261,5.0,2.4237158422763736
215,B0050QLDGY,h,4.166666666666667,2.6676655343039206,4.166666666666667,2.6676655343039206,4.0,2.5920852764846365
216,B003V264WW,h,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
217,B0009XH6UU,h,4.0,2.627580976608315,4.0,2.627580976608315,4.0,2.5065122064038685
218,B003V264WW,h,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
219,B00092M2VO,h,3.0,2.2871272241234433,2.3333333333333335,2.1251535263547945,2.3333333333333335,2.0953037230878806
220,B000R80ZTQ,h,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
221,B000BBS636,h,5.0,2.575679189240609,5.0,2.3606045898906407,5.0,2.3331994973204404
222,B0009XH6WI,h,4.5,2.4176943336487,4.5,2.4176943336487,5.0,2.5618677089010737
