"","product_id","avg_rating","evaluation_score","product_type"
"232","B001UE7D3C",4.08695652173913,2.79799180618422,"hair_dryer"
"241","B002BFX6EO",4.4406779661017,2.93487605939448,"hair_dryer"
"244","B002NGMEVW",4.27272727272727,3.03341086915437,"hair_dryer"
"246","B00MEBKQ8E",4.83333333333333,2.94155354516585,"hair_dryer"
"252","B0009XH6UU",4.36567164179105,3.00725720233937,"hair_dryer"
"259","B0009XH6VO",4.06666666666667,2.90884088044115,"hair_dryer"
"260","B000X300MC",4.05,2.86493534815624,"hair_dryer"
"281","B00TA1JX3A",4.40625,2.95257375613465,"hair_dryer"
"286","B000E8PG98",3.84313725490196,2.88340239560897,"hair_dryer"
"287","B002B8VE4U",3.9468085106383,2.91716609418178,"hair_dryer"
"291","B001MXWZFM",4.3921568627451,2.97264435378182,"hair_dryer"
"294","B003VZS9NG",3.90909090909091,2.8757146026879,"hair_dryer"
"309","B00BBCVPAU",4.16666666666667,2.68941894656665,"hair_dryer"
"313","B007O385QC",4.61538461538461,2.96904773303365,"hair_dryer"
"315","B000V3URNG",3.83333333333333,2.81664177705634,"hair_dryer"
"344","B000GWF57U",4.69565217391304,2.96783745835017,"hair_dryer"
"352","B00HZYSZHY",5,3.15776108046376,"hair_dryer"
"369","B000G666EW",4.52631578947368,2.97472711914013,"hair_dryer"
"376","B0099RKYEM",4.75,2.95744881884305,"hair_dryer"
"386","B00092M38G",3.35897435897436,2.63817568108878,"hair_dryer"
"408","B00092M2VO",4.10857142857143,2.89004423381136,"hair_dryer"
"432","B006BNFXHU",4.625,3.11361226612275,"hair_dryer"
"446","B0040VGR3Y",4.57142857142857,2.90748802940727,"hair_dryer"
"450","B000BLNUPU",3.5,2.75015164983041,"hair_dryer"
"451","B000YDMM2M",4.0625,2.97010948286832,"hair_dryer"
"453","B0008ENT8I",3.73913043478261,2.79494092132434,"hair_dryer"
"463","B0037MFCHE",4.09722222222222,3.05918128970763,"hair_dryer"
"467","B0037MKQE8",4.23529411764706,3.06314086184048,"hair_dryer"
"470","B000IF3D38",4.10204081632653,2.89559340394665,"hair_dryer"
"478","B002MHW4MG",4.02439024390244,2.92507900718523,"hair_dryer"
"500","B003VZNCQK",3.66666666666667,2.76890191949373,"hair_dryer"
"531","B000BFJJ7E",2.79591836734694,2.70616967212539,"hair_dryer"
"549","B005IH0KDC",3.96,2.95859467103891,"hair_dryer"
"562","B00RPL1W4U",4.05263157894737,2.97042089355229,"hair_dryer"
"575","B003TQPRGY",4.27777777777778,2.89793864647892,"hair_dryer"
"585","B0089TDTWK",3.95918367346939,2.79932737327358,"hair_dryer"
"587","B002NGMEPI",3.25,2.78992048709522,"hair_dryer"
"596","B0009XH6VY",3.94444444444444,2.94538404996459,"hair_dryer"
"617","B001UE7D3M",2.71428571428571,2.48978301724117,"hair_dryer"
"676","B0018BXH1Y",4,2.92373195073598,"hair_dryer"
"721","B001UE7D46",4,2.9308510754773,"hair_dryer"
"759","B00MFBGATM",4.66666666666667,2.84164895168137,"hair_dryer"
"787","B000R80ZTQ",4.18380062305296,2.99083782462913,"hair_dryer"
"801","B00FZQ0H0C",4.5,2.59785437427881,"hair_dryer"
"807","B001UHN0OA",4.2962962962963,2.98579695124775,"hair_dryer"
"813","B000IG83VE",4.77272727272727,2.9917583680066,"hair_dryer"
"817","B008OEZ0N6",3.72727272727273,2.95576840473841,"hair_dryer"
"825","B001UHMWBM",4.57894736842105,3.06402087831476,"hair_dryer"
"850","B001UE7D2S",4.86363636363636,3.09221724459511,"hair_dryer"
"878","B000R858R0",4.10344827586207,2.95340843951176,"hair_dryer"
"893","B0050PNHBY",4.57692307692308,3.05614459861881,"hair_dryer"
"901","B000LQB5YS",3.46875,2.8025377337411,"hair_dryer"
"921","B004ATPPRK",4.5,3.04696418906793,"hair_dryer"
"935","B000K7JLGM",3.46610169491525,2.78169391378064,"hair_dryer"
"970","B0019ZQJBY",4.66666666666667,2.78454532337276,"hair_dryer"
"1014","B000A3TBB6",3.97222222222222,2.89560250895015,"hair_dryer"
"1026","B00GU2PWHS",4.93333333333333,2.87025879715006,"hair_dryer"
"1090","B000X2UCJO",4.46153846153846,2.8671471960228,"hair_dryer"
"1124","B001B0TJCI",3.64285714285714,2.82696347407803,"hair_dryer"
"1186","B00BT7VOI0",4.82352941176471,2.97796760954633,"hair_dryer"
"1209","B001MP4882",4.75,3.11648009762602,"hair_dryer"
"1216","B003S56KWQ",4.61904761904762,2.92605809150472,"hair_dryer"
"1297","B00RPL1W9U",4.4,2.92550301246321,"hair_dryer"
"1320","B00BT7UNLY",4.84210526315789,2.80733682442716,"hair_dryer"
"1335","B0009XH6VE",3.6875,2.82593879710349,"hair_dryer"
"1399","B0050QLDGY",3.98360655737705,2.9845352930778,"hair_dryer"
"1477","B001CK23P2",4.46153846153846,3.03860979656848,"hair_dryer"
"1545","B0043W2C48",4,2.85352779444427,"hair_dryer"
"1666","B003837V8A",3.34848484848485,2.80386011897083,"hair_dryer"
"1728","B000G62HRM",4.41666666666667,3.11915765428376,"hair_dryer"
"1777","B00016KMIS",4.42592592592593,2.91111874684031,"hair_dryer"
"1856","B000ALCJR6",3.29230769230769,2.72441416759768,"hair_dryer"
"1904","B003TJBI64",4.44,2.68301428628047,"hair_dryer"
"2147","B000M7YQOM",3.54347826086957,2.86883402720086,"hair_dryer"
"2175","B00E2TYR22",4.75,3.24366431083241,"hair_dryer"
"2376","B00KJRZT8W",5,2.36101225384204,"hair_dryer"
"2767","B00BT7V4DA",4.92307692307692,2.90145994301873,"hair_dryer"
"2792","B0018C3V5A",4.51190476190476,2.92941379908509,"hair_dryer"
"2846","B007T70X0Y",4.34375,2.97112187288564,"hair_dryer"
"2848","B00020QJEE",3.625,2.79707434139818,"hair_dryer"
"2937","B00B9QUDX8",3.66666666666667,2.92514147994088,"hair_dryer"
"3131","B000EPHRO8",4.22222222222222,2.95666833236812,"hair_dryer"
"3134","B0009XH6WS",3.56,2.80044969918446,"hair_dryer"
"3214","B0009XH6XC",3.73913043478261,2.96055889550905,"hair_dryer"
"3345","B000X1MCW0",4.23684210526316,3.01554070063466,"hair_dryer"
"3520","B006FLC09W",4.4,3.1061415973494,"hair_dryer"
"3809","B000N8F9M8",5,2.6373223075253,"hair_dryer"
"3914","B000E2ZONM",3.07692307692308,2.76491757674358,"hair_dryer"
"4112","B001UE7D32",4.57142857142857,2.96600990361794,"hair_dryer"
"4973","B000BBS636",4.0253164556962,2.94153795559572,"hair_dryer"
"5038","B000BBS63G",4.24324324324324,3.00864820141879,"hair_dryer"
"5276","B000J062N0",3,2.83745433934573,"hair_dryer"
"5481","B004MDREWI",4.5,3.42463292465906,"hair_dryer"
"5547","B009ISDBHO",2,2.63364045702529,"hair_dryer"
"5875","B000HK1NK4",4.6,2.85355034221702,"hair_dryer"
"6068","B00A6OBZH2",5,2.62383238773341,"hair_dryer"
"7515","B004NPQQLU",4,3.08858877920361,"hair_dryer"
"8257","B000V87HI4",4.83333333333333,3.14006043537561,"hair_dryer"
"8439","B004CEG0T0",5,4.48565691264074,"hair_dryer"
"8535","B007F2Q0UK",4,3.62297448518026,"hair_dryer"
"8686","B001RV2VQW",3.95652173913043,2.94425305635471,"hair_dryer"
"8980","B000PHZBES",2.33333333333333,3.06993494773473,"hair_dryer"
"9173","B000V1YZMC",3,2.93260677930752,"hair_dryer"
"9309","B002D4B7PS",1,1.70876596658451,"hair_dryer"
"9358","B0018CQKXK",4.5,3.0019866639532,"hair_dryer"
"9359","B0017TZD7S",1,2.54048555773842,"hair_dryer"
"9361","B003BQ6QXK",5,3.16667464593925,"hair_dryer"
"9362","B000GG1944",5,2.20722994637156,"hair_dryer"
"9363","B004TX0MLQ",5,3.62164979707995,"hair_dryer"
"9364","B004QWVY8A",4,3.06087853610682,"hair_dryer"
"9365","B002R290Z0",5,2.9057437025003,"hair_dryer"
"9366","B004AQEOTI",1,2.24498065259465,"hair_dryer"
"9367","B000VWSE0A",5,2.83180781097757,"hair_dryer"
"9368","B003VAD40E",1,2.98833876934882,"hair_dryer"
"9369","B0009EXM52",5,3.30865905388568,"hair_dryer"
"9370","B005GD1EP6",3,2.99139081870002,"hair_dryer"
"9371","B002LQBMIA",5,3.21730628593642,"hair_dryer"
"9372","B003S961HG",1,2.5368770470298,"hair_dryer"
"9374","B002C7DK7Y",5,3.32993054489036,"hair_dryer"
"9375","B001I6WQY8",5,4.76856112343319,"hair_dryer"
"9377","B002QZHV9A",5,2.74881481208906,"hair_dryer"
"9379","B000BW5W50",5,3.17579468780684,"hair_dryer"
"9381","B000GG2HOU",4,3.84949075235961,"hair_dryer"
"9382","B002QFMY42",5,2.5368770470298,"hair_dryer"
"9383","B0019QHUTI",4,2.86843577872687,"hair_dryer"
"9384","B0034EMMNM",5,2.87641383784578,"hair_dryer"
"9385","B005R9AHO8",5,4.47250205301219,"hair_dryer"
"9386","B004GHG8EK",1,2.41517230667791,"hair_dryer"
"9387","B000M8YIHG",5,2.95886125231119,"hair_dryer"
"9389","B000P9BR8U",3,2.7457103085354,"hair_dryer"
"9390","B000R8Z5FK",5,2.24405806500628,"hair_dryer"
"9391","B003UFPN6S",5,2.84026258070266,"hair_dryer"
"9392","B0006GDATQ",5,3.45836601566248,"hair_dryer"
"9693","B001PNDMHE",3,2.81801687675767,"hair_dryer"
"9694","B004YBC5K4",5,3.75163559288127,"hair_dryer"
"9695","B000C212QM",5,2.74096493973223,"hair_dryer"
"9696","B0009XH6SC",5,2.76496494351825,"hair_dryer"
"9697","B002954N5M",5,4.1789786365412,"hair_dryer"
"9698","B004V6WWL4",3,2.48828085723,"hair_dryer"
"9699","B001E5ED2G",4,2.76140670259112,"hair_dryer"
"9700","B002LIXTFC",4.66666666666667,3.04714797513553,"hair_dryer"
"9701","B0002Z1JK8",4,2.83666447347862,"hair_dryer"
"9702","B002D4D4FO",1.75,2.4659836013255,"hair_dryer"
"9703","B002HWS7UY",5,2.87308780041117,"hair_dryer"
"9704","B000K9Y7L4",3,3.12514322491647,"hair_dryer"
"9705","B004JDYG7W",5,2.5368770470298,"hair_dryer"
"9706","B0013LYNTO",5,2.83594925334712,"hair_dryer"
"9707","B002BAW730",4,2.94937252680985,"hair_dryer"
"9708","B0047LPZSU",5,3.88701612963719,"hair_dryer"
"9709","B004O76DEC",5,2.75487385309805,"hair_dryer"
"9710","B003YCN6XO",3,2.13776425653783,"hair_dryer"
"9711","B0019LUK9U",5,3.34964191376349,"hair_dryer"
"9712","B000ZFCDAA",5,2.59484325017288,"hair_dryer"
"9713","B000VVT94G",5,3.41350582457002,"hair_dryer"
"9714","B00247PLOC",5,3.35683707868291,"hair_dryer"
"9715","B002SKZS4S",4,2.5368770470298,"hair_dryer"
"9716","B0016P6RHS",5,3.06874054994988,"hair_dryer"
"9717","B0002ZS442",5,2.94922024292079,"hair_dryer"
"9718","B00336EUU4",3.5,2.4837239343988,"hair_dryer"
"9720","B001CT06TI",5,2.73784997540593,"hair_dryer"
"9721","B002I70P12",4,4.97425763039518,"hair_dryer"
"9722","B000W405SG",5,4.59316599288261,"hair_dryer"
"9723","B003ODETES",5,3.40037249522922,"hair_dryer"
"9724","B001OI8L6C",5,2.94539452765167,"hair_dryer"
"9725","B001I2J86Q",2,2.07371959562261,"hair_dryer"
"9726","B0012S03EW",5,2.76667438584009,"hair_dryer"
"9727","B000EG8HLE",3,2.61782871984445,"hair_dryer"
"9728","B000ZBXYJ8",5,3.46809736843022,"hair_dryer"
"9729","B002HZY6BK",1,1.52429672000938,"hair_dryer"
"9730","B00376IQT6",5,4.0549589096371,"hair_dryer"
"9731","B000GW4B2K",4,2.64285517983351,"hair_dryer"
"9732","B002CS4MGG",4,2.6989404519548,"hair_dryer"
"9733","B0029ULZOY",2,3.7126826204137,"hair_dryer"
"9734","B003YEGI0A",5,4.20761889696466,"hair_dryer"
"9735","B003Q8WAHO",5,4.12135918171432,"hair_dryer"
"9736","B001BNLDQA",4,3.99980784469286,"hair_dryer"
"9737","B000WUHM5E",5,2.82384706605908,"hair_dryer"
"9738","B002MVF22Q",2,2.50798584070536,"hair_dryer"
"9739","B002ZNJJ8E",5,3.38671161233144,"hair_dryer"
"9740","B004A3940K",3,2.88705816888531,"hair_dryer"
"9741","B000050FDE",3,2.95955536339669,"hair_dryer"
"9742","B0006B0W1A",5,2.19797859051197,"hair_dryer"
"9743","B002H6P0ZK",5,4.18359446202636,"hair_dryer"
"9744","B000V3RZ8G",5,2.95356773218636,"hair_dryer"
"9745","B003M57E9A",4,3.33096216323899,"hair_dryer"
"9746","B001MBR4U0",5,3.31267782509095,"hair_dryer"
"9747","B004UE9RPQ",2,2.64242781334459,"hair_dryer"
"9789","B00424WK4O",4.5,3.04453335757258,"hair_dryer"
"9925","B00006IV46",1,2.59047309213253,"hair_dryer"
"9926","B003URDOVC",5,2.59387220752055,"hair_dryer"
"9927","B0013718S2",3,2.56156317500575,"hair_dryer"
"9928","B003LZ6L4U",2,2.52154837502948,"hair_dryer"
"9929","B000O3BDHW",3,3.4935533567042,"hair_dryer"
"9930","B000PEJJ4Y",5,3.04697784462493,"hair_dryer"
"9931","B002UUT43C",3,3.40593254720905,"hair_dryer"
"9932","B0009OAHQY",5,2.57874592407571,"hair_dryer"
"9933","B001RVGSLQ",5,3.34967785687029,"hair_dryer"
"9934","B000H65W1E",4,3.62005563956005,"hair_dryer"
"9935","B001CJJ5QS",5,3.35776312555551,"hair_dryer"
"9936","B003DHXODW",5,2.70963057670283,"hair_dryer"
"9937","B000VEJV9Q",5,4.21788708625014,"hair_dryer"
"9938","B000GFCRGO",2,2.53290759578535,"hair_dryer"
"9939","B003C1V814",4,3.34269922952886,"hair_dryer"
"9940","B0012BNVE8",5,3.12710143525188,"hair_dryer"
"9943","B00134P73C",5,4.38363868970465,"hair_dryer"
"9944","B001F51TGI",5,2.86350676295093,"hair_dryer"
"9945","B002PSB6TO",5,3.03783395761361,"hair_dryer"
"9946","B003GDK6F2",4,2.48785161334798,"hair_dryer"
"9947","B0000AFUT3",4.5,3.82811432457716,"hair_dryer"
"9948","B004CASKMO",5,2.237270126295,"hair_dryer"
"9949","B004H5D40W",2,1.91668246532895,"hair_dryer"
"9950","B0017QHDUG",4,3.6659500567822,"hair_dryer"
"9951","B000ONHUQK",5,3.87907172458505,"hair_dryer"
"9952","B001E96L86",5,3.00130129247974,"hair_dryer"
"9953","B000WEG4BI",1,2.59484181463744,"hair_dryer"
"9954","B002AMUIAI",4,2.97152585284729,"hair_dryer"
"9955","B000GCKDS6",5,3.11341144378289,"hair_dryer"
"9956","B0009R5BXU",5,2.56987141018601,"hair_dryer"
"9957","B000K9D0CQ",5,2.95737826481739,"hair_dryer"
"9958","B002HMCIOK",1,2.34972083551808,"hair_dryer"
"9959","B003SYYF6A",5,4.1412446498595,"hair_dryer"
"9961","B002CGSDCW",1,1.96978117404553,"hair_dryer"
"9962","B002WTC38O",4,2.74053987251263,"hair_dryer"
"9963","B003AKHQG8",3,3.01463626642812,"hair_dryer"
"9964","B001T54QVY",3,2.55545421041454,"hair_dryer"
"9965","B002N5MKLW",5,3.65109608714321,"hair_dryer"
"9966","B002C741MM",5,3.54170015349862,"hair_dryer"
"9967","B000ZLVUYO",5,2.66508726674592,"hair_dryer"
"9968","B003UAABUG",5,3.19492252619952,"hair_dryer"
"9969","B000E127KQ",5,3.55363985078019,"hair_dryer"
"9970","B0001209OO",3,3.08638634260802,"hair_dryer"
"9971","B00189XUBI",1,2.25071268979051,"hair_dryer"
"9976","B001JE2CJS",1,1.42266590961676,"hair_dryer"
"10006","B001LF4G7G",4.44827586206896,3.22571517318384,"hair_dryer"
"10078","B0009LDIEU",3.375,2.96091735071161,"hair_dryer"
"10104","B001AZJVGS",4,4.24147322626476,"hair_dryer"
"10106","B000C1VZQU",4,2.75833307374045,"hair_dryer"
"10107","B0046NNV1M",5,2.61997671519346,"hair_dryer"
"10108","B003ATZ8SC",4,3.16750815558201,"hair_dryer"
"10109","B000C1Z1JM",5,2.70805186654527,"hair_dryer"
"10110","B000WHXL98",5,4.16760154897374,"hair_dryer"
"10111","B000FLJU1O",5,2.77426223560288,"hair_dryer"
"10114","B001F0NFVU",1,1.91613172313808,"hair_dryer"
"10115","B0020Z31S6",4,3.56284297461721,"hair_dryer"
"10116","B000PLUZL8",4,4.10196340884519,"hair_dryer"
"10117","B00404WI70",5,2.73975401218941,"hair_dryer"
"10118","B0009Q2OOK",5,4.39743694265666,"hair_dryer"
"10120","B000AAAVS6",5,3.25211176686038,"hair_dryer"
"10121","B003XS017S",1,3.15986042149845,"hair_dryer"
"10152","B000N21L3K",3.5,2.13476746297246,"hair_dryer"
"10239","B00092M2XC",4,2.37102895261175,"hair_dryer"
"10261","B000TAE0RK",5,4.10707330898592,"hair_dryer"
"10262","B000PHP86E",2,2.47602798114991,"hair_dryer"
"10263","B000Q6QU2A",5,2.08203738699335,"hair_dryer"
"10264","B001RUW58C",5,2.81464571297821,"hair_dryer"
"10265","B001FOFI0W",5,2.96865558247678,"hair_dryer"
"10266","B002UU9Q6W",3,3.44396224134243,"hair_dryer"
"10267","B0009OAFUM",3,2.76993157155385,"hair_dryer"
"10268","B0015KHMLE",1,2.71449473058126,"hair_dryer"
"10269","B00290QOTK",5,2.83415389200769,"hair_dryer"
"10271","B000MAQWA0",3,2.48746725398753,"hair_dryer"
"10272","B000I1S18Y",1,2.62254651686361,"hair_dryer"
"10273","B000I0357M",5,2.75931725154992,"hair_dryer"
"10274","B000O3NDPC",4,3.85497875531977,"hair_dryer"
"10275","B003IHQ4LG",4,4.91912898116004,"hair_dryer"
"10276","B000QSDT9K",5,4.52600620086158,"hair_dryer"
"10277","B003N74ES6",4,2.85484545580889,"hair_dryer"
"10278","B0012R6HQQ",3,2.38435591930148,"hair_dryer"
"10279","B00014DZGQ",4,3.29631158344854,"hair_dryer"
"10280","B000JLAVTU",5,2.76127611752813,"hair_dryer"
"10281","B0015K9BXQ",4,2.60973921054465,"hair_dryer"
"10282","B003E1QHLS",1,2.28650229277192,"hair_dryer"
"10283","B000PI3AD6",1,2.35802309586102,"hair_dryer"
"10284","B000PXYAL2",1,2.00994605215732,"hair_dryer"
"10285","B0012ZMBDQ",3,2.64483417683193,"hair_dryer"
"10286","B001OG52I4",5,4.10235392077917,"hair_dryer"
"10287","B0009WY528",2,2.58020682389512,"hair_dryer"
"10288","B001ET7LHG",5,3.70311430976572,"hair_dryer"
"10289","B001800I44",5,3.41908146523004,"hair_dryer"
"10290","B001BJHCVO",1,2.54228134271087,"hair_dryer"
"10291","B00116VG0K",3,1,"hair_dryer"
"10292","B000C233MI",5,3.24345901175462,"hair_dryer"
"10293","B001JJBC9Y",4,3.18315682569868,"hair_dryer"
"10294","B002T71IL2",5,4.48664281726926,"hair_dryer"
"10295","B002ERBN94",5,3.32745794073876,"hair_dryer"
"10296","B000R2M7JI",1,2.61557158839377,"hair_dryer"
"10297","B000PDVEGG",2,2.5368770470298,"hair_dryer"
"10298","B001ET7HZ2",5,3.92159463088082,"hair_dryer"
"10299","B002TUU5D6",1,2.35703116585962,"hair_dryer"
"10300","B00006ANDK",5,2.42562942090864,"hair_dryer"
"10301","B00243FWMM",5,3.37862619060081,"hair_dryer"
"10302","B000AQE7K8",5,3.16663382053889,"hair_dryer"
"10303","B001183N8G",4.5,2.89358721889851,"hair_dryer"
"10304","B000FG0WXO",4,3.36606923144574,"hair_dryer"
"10305","B000E7WHDM",4,3.24131889112066,"hair_dryer"
"10306","B003TO74W6",5,4.36793357694054,"hair_dryer"
"10307","B00283XATA",2,3.40191991604968,"hair_dryer"
"10308","B001U9M2EW",5,4.2872535327061,"hair_dryer"
"10309","B000EMBK30",1,2.90492433062766,"hair_dryer"
"10310","B003FD8FSS",5,3.57842255139219,"hair_dryer"
"10311","B0029ERWH4",5,3.40333207340513,"hair_dryer"
"10312","B000HG80HM",5,2.83538945231487,"hair_dryer"
"10313","B001E96QJK",5,3.18428727049824,"hair_dryer"
"10314","B0017KCPUK",1,2.33590726604589,"hair_dryer"
"10315","B002QGG4IS",3,2.89933470108779,"hair_dryer"
"10316","B001DKMY9Q",3.5,2.72140433201086,"hair_dryer"
"10317","B003987CL0",1,2.62941175797175,"hair_dryer"
"10318","B000VLJIVK",5,4.39667294190517,"hair_dryer"
"10319","B000NOME16",5,2.85023827248834,"hair_dryer"
"10320","B001E5EBN2",5,3.61801900802801,"hair_dryer"
"10321","B000UK2W4C",5,3.00577185628258,"hair_dryer"
"10322","B00025H6PA",1,2.53699766527556,"hair_dryer"
"10323","B003GWKW7U",4,3.11383854131416,"hair_dryer"
"10324","B000P1TYG0",5,3.37269446102827,"hair_dryer"
"10325","B002QASVFS",4.66666666666667,3.5284969561522,"hair_dryer"
"10326","B000UD50JI",5,3.06800543744687,"hair_dryer"
"10327","B001JZ0AW8",5,2.79892515220768,"hair_dryer"
"10328","B002M40ASO",4,3.42445117812754,"hair_dryer"
"10329","B000GCUPOS",5,2.73590313533217,"hair_dryer"
"10330","B000T9ZCL4",5,4.15426343100733,"hair_dryer"
"10331","B002CF2T8C",5,2.43272801084647,"hair_dryer"
"10332","B000O1LKQI",5,4.61459271388235,"hair_dryer"
"10333","B002C0CZEU",5,3.32898642778676,"hair_dryer"
"10334","B0010GWZD8",5,3.1242446604387,"hair_dryer"
"10336","B001S3I57S",3,3.42550678824179,"hair_dryer"
"10337","B000BW8WM0",5,3.4110175620902,"hair_dryer"
"10338","B000S92RF4",5,3.99257088013343,"hair_dryer"
"10339","B000H68J2S",5,4.10681180359357,"hair_dryer"
"10340","B001GIM576",5,3.80415475570037,"hair_dryer"
"10341","B0019CU2GU",3,2.80019526766653,"hair_dryer"
"10342","B000G666HE",5,3.03827259350198,"hair_dryer"
"10343","B002X09I76",5,5,"hair_dryer"
"10344","B001B2LINE",5,4.24172766802035,"hair_dryer"
"10345","B002Z7FSPS",5,4.2206070725069,"hair_dryer"
"10346","B002J2IJH8",5,3.61797009439447,"hair_dryer"
"10347","B001E74MLG",2,2.09619941051534,"hair_dryer"
"10348","B002C741MW",5,4.56060449322964,"hair_dryer"
"10349","B0000YUXI0",5,3.32888993980976,"hair_dryer"
"10350","B002XITLL6",2,2.7047310209808,"hair_dryer"
"10351","B0023Q2NQ8",5,3.35412026349017,"hair_dryer"
"10352","B000FELLWM",1,1.99212240604462,"hair_dryer"
"10353","B00161HE60",5,3.98349790935129,"hair_dryer"
"10354","B000GG29F2",5,3.53351024552148,"hair_dryer"
"10355","B000VUZW7U",5,4.77912229961659,"hair_dryer"
"10356","B000Q6SU3C",4,2.5965084797308,"hair_dryer"
"10357","B002Q73C4G",5,4.45076647380247,"hair_dryer"
"10358","B002RT718G",2,2.1112041221209,"hair_dryer"
"10359","B00098198U",4,3.11470476363171,"hair_dryer"
